GEOID,District0,District1,District2,District3,District4
01001020100,895.0,1469.0,1630.0,2519.0,3534.0
01001020200,895.0,1469.0,1630.0,2519.0,3534.0
01001020300,895.0,1469.0,1630.0,2519.0,3534.0
01001020400,895.0,1469.0,1630.0,2519.0,3534.0
01001020501,895.0,1469.0,1630.0,2519.0,3534.0
01001020502,895.0,1469.0,1630.0,2318.0,3534.0
01001020503,895.0,1469.0,1630.0,2318.0,3534.0
01001020600,895.0,1469.0,1630.0,2519.0,3534.0
01001020700,895.0,1469.0,1630.0,2519.0,3534.0
01001020801,895.0,1469.0,1630.0,2519.0,3534.0
01001020803,895.0,1469.0,1630.0,2519.0,3534.0
01001020804,895.0,1469.0,1630.0,2519.0,3534.0
01001020805,895.0,1469.0,1630.0,2519.0,3534.0
01001020901,895.0,1469.0,1630.0,2519.0,3534.0
01001020902,895.0,1469.0,1630.0,2519.0,3534.0
01001021000,895.0,1469.0,1630.0,2519.0,3534.0
01001021100,895.0,1469.0,1630.0,2519.0,3534.0
01003010100,1042.0,1284.0,1630.0,2519.0,3455.0
01003010200,1042.0,1284.0,1631.0,2519.0,3454.0
01003010300,1042.0,1284.0,1630.0,2519.0,3455.0
01003010400,1042.0,1284.0,1631.0,2519.0,3454.0
01003010500,1042.0,1284.0,1630.0,2519.0,3455.0
01003010600,1042.0,1284.0,1630.0,2519.0,3455.0
01003010704,1042.0,1284.0,1630.0,2519.0,3455.0
01003010706,1042.0,1284.0,1630.0,2519.0,3455.0
01003010707,1042.0,1284.0,1630.0,2518.0,3455.0
01003010708,1042.0,1284.0,1630.0,2519.0,3455.0
01003010709,1042.0,1284.0,1630.0,2519.0,3454.0
01003010710,1042.0,1284.0,1630.0,2518.0,3454.0
01003010711,1042.0,1284.0,1630.0,2519.0,3455.0
01003010800,1042.0,1284.0,1630.0,2519.0,3454.0
01003010903,1042.0,1284.0,1631.0,2519.0,3455.0
01003010904,1042.0,1284.0,1631.0,2519.0,3454.0
01003010906,1042.0,1284.0,1631.0,2519.0,3454.0
01003010907,1042.0,1284.0,1631.0,2519.0,3454.0
01003010908,1042.0,1284.0,1631.0,2519.0,3455.0
01003011000,1042.0,1284.0,1631.0,2519.0,3454.0
01003011102,1042.0,1284.0,1631.0,2519.0,3454.0
01003011103,1042.0,1284.0,1630.0,2519.0,3454.0
01003011104,1042.0,1284.0,1631.0,2519.0,3454.0
01003011201,1042.0,1284.0,1630.0,2519.0,3454.0
01003011202,1042.0,1284.0,1630.0,2519.0,3454.0
01003011300,1042.0,1284.0,1631.0,2519.0,3454.0
01003011409,1042.0,1284.0,1631.0,2519.0,3454.0
01003011410,1042.0,1284.0,1631.0,2519.0,3454.0
01003011411,1042.0,1284.0,1631.0,2519.0,3454.0
01003011412,1042.0,1284.0,1631.0,2519.0,3454.0
01003011413,1042.0,1284.0,1631.0,2519.0,3454.0
01003011414,1042.0,1284.0,1631.0,2519.0,3454.0
01003011415,1042.0,1284.0,1631.0,2519.0,3454.0
01003011416,1042.0,1284.0,1631.0,2519.0,3454.0
01003011417,1042.0,1284.0,1631.0,2519.0,3454.0
01003011418,1042.0,1284.0,1631.0,2519.0,3454.0
01003011419,1042.0,1284.0,1631.0,2519.0,3454.0
01003011501,1042.0,1284.0,1631.0,2519.0,3454.0
01003011503,1042.0,1284.0,1631.0,2519.0,3454.0
01003011504,1042.0,1284.0,1631.0,2519.0,3454.0
01003011601,1042.0,1284.0,1631.0,2519.0,3454.0
01003011603,1042.0,1284.0,1631.0,2519.0,3454.0
01003011604,1042.0,1284.0,1631.0,2519.0,3454.0
01005950100,894.0,1292.0,1631.0,2318.0,3534.0
01005950200,894.0,1292.0,1631.0,2318.0,3534.0
01005950300,894.0,1292.0,1631.0,2318.0,3534.0
01005950400,894.0,1292.0,1631.0,2318.0,3534.0
01005950500,894.0,1292.0,1631.0,2318.0,3534.0
01005950600,894.0,1292.0,1631.0,2318.0,3534.0
01005950700,894.0,1292.0,1631.0,2318.0,3534.0
01005950800,894.0,1292.0,1631.0,2318.0,3534.0
01005950900,894.0,1292.0,1631.0,2318.0,3534.0
01007010001,895.0,1469.0,1647.0,2519.0,3534.0
01007010005,895.0,1469.0,1647.0,2519.0,3534.0
01007010006,895.0,1469.0,1647.0,2317.0,3534.0
01007010007,1041.0,1469.0,1647.0,2519.0,3534.0
01007010008,895.0,1469.0,1647.0,2317.0,3534.0
01007010009,1041.0,1469.0,1647.0,2519.0,3534.0
01007010010,1041.0,1469.0,1647.0,2519.0,3534.0
01007010011,1041.0,1469.0,1647.0,2519.0,3534.0
