GEOID20,Shared District,Percent Shared Perimeter
360290069013007,67.0,0.992718263819588
360290039011019,51.0,0.928363440574615
360290169004002,51.0,0.9261059353461492
360290036004002,78.0,0.9095838467605311
360290050002004,63.0,0.8881613500459624
360290065012009,67.0,0.878100055869381
360290049011001,62.0,0.8661956910480804
360290040031000,62.0,0.8584193826350959
360290040021007,51.0,0.8562491075480015
360290031002008,74.0,0.8532430457952215
360290031002009,66.0,0.8530919606186742
360290034005007,51.0,0.8530825934988482
360290061002005,51.0,0.8500902862702755
360290038002002,78.0,0.8418020866346668
360290169004009,67.0,0.8406155400578106
360290040021006,62.0,0.8121430401742225
360290040021010,51.0,0.8099232025135003
360290061005002,51.0,0.8078649189745916
360290033021008,67.0,0.8010159447569949
360290038002001,77.0,0.7785041637097773
360290049011004,63.0,0.7783654511980238
360290005001048,74.0,0.7610451606121007
360290033022009,67.0,0.755237279369587
360290169004003,67.0,0.7424326656938652
360290033012003,67.0,0.734023881284555
360290052011005,62.0,0.7312691834001419
360290033012002,51.0,0.7241737775690711
360290052013000,62.0,0.7168453185390411
360290043004003,77.0,0.709964183722651
360290049011003,62.0,0.704338720512371
360290165002001,66.0,0.6961309944413173
360290031001007,66.0,0.6947654143929198
360290033022011,74.0,0.6944190890340168
360290052013002,51.0,0.6694585559104652
360290025023023,74.0,0.6665044234713031
360290053002003,51.0,0.6645989109309677
360290033012010,67.0,0.663065164735427
360290063022001,51.0,0.6608918881070616
360290065011004,67.0,0.6391792611263036
360290070001001,66.0,0.6387012680816053
360290028011007,78.0,0.6380344441078032
360290061003003,67.0,0.6281260336185222
360290033022007,74.0,0.6270685962300431
360290040033005,62.0,0.6217652732954105
360290065011000,51.0,0.6128780759947999
360290061001018,51.0,0.6051743366044571
360290039011008,77.0,0.5991615108930511
360290052014003,62.0,0.5974490215795206
360290052011006,63.0,0.5890222662118035
360290038002000,78.0,0.5845187132509032
360290054004004,63.0,0.5589520615907115
360290163001000,74.0,0.552330432251758
360290050003000,63.0,0.5483032790209863
360290163003030,74.0,0.5417211985446856
360290051002002,62.0,0.5390329750412055
360290040032001,51.0,0.5379413489378805
360290165001024,66.0,0.5343451422517422
360290063021000,63.0,0.5331822374727883
360290163003006,72.0,0.5309825396984348
360290025021014,66.0,0.5307737798179473
360290033022012,67.0,0.5283419331055152
360290047022003,77.0,0.5267948815429631
360290047023003,77.0,0.5263289000996034
360290005001047,74.0,0.5234681578468217
360290052014000,63.0,0.5200550109279032
360290053002008,51.0,0.5179348906443628
360290011003005,74.0,0.5163772594075112
360290052014001,62.0,0.5155367199835817
360290061003000,67.0,0.5148060157849187
360290034005000,51.0,0.5135249361479921
360290163003019,72.0,0.5123431052356181
360290061001021,51.0,0.5099809984189032
360290059005020,63.0,0.5086754116434693
360290061005001,67.0,0.5073945168059941
360290019002003,78.0,0.5066394337443714
360290019002004,72.0,0.5060811064342556
360290049023003,62.0,0.5058822739522665
360290065012007,51.0,0.5056931492675834
360290034001001,78.0,0.5044631230116455
360290053001007,51.0,0.5043269524985284
360290067022003,67.0,0.503865982699374
360290053001008,63.0,0.5029860485784924
360290050002003,62.0,0.5023408788415369
360290033024003,67.0,0.5023172877984823
360290065011002,51.0,0.5020339030578218
360290168021000,51.0,0.5018197776325195
360290168021002,67.0,0.5016908672173219
360290033021009,67.0,0.501632771042094
360290034005004,78.0,0.5015564801600708
360290069012003,67.0,0.5013902610884933
360290165001002,66.0,0.5011684723609523
360290036004003,51.0,0.500803761065548
360290069014000,67.0,0.5007925010102582
360290040033007,62.0,0.5007612534761159
360290040032002,51.0,0.5007485571157052
360290069012001,66.0,0.500736906825044
360290040031005,62.0,0.500580557012612
360290035012006,74.0,0.5005496221405912
360290034005006,78.0,0.5005255458732693
360290069031000,67.0,0.5005092486091854
360290035012009,78.0,0.5004815051346576
360290055004004,63.0,0.5004048429351955
360290061001019,51.0,0.5003880220690655
360290031001005,74.0,0.5003842058822935
360290165001003,74.0,0.5003163504244951
360290049023002,63.0,0.5001217171349187
360290051003002,62.0,0.5001015639508491
360290037003002,77.0,0.5000326757835007
360290063012007,67.0,0.49991879733110745
