GEOID,District0,District1,District2
01083020104,1.0,478.0,2631.0
01083020201,1.0,478.0,2631.0
01083020202,1.0,478.0,2631.0
01083020300,1.0,478.0,2631.0
01083020402,1.0,478.0,2631.0
01083020403,1.0,478.0,2631.0
01083020404,1.0,478.0,2631.0
01083020500,1.0,478.0,2631.0
01083020600,1.0,478.0,2631.0
01083020700,1.0,478.0,2631.0
01083020803,1.0,479.0,2631.0
01083020804,1.0,478.0,2631.0
01083020805,1.0,479.0,2631.0
01083020806,1.0,478.0,2631.0
01083020900,1.0,478.0,2631.0
01083021000,1.0,478.0,2631.0
01083021101,1.0,478.0,2631.0
01083021102,1.0,478.0,2631.0
01083021201,1.0,479.0,2631.0
01083021202,1.0,478.0,2631.0
01083021203,1.0,478.0,2631.0
01085780800,264.0,2151.0,5028.0
01085781000,264.0,2151.0,5028.0
01085781100,264.0,491.0,5028.0
01085781200,404.0,491.0,5028.0
01087231400,404.0,2152.0,2670.0
01087231500,404.0,2152.0,2670.0
01087231601,404.0,2152.0,2670.0
01087231602,404.0,2152.0,5028.0
01087231603,29.0,2152.0,2670.0
01087231700,404.0,2152.0,2670.0
01087231800,404.0,2152.0,2670.0
01087231900,404.0,2152.0,2670.0
01087232000,404.0,2152.0,2670.0
01087232100,404.0,2152.0,2670.0
01087232200,404.0,2152.0,5028.0
01087232300,404.0,2152.0,5028.0
01089000203,0.0,479.0,2630.0
01089000301,1.0,479.0,2630.0
01089000302,1.0,479.0,2631.0
01089000403,1.0,479.0,2631.0
01089000501,1.0,479.0,2631.0
01089000502,1.0,479.0,2631.0
01089000503,1.0,479.0,2631.0
01089000601,1.0,479.0,2631.0
01089000602,1.0,479.0,2630.0
01089000701,1.0,479.0,2630.0
01089000702,1.0,479.0,2630.0
01089000901,0.0,479.0,2630.0
01089000902,0.0,479.0,2630.0
01089001000,0.0,479.0,2630.0
01089001200,1.0,479.0,2630.0
01089001301,1.0,479.0,2631.0
01089001302,1.0,479.0,2630.0
01089001401,1.0,479.0,2631.0
01089001403,1.0,479.0,2631.0
01089001404,1.0,479.0,2631.0
01089001500,1.0,479.0,2631.0
01089001700,1.0,479.0,2630.0
01089001801,0.0,479.0,2630.0
01089001901,0.0,479.0,2630.0
01089001902,0.0,479.0,2630.0
01089001903,0.0,479.0,2630.0
01089002000,1.0,479.0,2630.0
01089002100,1.0,479.0,2630.0
01089002200,1.0,479.0,2630.0
01089002300,1.0,479.0,2630.0
01089002400,1.0,479.0,2630.0
01089002501,1.0,479.0,2630.0
01089002502,1.0,479.0,2630.0
01089002600,0.0,479.0,2630.0
01089002701,0.0,479.0,2630.0
01089002721,0.0,479.0,2630.0
01089002722,0.0,479.0,2630.0
01089002801,0.0,479.0,2630.0
01089002803,0.0,479.0,2630.0
01089002804,0.0,479.0,2630.0
01089002911,0.0,479.0,2630.0
01089002912,0.0,479.0,2630.0
01089002922,0.0,479.0,2630.0
01089002923,0.0,479.0,2630.0
01089002924,0.0,479.0,2630.0
01089003000,1.0,479.0,2630.0
01089003100,1.0,479.0,2630.0
01089010101,0.0,479.0,2630.0
01089010102,0.0,479.0,2630.0
01089010200,0.0,479.0,2630.0
01089010302,0.0,479.0,2630.0
01089010303,0.0,479.0,2631.0
01089010304,0.0,479.0,2631.0
01089010403,0.0,479.0,2631.0
01089010404,1.0,479.0,2631.0
01089010405,1.0,479.0,2631.0
01089010406,1.0,478.0,2631.0
01089010502,1.0,479.0,2631.0
01089010503,1.0,479.0,2631.0
01089010504,1.0,479.0,2631.0
01089010612,1.0,479.0,2631.0
01089010623,1.0,479.0,2631.0
01089010625,1.0,479.0,2631.0
01089010626,1.0,479.0,2631.0
01089010627,1.0,479.0,2631.0
01089010628,1.0,479.0,2631.0
01089010629,1.0,479.0,2631.0
01089010630,1.0,479.0,2631.0
01089010631,1.0,479.0,2631.0
01089010703,0.0,479.0,2631.0
01089010704,0.0,479.0,2631.0
01089010705,0.0,479.0,2630.0
01089010706,0.0,479.0,2630.0
01089010801,0.0,479.0,2630.0
01089010802,0.0,479.0,2630.0
01089010902,0.0,479.0,2630.0
01089010903,0.0,479.0,2630.0
01089010904,0.0,479.0,2630.0
01089010905,0.0,479.0,2630.0
01089011012,1.0,479.0,2631.0
01089011013,1.0,479.0,2631.0
01089011021,1.0,479.0,2631.0
01089011023,1.0,479.0,2631.0
01089011024,1.0,479.0,2631.0
01089011025,1.0,479.0,2631.0
01089011026,1.0,479.0,2631.0
01089011027,1.0,479.0,2631.0
01089011028,1.0,479.0,2631.0
01089011100,1.0,479.0,2630.0
01089011201,1.0,479.0,2631.0
01089011202,1.0,479.0,2631.0
01089011203,1.0,479.0,2631.0
01089011301,0.0,479.0,2630.0
01089011302,0.0,479.0,2630.0
01089011400,0.0,479.0,2630.0
01091972901,264.0,491.0,5026.0
01091972902,264.0,491.0,5026.0
01091973001,264.0,491.0,5026.0
01091973002,264.0,491.0,5026.0
01091973100,264.0,491.0,5026.0
01091973200,264.0,491.0,5026.0
01091973300,264.0,491.0,5026.0
01091973400,264.0,491.0,5026.0
01093964001,1.0,478.0,2631.0
01093964002,1.0,478.0,2631.0
01093964100,1.0,478.0,2631.0
01093964200,1.0,478.0,5026.0
01093964300,1.0,478.0,2631.0
01093964401,1.0,478.0,5026.0
01093964402,1.0,478.0,5026.0
01093964500,1.0,478.0,2631.0
01093964600,265.0,478.0,5026.0
01093964701,265.0,478.0,2631.0
01093964702,265.0,478.0,2631.0
01095030101,0.0,479.0,2630.0
01095030102,0.0,479.0,2630.0
01095030203,0.0,479.0,2630.0
01095030204,0.0,479.0,2630.0
01095030205,0.0,479.0,2630.0
01095030206,0.0,479.0,2630.0
01095030301,0.0,479.0,2630.0
01095030302,0.0,479.0,2630.0
01095030401,0.0,479.0,2630.0
01095030402,0.0,479.0,2630.0
01095030501,0.0,479.0,2630.0
01095030502,0.0,479.0,2630.0
01095030601,0.0,479.0,2630.0
01095030602,0.0,479.0,2630.0
01095030701,0.0,479.0,2630.0
01095030702,0.0,479.0,2630.0
01095030801,0.0,479.0,2630.0
01095030803,0.0,479.0,2630.0
01095030804,0.0,479.0,2630.0
01095030902,0.0,479.0,2630.0
01095030903,0.0,479.0,2630.0
01095030904,0.0,479.0,2630.0
01095031001,0.0,479.0,2630.0
01095031002,0.0,479.0,2630.0
01095031100,0.0,479.0,2630.0
01095031200,0.0,479.0,2630.0
01097000200,405.0,490.0,5027.0
01097000401,405.0,490.0,5027.0
01097000402,405.0,490.0,5027.0
01097000500,405.0,490.0,5027.0
01097000600,405.0,490.0,5027.0
01097000701,405.0,490.0,5027.0
01097000702,405.0,490.0,5027.0
01097000801,405.0,490.0,5027.0
01097000802,405.0,490.0,5027.0
01097000901,405.0,490.0,5027.0
01097000902,405.0,490.0,5027.0
01097000903,405.0,490.0,5027.0
01097001001,405.0,490.0,5027.0
01097001002,405.0,490.0,5027.0
01097001100,405.0,490.0,5027.0
01097001200,405.0,490.0,5027.0
01097001302,405.0,490.0,5027.0
01097001400,405.0,490.0,5027.0
01097001501,405.0,490.0,5027.0
01097001502,405.0,490.0,5027.0
01097001800,405.0,490.0,5027.0
01097001901,405.0,490.0,5027.0
01097001902,405.0,490.0,5027.0
01097002000,405.0,490.0,5027.0
01097002100,405.0,490.0,5027.0
01097002200,405.0,490.0,5027.0
01097002301,405.0,490.0,5027.0
01097002302,405.0,490.0,5027.0
01097002400,405.0,490.0,5027.0
01097002501,405.0,490.0,5027.0
01097002502,405.0,490.0,5027.0
01097002600,405.0,490.0,5027.0
01097002700,405.0,490.0,5027.0
01097002800,405.0,490.0,5027.0
01097002900,405.0,490.0,5027.0
01097003000,405.0,490.0,5027.0
01097003100,405.0,490.0,5027.0
01097003202,405.0,490.0,5027.0
01097003203,405.0,490.0,5027.0
01097003205,405.0,490.0,5027.0
01097003206,405.0,490.0,5027.0
01097003207,405.0,490.0,5027.0
01097003301,405.0,490.0,5027.0
01097003302,405.0,490.0,5027.0
01097003402,405.0,490.0,5027.0
01097003404,405.0,490.0,5027.0
01097003405,405.0,490.0,5027.0
01097003406,405.0,490.0,5027.0
01097003408,405.0,490.0,5027.0
01097003409,405.0,490.0,5027.0
01097003410,405.0,490.0,5027.0
01097003501,405.0,490.0,5027.0
01097003502,405.0,490.0,5027.0
01097003602,405.0,490.0,5027.0
01097003606,405.0,490.0,5027.0
01097003607,405.0,490.0,5027.0
01097003608,405.0,490.0,5027.0
01097003703,405.0,490.0,5027.0
01097003704,405.0,490.0,5027.0
01097003705,405.0,490.0,5027.0
01097003706,405.0,490.0,5027.0
01097003707,405.0,490.0,5027.0
01097003708,405.0,490.0,5027.0
01097003710,405.0,490.0,5027.0
01097003711,405.0,490.0,5027.0
01097003712,405.0,490.0,5027.0
01097003800,405.0,490.0,5027.0
01097003901,405.0,490.0,5027.0
01097003902,405.0,490.0,5027.0
01097004000,405.0,490.0,5027.0
01097004100,405.0,490.0,5027.0
01097004800,405.0,490.0,5027.0
01097004900,405.0,490.0,5027.0
01097005000,405.0,490.0,5027.0
01097005100,405.0,490.0,5027.0
01097005200,405.0,490.0,5027.0
01097005300,405.0,490.0,5027.0
01097005400,405.0,490.0,5027.0
01097005500,405.0,490.0,5027.0
01097005601,405.0,490.0,5027.0
01097005602,405.0,490.0,5027.0
01097005701,405.0,490.0,5027.0
01097005702,405.0,490.0,5027.0
01097005800,405.0,490.0,5027.0
01097005900,405.0,490.0,5027.0
01097006000,405.0,490.0,5027.0
01097006102,405.0,490.0,5027.0
01097006103,405.0,490.0,5027.0
01097006104,405.0,490.0,5027.0
01097006106,405.0,490.0,5027.0
01097006107,405.0,490.0,5027.0
01097006201,405.0,490.0,5027.0
01097006202,405.0,490.0,5027.0
01097006303,405.0,490.0,5027.0
01097006304,405.0,490.0,5027.0
01097006305,405.0,490.0,5027.0
01097006306,405.0,490.0,5027.0
01097006307,405.0,490.0,5027.0
01097006402,405.0,490.0,5027.0
01097006403,405.0,490.0,5027.0
01097006407,405.0,490.0,5027.0
01097006408,405.0,490.0,5027.0
01097006409,405.0,490.0,5027.0
01097006410,405.0,490.0,5027.0
01097006411,405.0,490.0,5027.0
01097006412,405.0,490.0,5027.0
01097006413,405.0,490.0,5027.0
01097006501,405.0,490.0,5027.0
01097006503,405.0,490.0,5027.0
01097006504,405.0,490.0,5027.0
01097006505,405.0,490.0,5027.0
01097006600,405.0,490.0,5027.0
01097006702,405.0,490.0,5027.0
01097006703,405.0,490.0,5027.0
01097006704,405.0,490.0,5027.0
01097006802,405.0,490.0,5027.0
01097006803,405.0,490.0,5027.0
01097006804,405.0,490.0,5027.0
01097006902,405.0,490.0,5027.0
01097006903,405.0,490.0,5027.0
01097006904,405.0,490.0,5027.0
01097007000,405.0,490.0,5027.0
01097007101,405.0,490.0,5027.0
01097007102,405.0,490.0,5027.0
01097007103,405.0,490.0,5027.0
01097007201,405.0,490.0,5027.0
01097007203,405.0,490.0,5027.0
01097007204,405.0,490.0,5027.0
01097007300,405.0,490.0,5027.0
01097007400,405.0,490.0,5027.0
01097007500,405.0,490.0,5027.0
01097007600,405.0,490.0,5027.0
01097007700,405.0,490.0,5027.0
01097980000,405.0,490.0,5027.0
01099075600,404.0,491.0,5028.0
01099075700,404.0,491.0,5028.0
01099075800,404.0,491.0,5028.0
01099075901,405.0,491.0,5028.0
01099075902,404.0,491.0,5028.0
01099076000,404.0,491.0,5028.0
01099076101,405.0,490.0,5028.0
01099076102,405.0,491.0,5027.0
01099076200,405.0,490.0,5027.0
01101000100,264.0,2151.0,5026.0
01101000200,264.0,2151.0,5026.0
01101000300,264.0,2151.0,5026.0
01101000400,264.0,2151.0,5026.0
01101000500,264.0,2151.0,5026.0
01101000600,264.0,2151.0,5026.0
01101000700,264.0,2151.0,5028.0
01101000900,264.0,2151.0,5026.0
01101001000,264.0,2151.0,5026.0
01101001100,264.0,2151.0,5026.0
01101001200,264.0,2151.0,5028.0
01101001300,264.0,2151.0,5028.0
01101001400,264.0,2151.0,5028.0
01101001500,264.0,2151.0,5026.0
01101001600,264.0,2151.0,5026.0
01101001700,29.0,2152.0,5026.0
01101001800,29.0,2151.0,5026.0
01101001900,29.0,2151.0,5026.0
01101002000,264.0,2152.0,5028.0
01101002100,264.0,2151.0,5028.0
01101002201,264.0,2151.0,5028.0
01101002202,264.0,2151.0,5028.0
01101002300,264.0,2151.0,5028.0
01101002400,264.0,2151.0,5026.0
01101002500,29.0,2151.0,5026.0
01101002600,29.0,2152.0,5026.0
01101002700,29.0,2152.0,5026.0
01101002800,264.0,2152.0,5028.0
01101002901,29.0,2152.0,5028.0
01101002902,264.0,2152.0,5028.0
01101003000,264.0,2151.0,5026.0
01101003100,264.0,2152.0,5028.0
01101003200,264.0,2152.0,5028.0
01101003301,29.0,2151.0,5026.0
01101003303,29.0,2151.0,5028.0
01101003304,29.0,2152.0,5028.0
01101005101,29.0,2153.0,5026.0
01101005102,29.0,2151.0,5026.0
01101005301,29.0,2153.0,5026.0
01101005302,29.0,2153.0,5026.0
01101005402,29.0,2152.0,5026.0
01101005403,29.0,2152.0,5026.0
01101005407,29.0,2152.0,5028.0
01101005409,29.0,2152.0,5028.0
01101005410,29.0,2152.0,5028.0
01101005411,29.0,2152.0,5028.0
01101005412,29.0,2152.0,5028.0
01101005413,29.0,2152.0,5028.0
01101005414,29.0,2152.0,5026.0
01101005501,29.0,2152.0,5026.0
01101005502,404.0,2152.0,5028.0
01101005503,29.0,2152.0,5028.0
01101005504,404.0,2152.0,5028.0
01101005604,404.0,2152.0,5028.0
01101005605,29.0,2152.0,5028.0
01101005606,29.0,2152.0,5028.0
01101005607,29.0,2152.0,5028.0
01101005608,404.0,2152.0,5028.0
01101005609,29.0,2152.0,5028.0
01101005610,264.0,2152.0,5028.0
01101005611,404.0,2152.0,5028.0
01101005612,404.0,2152.0,5028.0
01101005613,29.0,2152.0,5028.0
01101005614,29.0,2152.0,5028.0
01101005700,404.0,2152.0,5028.0
01101005800,404.0,2152.0,5028.0
01101005902,264.0,2151.0,5026.0
01101005903,404.0,2151.0,5028.0
01101005904,264.0,2151.0,5028.0
01101006000,264.0,2151.0,5026.0
01101006100,264.0,2151.0,5026.0
01103000100,1.0,478.0,2631.0
01103000200,1.0,478.0,2631.0
01103000300,1.0,478.0,2631.0
01103000400,1.0,478.0,2631.0
01103000600,1.0,478.0,2631.0
01103000700,1.0,478.0,2631.0
01103000800,1.0,478.0,2631.0
01103000900,1.0,478.0,2631.0
01103001000,1.0,478.0,2631.0
01103005101,1.0,478.0,2631.0
01103005103,1.0,478.0,2631.0
01103005105,1.0,478.0,2631.0
01103005106,1.0,478.0,2631.0
01103005107,1.0,478.0,2631.0
01103005108,1.0,478.0,2631.0
01103005109,1.0,478.0,2631.0
01103005201,1.0,478.0,2631.0
01103005202,1.0,478.0,2631.0
01103005302,1.0,478.0,2631.0
01103005303,1.0,478.0,2631.0
01103005304,1.0,478.0,2631.0
01103005305,1.0,478.0,2631.0
01103005306,1.0,478.0,2631.0
01103005404,1.0,478.0,2631.0
01103005405,1.0,478.0,2631.0
01103005500,1.0,478.0,2631.0
01103005601,0.0,479.0,2630.0
01103005602,0.0,478.0,2631.0
01103005701,1.0,479.0,2630.0
01103005703,0.0,479.0,2630.0
01103005704,1.0,479.0,2630.0
01105686800,264.0,491.0,5026.0
01105687001,264.0,491.0,5026.0
01105687002,264.0,491.0,5026.0
01105687100,264.0,491.0,5026.0
01107050000,265.0,491.0,5026.0
01107050100,265.0,491.0,5026.0
01107050200,265.0,491.0,5026.0
01107050300,265.0,491.0,5026.0
01107050401,264.0,491.0,5026.0
01107050402,265.0,491.0,5026.0
01109188600,404.0,2152.0,5028.0
01109188700,404.0,2152.0,5028.0
01109188800,404.0,2152.0,5028.0
01109188900,404.0,2152.0,5028.0
01109189001,404.0,2152.0,5028.0
01109189002,404.0,2152.0,5028.0
01109189003,404.0,2152.0,5028.0
01109189101,404.0,2152.0,5028.0
01109189102,404.0,2152.0,5028.0
01109189200,404.0,2152.0,5028.0
01109189300,404.0,2152.0,5028.0
01111000100,29.0,2153.0,2670.0
01111000200,29.0,2152.0,2670.0
01111000300,29.0,2153.0,2670.0
01111000400,29.0,2152.0,2670.0
01111000500,29.0,2152.0,2670.0
01111000600,29.0,2153.0,2670.0
01113030200,404.0,2152.0,5028.0
01113030300,404.0,2152.0,5028.0
01113030402,404.0,2152.0,5028.0
01113030403,404.0,2152.0,5028.0
01113030404,404.0,2152.0,5028.0
01113030500,404.0,2152.0,5028.0
01113030601,404.0,2152.0,5028.0
01113030602,404.0,2152.0,5028.0
01113030700,404.0,2152.0,5028.0
01113030800,404.0,2152.0,5028.0
01113030903,404.0,2152.0,5028.0
01113030904,404.0,2152.0,5028.0
01113030905,404.0,2152.0,5028.0
01113030906,404.0,2152.0,5028.0
01113030907,404.0,2152.0,5028.0
01113031000,404.0,2152.0,5028.0
01113031100,404.0,2152.0,5028.0
01113031200,404.0,2152.0,5028.0
01115040104,29.0,2153.0,2670.0
01115040105,29.0,2153.0,2670.0
01115040107,29.0,2153.0,2670.0
01115040108,29.0,2153.0,2670.0
01115040109,29.0,2153.0,2670.0
01115040110,29.0,2153.0,2670.0
01115040206,29.0,2153.0,2670.0
01115040207,29.0,2153.0,2670.0
01115040208,29.0,2153.0,2670.0
01115040209,29.0,2153.0,2670.0
01115040210,29.0,2153.0,2670.0
01115040211,29.0,2153.0,2670.0
01115040212,29.0,2153.0,2670.0
01115040213,29.0,2153.0,2670.0
01115040301,29.0,2153.0,2670.0
01115040302,29.0,2153.0,2670.0
01115040401,29.0,2153.0,2670.0
01115040402,0.0,479.0,2630.0
01115040503,29.0,478.0,2670.0
01115040504,29.0,2153.0,2670.0
01115040505,29.0,2153.0,2670.0
01115040506,29.0,2153.0,2670.0
01115040507,29.0,2153.0,2670.0
01115040508,29.0,2153.0,2670.0
01117030102,29.0,2153.0,2670.0
01117030103,29.0,2153.0,2670.0
01117030211,29.0,2153.0,2670.0
01117030212,264.0,2151.0,2670.0
01117030215,29.0,2153.0,2670.0
01117030216,29.0,2153.0,2670.0
01117030218,264.0,2151.0,2670.0
01117030219,29.0,2153.0,2670.0
01117030220,29.0,2153.0,2670.0
01117030221,264.0,2151.0,2670.0
01117030304,264.0,2151.0,2671.0
01117030305,264.0,2151.0,2671.0
01117030306,264.0,2151.0,2671.0
01117030314,264.0,2151.0,2671.0
01117030315,264.0,2151.0,2671.0
01117030316,264.0,2151.0,2671.0
01117030317,264.0,2151.0,2671.0
01117030319,264.0,2151.0,2671.0
01117030320,264.0,2151.0,2671.0
01117030330,264.0,2151.0,2670.0
01117030331,264.0,2151.0,2671.0
01117030336,264.0,2151.0,2671.0
01117030337,264.0,2151.0,2671.0
01117030340,264.0,2151.0,2671.0
01117030341,264.0,2151.0,2671.0
01117030345,264.0,2151.0,2671.0
01117030346,264.0,2151.0,2671.0
01117030347,264.0,2151.0,2671.0
01117030348,264.0,2151.0,2670.0
01117030349,264.0,2151.0,2670.0
01117030350,264.0,2151.0,2671.0
01117030351,265.0,2151.0,2671.0
01117030352,264.0,2151.0,2671.0
01117030405,264.0,2151.0,2671.0
01117030406,264.0,2151.0,2671.0
01117030407,264.0,2151.0,2671.0
01117030408,264.0,2151.0,2671.0
01117030502,264.0,2151.0,2670.0
01117030503,264.0,2151.0,2671.0
01117030504,264.0,2151.0,2671.0
01117030607,264.0,2151.0,2671.0
01117030610,264.0,2151.0,2671.0
01117030611,264.0,2151.0,2671.0
01117030612,264.0,2151.0,2671.0
01117030613,264.0,2151.0,2671.0
01117030614,264.0,2151.0,2671.0
01117030615,264.0,2151.0,2671.0
01117030616,264.0,2151.0,2671.0
01117030701,264.0,2151.0,2670.0
01117030703,264.0,2151.0,2670.0
01117030704,264.0,2153.0,2670.0
01117030800,29.0,2153.0,2670.0
01117030900,29.0,2153.0,2670.0
01117980000,264.0,2151.0,2671.0
01117980100,29.0,2153.0,2670.0
01119011301,264.0,491.0,5026.0
01119011302,264.0,491.0,5026.0
01119011400,264.0,491.0,5026.0
01119011500,264.0,491.0,5026.0
01119011600,264.0,491.0,5026.0
01121010101,29.0,2153.0,2670.0
01121010102,29.0,2153.0,2670.0
01121010201,29.0,2153.0,2670.0
01121010202,29.0,2153.0,2670.0
01121010301,29.0,2153.0,2670.0
01121010302,29.0,2153.0,2670.0
01121010400,29.0,2153.0,2670.0
01121010500,29.0,2153.0,2670.0
01121010600,29.0,2153.0,2670.0
01121010700,29.0,2153.0,2670.0
01121010900,29.0,2153.0,2670.0
01121011000,29.0,2153.0,2670.0
01121011100,29.0,2153.0,2670.0
01121011200,29.0,2153.0,2670.0
01121011301,29.0,2153.0,2670.0
01121011302,29.0,2153.0,2670.0
01121011400,29.0,2153.0,2670.0
01121011501,29.0,2153.0,2670.0
01121011502,29.0,2153.0,2670.0
01121011600,29.0,2153.0,2670.0
01121011700,29.0,2153.0,2670.0
01121011800,29.0,2153.0,2670.0
01121011900,29.0,2153.0,2670.0
01121012000,29.0,2153.0,2670.0
01123961900,29.0,2153.0,2670.0
01123962000,29.0,2153.0,2670.0
01123962100,29.0,2153.0,2670.0
01123962200,29.0,2153.0,2670.0
01123962301,29.0,2153.0,2670.0
01123962302,29.0,2153.0,2670.0
01123962400,29.0,2153.0,2670.0
01123962501,29.0,2153.0,2670.0
01123962502,29.0,2153.0,2670.0
01123962600,29.0,2153.0,2670.0
01123962701,29.0,2153.0,2670.0
01123962702,29.0,2152.0,2670.0
01125010101,265.0,491.0,5026.0
01125010102,265.0,491.0,2631.0
01125010104,265.0,491.0,2631.0
01125010105,265.0,491.0,5026.0
01125010201,265.0,491.0,5026.0
01125010203,265.0,491.0,5026.0
01125010204,265.0,491.0,5026.0
01125010205,265.0,491.0,5026.0
01125010206,265.0,491.0,5026.0
01125010302,265.0,491.0,5026.0
01125010303,265.0,491.0,5026.0
01125010304,265.0,491.0,5026.0
01125010305,265.0,491.0,5026.0
01125010403,265.0,491.0,5026.0
01125010404,265.0,491.0,5026.0
01125010405,265.0,491.0,5026.0
01125010406,265.0,491.0,5026.0
01125010407,265.0,491.0,5026.0
01125010500,265.0,491.0,2671.0
01125010601,265.0,491.0,2671.0
01125010603,265.0,491.0,2671.0
01125010604,265.0,491.0,2671.0
01125010703,265.0,491.0,2671.0
01125010704,264.0,491.0,5026.0
01125010705,264.0,491.0,5026.0
01125010706,265.0,491.0,5026.0
01125010707,265.0,491.0,5026.0
01125010802,265.0,491.0,5026.0
01125010803,265.0,491.0,5026.0
01125010804,265.0,491.0,5026.0
01125011200,265.0,491.0,5026.0
01125011401,265.0,491.0,5026.0
01125011402,265.0,491.0,5026.0
01125011600,265.0,491.0,5026.0
01125011701,265.0,491.0,5026.0
01125011703,265.0,491.0,5026.0
01125011800,265.0,491.0,5026.0
01125011901,265.0,491.0,5026.0
01125011902,265.0,491.0,5026.0
01125012001,265.0,491.0,5026.0
01125012002,265.0,491.0,5026.0
01125012101,265.0,491.0,5026.0
01125012102,265.0,491.0,5026.0
01125012304,265.0,491.0,5026.0
01125012305,265.0,491.0,5026.0
01125012306,265.0,491.0,5026.0
01125012307,265.0,491.0,5026.0
01125012403,265.0,491.0,5026.0
01125012404,265.0,491.0,5026.0
01125012406,265.0,491.0,5026.0
01125012407,265.0,491.0,5026.0
01125012408,265.0,491.0,5026.0
01125012501,265.0,491.0,5026.0
01125012503,265.0,491.0,5026.0
01125012504,265.0,491.0,5026.0
01125012505,265.0,491.0,5026.0
01125012600,265.0,491.0,5026.0
01125012700,265.0,491.0,5026.0
01125012800,265.0,491.0,5026.0
01127020100,265.0,478.0,2631.0
01127020200,265.0,478.0,2631.0
01127020301,265.0,478.0,2631.0
01127020302,265.0,478.0,2631.0
01127020400,265.0,478.0,2631.0
01127020600,265.0,478.0,2631.0
01127020700,265.0,478.0,2631.0
01127020801,265.0,478.0,2631.0
01127020802,265.0,478.0,2631.0
01127020900,265.0,478.0,2631.0
01127021000,265.0,478.0,2631.0
01127021100,265.0,478.0,2631.0
01127021200,265.0,478.0,2631.0
01127021300,265.0,491.0,2631.0
01127021400,265.0,478.0,2631.0
01127021500,265.0,478.0,2631.0
01127021600,265.0,491.0,2631.0
01127021700,265.0,478.0,2631.0
01127021800,265.0,478.0,2631.0
01127021900,265.0,478.0,2631.0
01129043900,264.0,490.0,5027.0
01129044000,405.0,490.0,5027.0
01129044100,405.0,490.0,5027.0
01129044200,405.0,490.0,5027.0
01129044300,405.0,490.0,5027.0
01131034700,264.0,491.0,5026.0
01131034801,264.0,491.0,5026.0
01131034802,264.0,491.0,5028.0
01131035100,264.0,491.0,5026.0
01131035200,264.0,491.0,5028.0
01133965501,1.0,478.0,2631.0
01133965502,1.0,478.0,2631.0
01133965503,1.0,478.0,2631.0
01133965601,1.0,478.0,2631.0
01133965602,1.0,478.0,2631.0
01133965700,1.0,478.0,2631.0
01133965800,1.0,478.0,2631.0
01133965900,1.0,478.0,2631.0
