GEOID20,District0,District1,District2,District3,District4
360290001101000,15.0,45.0,48.0,86.0,109.0
360290001101001,15.0,45.0,48.0,86.0,109.0
360290001101002,15.0,45.0,48.0,86.0,109.0
360290001101003,15.0,45.0,48.0,86.0,109.0
360290001101004,15.0,45.0,48.0,86.0,109.0
360290001101005,15.0,45.0,48.0,86.0,109.0
360290001101006,15.0,45.0,48.0,86.0,109.0
360290001102000,15.0,45.0,48.0,86.0,109.0
360290001102001,15.0,45.0,48.0,86.0,109.0
360290001102002,15.0,45.0,48.0,86.0,109.0
360290001102003,15.0,45.0,48.0,86.0,109.0
360290001102004,15.0,45.0,48.0,86.0,109.0
360290001102005,15.0,45.0,48.0,86.0,109.0
360290001103000,15.0,45.0,48.0,86.0,108.0
360290001103001,12.0,45.0,48.0,86.0,109.0
360290001103002,15.0,45.0,48.0,86.0,109.0
360290001103003,12.0,45.0,48.0,86.0,108.0
360290001103004,15.0,45.0,48.0,86.0,109.0
360290001103005,15.0,45.0,48.0,86.0,109.0
360290001103006,15.0,45.0,48.0,86.0,109.0
360290001103007,15.0,45.0,48.0,69.0,108.0
360290001103008,14.0,18.0,48.0,69.0,108.0
360290001103009,15.0,45.0,48.0,69.0,108.0
360290001103010,15.0,45.0,48.0,69.0,108.0
360290001103011,15.0,45.0,48.0,69.0,108.0
360290001103012,15.0,45.0,48.0,69.0,108.0
360290001103013,15.0,45.0,48.0,69.0,108.0
360290001103017,15.0,45.0,48.0,69.0,108.0
360290001103019,15.0,45.0,48.0,69.0,108.0
360290001103020,15.0,45.0,48.0,69.0,109.0
360290001103021,15.0,45.0,48.0,69.0,109.0
360290001103022,15.0,45.0,48.0,69.0,109.0
360290001103023,15.0,45.0,48.0,69.0,109.0
360290001103024,15.0,45.0,48.0,86.0,109.0
360290001103025,15.0,45.0,48.0,69.0,108.0
360290001103026,15.0,45.0,48.0,86.0,109.0
360290001103027,15.0,45.0,48.0,86.0,109.0
360290001103028,15.0,45.0,48.0,86.0,109.0
360290001103029,15.0,45.0,48.0,86.0,109.0
360290001103030,15.0,45.0,48.0,86.0,109.0
360290001103031,15.0,45.0,48.0,86.0,109.0
360290001103032,15.0,45.0,48.0,86.0,109.0
360290001103033,15.0,45.0,48.0,86.0,109.0
360290001103034,15.0,45.0,48.0,86.0,109.0
360290001103035,15.0,45.0,48.0,86.0,109.0
360290001103036,15.0,45.0,48.0,86.0,109.0
360290001103037,15.0,45.0,48.0,86.0,109.0
360290001103038,15.0,45.0,48.0,86.0,109.0
360290001103039,15.0,45.0,48.0,86.0,109.0
360290001103040,15.0,45.0,48.0,86.0,109.0
360290001103041,15.0,45.0,48.0,86.0,109.0
360290001103042,15.0,45.0,48.0,86.0,109.0
360290001103043,15.0,45.0,48.0,86.0,109.0
360290001103044,15.0,45.0,48.0,86.0,109.0
360290001103045,15.0,45.0,48.0,86.0,109.0
360290001103046,15.0,45.0,48.0,86.0,109.0
360290001103047,15.0,45.0,48.0,86.0,109.0
360290001103048,15.0,45.0,48.0,86.0,109.0
360290001103049,15.0,45.0,48.0,86.0,109.0
360290001103050,15.0,45.0,48.0,86.0,109.0
360290001103051,15.0,45.0,48.0,86.0,109.0
360290001103052,15.0,45.0,48.0,86.0,109.0
360290001103053,15.0,45.0,48.0,86.0,109.0
360290001103054,15.0,45.0,48.0,86.0,109.0
360290001103055,15.0,45.0,48.0,69.0,109.0
360290001103056,15.0,45.0,48.0,69.0,109.0
360290001103057,12.0,45.0,48.0,86.0,108.0
360290002001000,15.0,45.0,48.0,86.0,109.0
360290002001001,15.0,45.0,48.0,86.0,109.0
360290002001002,15.0,45.0,48.0,86.0,109.0
360290002001003,15.0,45.0,48.0,86.0,109.0
360290002001004,15.0,45.0,48.0,86.0,109.0
360290002001005,15.0,45.0,48.0,86.0,109.0
360290002001006,15.0,45.0,48.0,86.0,109.0
360290002001007,15.0,45.0,48.0,86.0,109.0
360290002001008,15.0,45.0,48.0,86.0,109.0
360290002001009,15.0,45.0,48.0,86.0,109.0
360290002001010,15.0,45.0,48.0,86.0,109.0
360290002001011,15.0,45.0,48.0,86.0,109.0
360290002001012,15.0,45.0,48.0,86.0,109.0
360290002001013,15.0,45.0,48.0,86.0,109.0
360290002002000,15.0,45.0,48.0,86.0,109.0
360290002002001,15.0,45.0,48.0,86.0,109.0
360290002002002,15.0,45.0,48.0,86.0,109.0
360290002002003,15.0,45.0,48.0,86.0,109.0
360290002002004,15.0,45.0,48.0,86.0,109.0
360290002002005,15.0,45.0,48.0,86.0,109.0
360290002003000,15.0,45.0,48.0,86.0,109.0
360290002003001,15.0,45.0,48.0,86.0,109.0
360290002003002,15.0,45.0,48.0,86.0,109.0
360290002003003,15.0,45.0,48.0,86.0,109.0
360290002003004,15.0,45.0,48.0,86.0,109.0
360290002003005,15.0,45.0,48.0,86.0,109.0
360290002004000,15.0,45.0,48.0,86.0,109.0
360290002004001,15.0,45.0,48.0,86.0,109.0
360290002004002,15.0,45.0,48.0,86.0,109.0
360290002004003,15.0,45.0,48.0,86.0,109.0
360290002004004,15.0,45.0,48.0,86.0,109.0
360290002004005,15.0,45.0,48.0,86.0,109.0
360290002004006,15.0,45.0,48.0,86.0,109.0
360290002004007,15.0,45.0,48.0,86.0,109.0
360290002004008,15.0,45.0,48.0,86.0,109.0
360290002004009,15.0,45.0,48.0,86.0,109.0
360290002004010,15.0,45.0,48.0,86.0,109.0
360290005001000,12.0,44.0,51.0,69.0,108.0
360290005001001,12.0,44.0,51.0,69.0,108.0
360290005001002,12.0,44.0,51.0,69.0,108.0
360290005001003,12.0,44.0,51.0,69.0,108.0
360290005001004,12.0,44.0,51.0,69.0,108.0
360290005001005,12.0,44.0,51.0,69.0,108.0
360290005001006,12.0,18.0,51.0,69.0,108.0
360290005001007,12.0,44.0,51.0,69.0,108.0
360290005001008,12.0,44.0,51.0,69.0,108.0
360290005001009,12.0,44.0,51.0,69.0,108.0
360290005001010,14.0,44.0,51.0,69.0,108.0
360290005001011,14.0,44.0,51.0,69.0,108.0
360290005001012,14.0,18.0,51.0,69.0,108.0
360290005001013,14.0,18.0,51.0,69.0,108.0
360290005001014,14.0,18.0,51.0,69.0,108.0
360290005001015,14.0,18.0,51.0,69.0,108.0
360290005001016,14.0,44.0,51.0,69.0,108.0
360290005001017,14.0,44.0,51.0,69.0,108.0
360290005001018,14.0,44.0,51.0,69.0,108.0
360290005001019,14.0,44.0,51.0,69.0,108.0
360290005001020,14.0,44.0,51.0,69.0,108.0
360290005001021,14.0,44.0,51.0,69.0,108.0
360290005001022,14.0,18.0,51.0,69.0,108.0
360290005001023,14.0,44.0,51.0,69.0,108.0
360290005001024,14.0,18.0,51.0,69.0,108.0
360290005001025,14.0,18.0,51.0,69.0,108.0
360290005001026,14.0,18.0,51.0,69.0,108.0
360290005001027,14.0,18.0,51.0,69.0,108.0
360290005001028,14.0,18.0,51.0,69.0,108.0
360290005001032,14.0,18.0,48.0,69.0,108.0
360290005001038,14.0,18.0,48.0,69.0,108.0
360290005001039,14.0,18.0,48.0,69.0,108.0
360290005001040,14.0,18.0,51.0,69.0,108.0
360290005001041,14.0,18.0,48.0,69.0,108.0
360290005001042,14.0,18.0,51.0,69.0,108.0
360290005001043,14.0,18.0,51.0,69.0,108.0
360290005001044,15.0,45.0,51.0,69.0,108.0
360290005001045,15.0,45.0,51.0,69.0,108.0
360290005001046,12.0,45.0,48.0,69.0,108.0
360290005001047,12.0,45.0,48.0,69.0,108.0
360290005001048,12.0,45.0,48.0,69.0,108.0
360290005001049,15.0,45.0,48.0,69.0,108.0
360290005001050,14.0,18.0,51.0,69.0,108.0
360290005001051,14.0,18.0,51.0,69.0,108.0
360290005001052,14.0,18.0,48.0,69.0,108.0
360290005001053,14.0,18.0,48.0,69.0,108.0
360290005001054,14.0,18.0,51.0,69.0,108.0
360290005001055,14.0,18.0,51.0,69.0,108.0
360290005001056,12.0,45.0,48.0,86.0,108.0
360290005001057,12.0,45.0,48.0,86.0,108.0
360290005002000,14.0,44.0,51.0,69.0,108.0
360290005002001,14.0,44.0,51.0,69.0,108.0
360290005002002,14.0,44.0,51.0,69.0,108.0
360290005002003,14.0,18.0,51.0,69.0,108.0
360290005002004,14.0,18.0,51.0,69.0,108.0
360290005002005,14.0,18.0,51.0,69.0,108.0
360290005002006,14.0,18.0,51.0,69.0,108.0
360290005002007,14.0,18.0,51.0,69.0,108.0
360290005002008,14.0,18.0,51.0,69.0,108.0
360290005002009,14.0,44.0,51.0,69.0,108.0
360290005002010,14.0,44.0,51.0,69.0,108.0
360290005002011,14.0,44.0,51.0,69.0,108.0
360290005002012,14.0,18.0,51.0,69.0,108.0
360290005002013,14.0,44.0,51.0,69.0,108.0
360290005002014,14.0,44.0,51.0,69.0,108.0
360290005002015,14.0,44.0,51.0,69.0,108.0
360290005002016,14.0,44.0,51.0,69.0,108.0
360290005002017,14.0,44.0,51.0,69.0,108.0
360290005002018,14.0,44.0,51.0,69.0,108.0
360290005002019,14.0,44.0,51.0,69.0,108.0
360290006001000,15.0,45.0,48.0,86.0,109.0
360290006001001,15.0,45.0,48.0,86.0,109.0
360290006001002,15.0,45.0,48.0,86.0,109.0
360290006001003,15.0,45.0,48.0,86.0,109.0
360290006001004,15.0,45.0,48.0,86.0,109.0
360290006001005,15.0,45.0,48.0,86.0,109.0
360290006002000,15.0,45.0,48.0,86.0,109.0
360290006002001,15.0,45.0,48.0,86.0,109.0
360290006002002,15.0,45.0,48.0,86.0,109.0
360290006002003,15.0,45.0,48.0,86.0,109.0
360290006002004,15.0,45.0,48.0,86.0,109.0
360290006002005,15.0,45.0,48.0,86.0,109.0
360290006003000,15.0,45.0,48.0,86.0,109.0
360290006003001,15.0,45.0,48.0,86.0,109.0
360290006003002,15.0,45.0,48.0,86.0,109.0
360290006003003,15.0,45.0,48.0,86.0,109.0
360290006003004,15.0,45.0,48.0,86.0,109.0
360290006003005,15.0,45.0,48.0,86.0,109.0
360290006004000,15.0,45.0,48.0,86.0,109.0
360290006004001,15.0,45.0,48.0,86.0,109.0
360290006004002,15.0,45.0,48.0,86.0,109.0
360290006004003,15.0,45.0,48.0,86.0,109.0
360290006004004,15.0,45.0,48.0,86.0,109.0
360290006004005,15.0,45.0,48.0,86.0,109.0
360290006004006,15.0,45.0,48.0,86.0,109.0
360290007001000,15.0,45.0,48.0,86.0,109.0
360290007001001,15.0,45.0,48.0,86.0,109.0
360290007001002,15.0,45.0,48.0,86.0,109.0
360290007001003,15.0,45.0,48.0,86.0,109.0
360290007001004,15.0,45.0,48.0,86.0,109.0
360290007001005,15.0,45.0,48.0,86.0,109.0
360290007002000,15.0,45.0,48.0,86.0,109.0
360290007002001,15.0,45.0,48.0,86.0,109.0
360290007002002,15.0,45.0,48.0,86.0,109.0
360290007002003,15.0,45.0,48.0,86.0,109.0
360290007002004,15.0,45.0,48.0,86.0,109.0
360290007002005,15.0,45.0,48.0,86.0,109.0
360290007003000,15.0,45.0,48.0,86.0,109.0
360290007003001,15.0,45.0,48.0,86.0,109.0
360290007003002,15.0,45.0,48.0,86.0,109.0
360290007003003,15.0,45.0,48.0,86.0,109.0
360290007003004,15.0,45.0,48.0,86.0,109.0
