GEOID,District0,District1,District2,District3,District4
1001020100,3.0,29.0,36.0,50.0,75.0
1001020200,3.0,29.0,36.0,50.0,75.0
1001020300,3.0,29.0,36.0,50.0,75.0
1001020400,3.0,29.0,36.0,50.0,75.0
1001020501,1.0,29.0,36.0,50.0,75.0
1001020502,3.0,29.0,36.0,50.0,75.0
1001020503,3.0,29.0,36.0,50.0,75.0
1001020600,1.0,29.0,36.0,50.0,75.0
1001020700,1.0,29.0,36.0,50.0,75.0
1001020801,1.0,29.0,36.0,50.0,75.0
1001020803,3.0,29.0,36.0,50.0,75.0
1001020804,3.0,29.0,36.0,50.0,75.0
1001020805,3.0,29.0,36.0,50.0,75.0
1001020901,3.0,29.0,36.0,50.0,75.0
1001020902,3.0,29.0,36.0,50.0,75.0
1001021000,3.0,18.0,36.0,50.0,75.0
1001021100,1.0,18.0,36.0,50.0,75.0
1003010100,0.0,28.0,35.0,51.0,64.0
1003010200,0.0,28.0,35.0,51.0,64.0
1003010300,0.0,28.0,35.0,51.0,64.0
1003010400,0.0,28.0,35.0,51.0,64.0
1003010500,0.0,28.0,35.0,51.0,64.0
1003010600,0.0,28.0,35.0,51.0,64.0
1003010704,0.0,28.0,35.0,51.0,64.0
1003010706,0.0,28.0,35.0,51.0,64.0
1003010707,0.0,28.0,35.0,51.0,64.0
1003010708,0.0,28.0,35.0,51.0,64.0
1003010709,0.0,28.0,35.0,51.0,64.0
1003010710,0.0,28.0,35.0,51.0,64.0
1003010711,0.0,28.0,35.0,51.0,64.0
1003010800,0.0,28.0,35.0,51.0,64.0
1003010903,0.0,28.0,35.0,51.0,64.0
1003010904,0.0,28.0,35.0,51.0,64.0
1003010906,0.0,28.0,35.0,51.0,64.0
1003010907,0.0,28.0,35.0,51.0,64.0
1003010908,0.0,28.0,35.0,51.0,64.0
1003011000,0.0,28.0,35.0,51.0,64.0
1003011102,0.0,28.0,35.0,51.0,64.0
1003011103,0.0,28.0,35.0,51.0,64.0
1003011104,0.0,28.0,35.0,51.0,64.0
1003011201,0.0,28.0,35.0,51.0,64.0
1003011202,0.0,28.0,35.0,51.0,64.0
1003011300,0.0,28.0,35.0,51.0,64.0
1003011409,0.0,28.0,35.0,51.0,64.0
1003011410,0.0,28.0,35.0,51.0,64.0
1003011411,0.0,28.0,35.0,51.0,64.0
1003011412,0.0,28.0,35.0,51.0,64.0
1003011413,0.0,28.0,35.0,51.0,64.0
1003011414,0.0,28.0,35.0,51.0,64.0
1003011415,0.0,28.0,35.0,51.0,64.0
1003011416,0.0,28.0,35.0,51.0,64.0
1003011417,0.0,28.0,35.0,51.0,64.0
1003011418,0.0,28.0,35.0,51.0,64.0
1003011419,0.0,28.0,35.0,51.0,64.0
1003011501,0.0,28.0,35.0,51.0,64.0
1003011503,0.0,28.0,35.0,51.0,64.0
1003011504,0.0,28.0,35.0,51.0,64.0
1003011601,0.0,28.0,35.0,51.0,64.0
1003011603,0.0,28.0,35.0,51.0,64.0
1003011604,0.0,28.0,35.0,51.0,64.0
1005950100,3.0,28.0,41.0,53.0,75.0
1005950200,1.0,28.0,41.0,53.0,75.0
1005950300,1.0,28.0,41.0,53.0,76.0
1005950400,1.0,28.0,41.0,53.0,76.0
1005950500,1.0,28.0,41.0,53.0,76.0
1005950600,1.0,28.0,41.0,53.0,75.0
1005950700,3.0,28.0,41.0,53.0,75.0
1005950800,3.0,28.0,41.0,53.0,75.0
1005950900,3.0,28.0,41.0,53.0,75.0
1007010001,1.0,17.0,37.0,52.0,67.0
1007010005,1.0,17.0,37.0,52.0,67.0
1007010006,3.0,17.0,37.0,52.0,67.0
1007010007,1.0,18.0,37.0,52.0,67.0
1007010008,3.0,17.0,37.0,52.0,67.0
1007010009,1.0,18.0,37.0,52.0,67.0
1007010010,1.0,18.0,37.0,52.0,67.0
1007010011,1.0,17.0,37.0,52.0,67.0
1009050103,4.0,21.0,43.0,59.0,67.0
1009050104,10.0,21.0,43.0,59.0,67.0
1009050105,4.0,19.0,43.0,59.0,70.0
1009050106,10.0,19.0,43.0,59.0,70.0
1009050107,4.0,19.0,43.0,59.0,70.0
1009050200,10.0,19.0,43.0,59.0,70.0
1009050301,4.0,19.0,43.0,59.0,70.0
1009050302,4.0,19.0,43.0,59.0,70.0
1009050400,10.0,19.0,43.0,59.0,70.0
1009050501,10.0,19.0,43.0,59.0,70.0
1009050502,10.0,21.0,43.0,59.0,70.0
1009050601,10.0,21.0,34.0,59.0,67.0
1009050603,10.0,21.0,34.0,59.0,67.0
1009050604,10.0,21.0,34.0,59.0,67.0
1009050701,10.0,21.0,34.0,59.0,67.0
1009050702,10.0,21.0,34.0,59.0,67.0
1011952100,1.0,28.0,41.0,53.0,75.0
1011952201,3.0,29.0,41.0,53.0,76.0
1011952202,1.0,29.0,41.0,53.0,75.0
1011952500,1.0,29.0,41.0,53.0,76.0
1013952700,1.0,29.0,36.0,50.0,76.0
1013952800,1.0,29.0,36.0,50.0,76.0
1013952900,1.0,29.0,36.0,50.0,76.0
1013953000,1.0,29.0,36.0,50.0,76.0
1013953100,1.0,29.0,36.0,50.0,76.0
1013953200,1.0,29.0,36.0,50.0,76.0
1013953300,1.0,29.0,36.0,50.0,76.0
1013953400,1.0,29.0,36.0,50.0,76.0
1013953500,0.0,29.0,36.0,50.0,76.0
1015000200,4.0,19.0,42.0,50.0,70.0
1015000300,4.0,19.0,43.0,50.0,70.0
1015000400,4.0,19.0,43.0,50.0,70.0
1015000500,4.0,19.0,42.0,50.0,70.0
1015000600,4.0,19.0,43.0,50.0,75.0
1015000700,4.0,19.0,42.0,50.0,70.0
1015000800,4.0,19.0,42.0,50.0,75.0
1015000900,4.0,19.0,42.0,50.0,75.0
1015001000,4.0,19.0,42.0,50.0,75.0
1015001101,4.0,19.0,42.0,50.0,75.0
1015001102,4.0,19.0,42.0,50.0,75.0
1015001103,4.0,19.0,42.0,50.0,75.0
1015001201,4.0,19.0,42.0,50.0,75.0
1015001202,4.0,19.0,43.0,50.0,75.0
1015001300,4.0,19.0,43.0,50.0,75.0
1015001400,4.0,19.0,43.0,50.0,75.0
1015001501,4.0,19.0,43.0,50.0,75.0
1015001502,4.0,19.0,43.0,50.0,68.0
1015001600,4.0,19.0,42.0,50.0,70.0
1015001700,4.0,19.0,42.0,50.0,70.0
1015001801,4.0,19.0,42.0,50.0,70.0
1015001802,4.0,19.0,42.0,50.0,70.0
1015002001,4.0,19.0,42.0,50.0,70.0
1015002002,4.0,19.0,42.0,50.0,70.0
1015002101,4.0,19.0,42.0,50.0,70.0
1015002102,4.0,19.0,42.0,50.0,70.0
1015002104,4.0,19.0,42.0,50.0,70.0
1015002105,4.0,19.0,42.0,50.0,70.0
1015002200,4.0,19.0,42.0,50.0,70.0
1015002300,4.0,19.0,42.0,60.0,70.0
1015002400,4.0,19.0,42.0,50.0,70.0
1015002502,4.0,19.0,43.0,60.0,70.0
1015002503,4.0,19.0,42.0,50.0,70.0
1015002504,4.0,19.0,43.0,50.0,70.0
1015002600,4.0,19.0,43.0,59.0,70.0
1015981901,4.0,19.0,43.0,50.0,68.0
1015981902,4.0,19.0,43.0,50.0,70.0
1015981903,4.0,19.0,42.0,50.0,70.0
1017953800,3.0,29.0,41.0,50.0,75.0
1017953900,3.0,28.0,41.0,50.0,75.0
1017954001,3.0,29.0,41.0,50.0,75.0
1017954002,3.0,28.0,41.0,50.0,75.0
1017954200,3.0,28.0,41.0,50.0,75.0
1017954300,3.0,28.0,41.0,50.0,75.0
1017954600,3.0,28.0,41.0,50.0,75.0
1017954700,3.0,28.0,41.0,50.0,75.0
1017954800,3.0,28.0,41.0,50.0,75.0
1019955701,4.0,19.0,42.0,60.0,70.0
1019955702,4.0,19.0,42.0,60.0,70.0
1019955801,4.0,19.0,42.0,60.0,70.0
1019955802,4.0,19.0,42.0,60.0,70.0
