GEOID20,District0,District1,District2,District3,District4,District5,District6,District7
360290027031004,6.0,21.0,46.0,65.0,79.0,108.0,152.0,170.0
360290027031005,6.0,21.0,46.0,65.0,79.0,108.0,152.0,170.0
360290027031006,6.0,21.0,46.0,65.0,79.0,108.0,152.0,170.0
360290027031007,6.0,21.0,46.0,65.0,107.0,108.0,152.0,170.0
360290027031008,6.0,21.0,46.0,65.0,107.0,108.0,152.0,170.0
360290027031009,6.0,21.0,46.0,65.0,107.0,108.0,151.0,170.0
360290027031010,6.0,21.0,46.0,65.0,107.0,108.0,151.0,170.0
360290027031011,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027031012,6.0,21.0,46.0,65.0,107.0,127.0,151.0,170.0
360290027031013,6.0,21.0,46.0,65.0,107.0,108.0,151.0,170.0
360290027031014,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027031015,6.0,21.0,46.0,65.0,107.0,127.0,151.0,170.0
360290027031016,6.0,21.0,46.0,65.0,107.0,127.0,151.0,170.0
360290027041000,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290027041001,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290027041002,6.0,21.0,46.0,74.0,107.0,108.0,152.0,170.0
360290027041003,6.0,21.0,46.0,74.0,107.0,108.0,152.0,170.0
360290027041004,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027041005,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027042000,6.0,21.0,46.0,66.0,107.0,108.0,151.0,170.0
360290027042001,6.0,21.0,46.0,74.0,107.0,108.0,151.0,170.0
360290027042002,6.0,21.0,46.0,66.0,107.0,108.0,151.0,170.0
360290027042003,6.0,21.0,46.0,66.0,107.0,108.0,151.0,170.0
360290027042004,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027042005,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027043000,6.0,21.0,46.0,74.0,107.0,108.0,151.0,169.0
360290027043001,6.0,21.0,46.0,66.0,107.0,127.0,151.0,169.0
360290027043002,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027043003,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027043004,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290027043005,6.0,21.0,46.0,66.0,107.0,127.0,151.0,170.0
360290028011000,4.0,21.0,43.0,74.0,107.0,125.0,160.0,169.0
360290028011001,4.0,21.0,46.0,74.0,107.0,125.0,160.0,169.0
360290028011002,4.0,21.0,43.0,66.0,107.0,125.0,160.0,169.0
360290028011003,4.0,21.0,46.0,74.0,107.0,125.0,160.0,170.0
360290028011004,6.0,21.0,46.0,66.0,107.0,108.0,151.0,169.0
360290028011005,6.0,21.0,46.0,66.0,107.0,108.0,151.0,169.0
360290028011006,6.0,21.0,46.0,66.0,107.0,108.0,151.0,169.0
360290028011007,6.0,21.0,46.0,66.0,107.0,108.0,151.0,170.0
360290028011008,6.0,21.0,46.0,66.0,107.0,108.0,160.0,169.0
360290028011009,6.0,21.0,46.0,66.0,107.0,108.0,160.0,170.0
360290028011010,4.0,21.0,46.0,66.0,107.0,108.0,160.0,170.0
360290028012000,4.0,21.0,43.0,74.0,107.0,125.0,160.0,169.0
360290028012001,4.0,21.0,43.0,74.0,107.0,125.0,160.0,169.0
360290028012002,4.0,21.0,43.0,66.0,107.0,125.0,160.0,169.0
360290028012003,4.0,21.0,43.0,66.0,107.0,125.0,160.0,169.0
360290028012004,4.0,21.0,43.0,74.0,107.0,125.0,160.0,169.0
360290028021000,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021001,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021002,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021003,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021004,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290028021005,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021006,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290028021007,4.0,23.0,46.0,74.0,80.0,108.0,160.0,170.0
360290028021008,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290028021009,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290028021010,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290028021011,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290028021012,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290028021013,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290028021014,4.0,21.0,46.0,74.0,107.0,108.0,151.0,170.0
360290028021015,4.0,21.0,46.0,74.0,78.0,108.0,160.0,170.0
360290028021016,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021017,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021018,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290028021019,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290029001000,4.0,23.0,43.0,57.0,80.0,125.0,160.0,170.0
360290029001001,4.0,23.0,43.0,57.0,80.0,108.0,160.0,170.0
360290029001002,4.0,23.0,43.0,57.0,80.0,108.0,160.0,170.0
360290029001003,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029001004,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029001005,4.0,23.0,43.0,57.0,80.0,108.0,160.0,170.0
360290029002000,4.0,23.0,43.0,57.0,80.0,108.0,160.0,170.0
360290029002001,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029002002,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029002003,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029002004,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029002005,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029002006,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290029003000,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029003001,4.0,23.0,43.0,74.0,80.0,108.0,160.0,170.0
360290029003002,4.0,23.0,43.0,74.0,78.0,108.0,160.0,170.0
360290029003003,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290029003004,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290029003005,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290029004000,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290029004001,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290029004002,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290029004003,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290029004004,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290029004005,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290029004006,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290030001000,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030001001,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030001002,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030001003,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030001004,4.0,23.0,43.0,57.0,78.0,125.0,160.0,170.0
360290030001005,4.0,23.0,43.0,57.0,78.0,125.0,160.0,170.0
360290030002000,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002001,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002002,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002003,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002004,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002005,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002006,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002007,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002008,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002009,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002010,4.0,23.0,43.0,74.0,107.0,125.0,160.0,169.0
360290030002011,4.0,23.0,43.0,74.0,78.0,125.0,160.0,169.0
360290030002012,4.0,23.0,43.0,74.0,78.0,125.0,160.0,170.0
360290030002013,4.0,23.0,43.0,74.0,78.0,125.0,160.0,169.0
360290030003000,4.0,23.0,43.0,57.0,80.0,125.0,160.0,170.0
360290030003001,4.0,23.0,43.0,57.0,80.0,125.0,160.0,170.0
360290030003002,4.0,23.0,43.0,57.0,78.0,125.0,160.0,170.0
360290030003003,4.0,23.0,43.0,57.0,78.0,125.0,160.0,170.0
360290030003004,4.0,23.0,43.0,57.0,78.0,125.0,160.0,170.0
360290031001000,6.0,21.0,46.0,74.0,79.0,108.0,152.0,170.0
360290031001001,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290031001002,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290031001003,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290031001004,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290031001005,9.0,27.0,48.0,74.0,100.0,108.0,152.0,164.0
360290031001006,9.0,27.0,48.0,74.0,100.0,108.0,152.0,164.0
360290031001007,6.0,27.0,46.0,65.0,79.0,108.0,152.0,169.0
360290031001008,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031001009,6.0,27.0,46.0,65.0,79.0,108.0,152.0,169.0
360290031001010,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031001011,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031001012,6.0,27.0,46.0,65.0,107.0,108.0,152.0,170.0
360290031001013,6.0,27.0,46.0,65.0,79.0,108.0,152.0,170.0
360290031001014,6.0,27.0,46.0,65.0,79.0,108.0,152.0,170.0
360290031001015,6.0,21.0,46.0,65.0,79.0,108.0,152.0,170.0
360290031001016,6.0,21.0,46.0,65.0,79.0,108.0,152.0,170.0
360290031001017,6.0,27.0,46.0,65.0,107.0,108.0,152.0,170.0
360290031001018,6.0,27.0,46.0,65.0,79.0,108.0,152.0,170.0
360290031001019,6.0,27.0,46.0,65.0,107.0,108.0,152.0,170.0
360290031001020,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031002000,6.0,27.0,48.0,75.0,79.0,108.0,152.0,169.0
360290031002001,9.0,27.0,48.0,75.0,79.0,108.0,152.0,164.0
360290031002002,9.0,27.0,48.0,65.0,79.0,108.0,152.0,169.0
360290031002003,6.0,27.0,48.0,65.0,79.0,108.0,152.0,169.0
360290031002004,6.0,27.0,46.0,65.0,79.0,108.0,152.0,169.0
360290031002005,6.0,27.0,46.0,65.0,79.0,108.0,152.0,169.0
360290031002006,6.0,27.0,48.0,65.0,100.0,108.0,152.0,169.0
360290031002007,9.0,27.0,48.0,65.0,100.0,108.0,152.0,169.0
360290031002008,9.0,27.0,48.0,65.0,100.0,108.0,152.0,169.0
360290031002009,9.0,27.0,49.0,65.0,100.0,108.0,152.0,169.0
360290031002010,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031002011,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031002012,6.0,27.0,48.0,65.0,100.0,108.0,152.0,169.0
360290031002013,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031002014,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031002015,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031002016,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031002017,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031002018,6.0,27.0,46.0,65.0,100.0,108.0,152.0,169.0
360290031003000,9.0,27.0,48.0,75.0,79.0,108.0,152.0,169.0
360290031003001,9.0,27.0,48.0,75.0,79.0,108.0,152.0,164.0
360290031003002,9.0,27.0,48.0,75.0,79.0,108.0,152.0,164.0
360290031003003,9.0,27.0,49.0,75.0,79.0,108.0,152.0,164.0
360290031003004,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031003005,9.0,27.0,48.0,65.0,79.0,108.0,152.0,164.0
360290031003006,9.0,27.0,48.0,65.0,79.0,108.0,152.0,164.0
360290031003007,9.0,27.0,48.0,65.0,79.0,108.0,152.0,164.0
360290031003008,9.0,27.0,48.0,65.0,100.0,108.0,152.0,164.0
360290031003009,9.0,27.0,48.0,65.0,100.0,108.0,152.0,164.0
360290031003010,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031003011,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031003012,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031003013,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031003014,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031003015,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031003016,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031003017,9.0,27.0,48.0,65.0,100.0,108.0,152.0,164.0
360290031003018,9.0,27.0,48.0,65.0,100.0,108.0,152.0,164.0
360290031004000,9.0,27.0,48.0,75.0,79.0,108.0,152.0,164.0
360290031004001,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004002,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004003,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004004,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004005,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004006,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004007,9.0,27.0,49.0,65.0,100.0,127.0,152.0,164.0
360290031004008,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031004009,9.0,27.0,49.0,65.0,100.0,108.0,152.0,164.0
360290031004010,9.0,27.0,49.0,65.0,79.0,108.0,152.0,164.0
360290031004011,9.0,27.0,49.0,65.0,79.0,108.0,146.0,164.0
360290031004012,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290031004013,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290031004014,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290031004015,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290031004016,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290031004017,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290031004018,9.0,27.0,49.0,65.0,100.0,108.0,146.0,164.0
360290033011000,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033011001,9.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033011002,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033011003,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033012000,4.0,23.0,46.0,74.0,78.0,111.0,152.0,173.0
360290033012001,4.0,23.0,46.0,74.0,78.0,111.0,152.0,173.0
360290033012002,4.0,23.0,48.0,74.0,78.0,111.0,152.0,173.0
360290033012003,4.0,23.0,48.0,74.0,78.0,111.0,152.0,173.0
360290033012004,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033012005,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033012006,4.0,23.0,48.0,74.0,78.0,111.0,152.0,173.0
360290033012007,4.0,23.0,46.0,74.0,79.0,111.0,152.0,173.0
360290033012008,4.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033012009,4.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033012010,4.0,23.0,46.0,74.0,78.0,111.0,152.0,173.0
360290033012011,4.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033013000,6.0,23.0,46.0,74.0,79.0,111.0,152.0,173.0
360290033013001,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033013002,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033013003,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033013004,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033013005,6.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033013006,9.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033014000,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033014001,9.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033014002,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033014003,9.0,23.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033014004,9.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033021000,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033021001,6.0,27.0,46.0,74.0,79.0,111.0,152.0,173.0
360290033021002,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033021003,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033021004,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033021005,6.0,27.0,48.0,74.0,79.0,111.0,152.0,170.0
360290033021006,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033021007,6.0,27.0,48.0,74.0,79.0,111.0,152.0,164.0
360290033021008,6.0,27.0,46.0,74.0,79.0,111.0,152.0,164.0
360290033021009,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033021010,6.0,27.0,48.0,74.0,79.0,111.0,152.0,164.0
360290033021011,6.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033021012,6.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033022000,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022001,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022002,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022003,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022004,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022005,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022006,6.0,27.0,48.0,74.0,79.0,111.0,152.0,170.0
360290033022007,6.0,27.0,48.0,74.0,79.0,111.0,152.0,164.0
360290033022008,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022009,6.0,27.0,46.0,74.0,79.0,111.0,152.0,170.0
360290033022010,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290033022011,6.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033022012,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290033022013,6.0,27.0,48.0,74.0,79.0,108.0,152.0,170.0
360290033022014,6.0,27.0,46.0,74.0,79.0,108.0,152.0,170.0
360290033023000,6.0,27.0,46.0,74.0,79.0,111.0,152.0,173.0
360290033023001,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023002,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023003,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023004,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023005,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023006,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023007,6.0,27.0,48.0,74.0,79.0,111.0,152.0,170.0
360290033023008,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023009,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023010,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023011,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023012,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023013,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023014,6.0,27.0,48.0,74.0,79.0,111.0,152.0,173.0
360290033023015,6.0,27.0,46.0,74.0,79.0,111.0,152.0,173.0
360290033024000,6.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033024001,6.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033024002,6.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033024003,9.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033024004,9.0,27.0,48.0,74.0,79.0,108.0,152.0,164.0
360290033024005,6.0,27.0,48.0,74.0,79.0,108.0,152.0,170.0
360290034001000,4.0,23.0,46.0,57.0,78.0,108.0,160.0,170.0
360290034001001,4.0,23.0,46.0,57.0,78.0,108.0,160.0,173.0
360290034001002,4.0,23.0,46.0,57.0,78.0,108.0,160.0,170.0
360290034001003,4.0,23.0,46.0,57.0,78.0,108.0,160.0,170.0
360290034001004,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290034001005,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290034002000,4.0,23.0,46.0,57.0,78.0,109.0,160.0,173.0
360290034002001,4.0,23.0,46.0,57.0,78.0,109.0,160.0,170.0
360290034002002,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290034002003,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290034002004,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290034002005,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290034003000,4.0,23.0,46.0,74.0,78.0,108.0,152.0,173.0
360290034003001,4.0,23.0,46.0,74.0,78.0,108.0,152.0,173.0
360290034003002,4.0,23.0,46.0,74.0,78.0,108.0,152.0,173.0
360290034003003,4.0,23.0,46.0,74.0,79.0,108.0,152.0,173.0
360290034003004,4.0,23.0,46.0,74.0,79.0,111.0,152.0,170.0
360290034003005,4.0,23.0,46.0,74.0,78.0,108.0,152.0,173.0
360290034003006,4.0,23.0,46.0,74.0,79.0,108.0,152.0,173.0
360290034004000,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290034004001,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290034004002,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290034004003,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290034005000,4.0,23.0,46.0,57.0,78.0,109.0,159.0,170.0
360290034005001,4.0,23.0,46.0,57.0,78.0,109.0,159.0,170.0
360290034005002,4.0,23.0,46.0,57.0,78.0,109.0,159.0,170.0
360290034005003,4.0,23.0,46.0,57.0,78.0,109.0,159.0,170.0
360290034005004,4.0,23.0,46.0,57.0,78.0,109.0,159.0,170.0
360290034005005,4.0,23.0,46.0,57.0,78.0,108.0,159.0,173.0
360290034005006,4.0,23.0,46.0,74.0,78.0,108.0,159.0,173.0
360290034005007,4.0,23.0,46.0,74.0,78.0,109.0,159.0,170.0
360290034005008,4.0,23.0,46.0,57.0,78.0,109.0,152.0,173.0
360290034005009,4.0,23.0,46.0,74.0,78.0,109.0,152.0,173.0
360290034005010,4.0,23.0,46.0,74.0,78.0,108.0,152.0,173.0
360290034005011,4.0,23.0,46.0,74.0,78.0,111.0,152.0,173.0
360290034005012,4.0,23.0,46.0,74.0,78.0,111.0,152.0,170.0
360290034005013,4.0,23.0,46.0,74.0,78.0,109.0,152.0,170.0
360290034005014,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290034005015,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290034005016,4.0,23.0,46.0,74.0,78.0,108.0,159.0,170.0
360290034005017,4.0,23.0,46.0,74.0,78.0,109.0,159.0,170.0
360290035011000,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035011001,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035011002,6.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035011003,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035011004,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011005,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011006,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011007,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011008,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011009,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011010,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011011,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011012,6.0,23.0,46.0,65.0,79.0,108.0,152.0,170.0
360290035011013,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011014,6.0,23.0,46.0,65.0,79.0,108.0,152.0,170.0
360290035011015,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011016,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035011017,6.0,23.0,46.0,65.0,79.0,108.0,152.0,170.0
360290035012000,4.0,23.0,46.0,74.0,78.0,108.0,160.0,170.0
360290035012001,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012002,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012003,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012004,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012005,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012006,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012007,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012008,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012009,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035012010,4.0,23.0,46.0,74.0,78.0,108.0,152.0,170.0
360290035021000,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021001,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021002,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021003,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021004,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021005,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021006,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021007,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035021008,6.0,23.0,46.0,74.0,79.0,111.0,152.0,170.0
360290035021009,6.0,23.0,46.0,74.0,79.0,111.0,152.0,170.0
360290035022000,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022001,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022002,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022003,6.0,23.0,46.0,74.0,79.0,111.0,152.0,170.0
360290035022004,6.0,23.0,46.0,74.0,79.0,111.0,152.0,170.0
360290035022005,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022006,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022007,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022008,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022009,4.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022010,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022011,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
360290035022012,6.0,23.0,46.0,74.0,79.0,108.0,152.0,170.0
