GEOID,District0,District1,District2,District3,District4
01001020100,10.0,24.0,31.0,61.0,69.0
01001020200,10.0,24.0,31.0,61.0,69.0
01001020300,10.0,24.0,31.0,61.0,69.0
01001020400,10.0,24.0,31.0,61.0,69.0
01001020501,10.0,24.0,31.0,61.0,69.0
01001020502,10.0,24.0,31.0,61.0,69.0
01001020503,11.0,24.0,31.0,61.0,69.0
01001020600,10.0,24.0,31.0,61.0,69.0
01001020700,10.0,24.0,31.0,61.0,69.0
01001020801,10.0,24.0,31.0,61.0,69.0
01001020803,10.0,24.0,31.0,61.0,69.0
01001020804,10.0,24.0,31.0,61.0,69.0
01001020805,10.0,24.0,31.0,61.0,69.0
01001020901,10.0,24.0,31.0,61.0,69.0
01001020902,10.0,24.0,31.0,61.0,69.0
01001021000,10.0,24.0,31.0,61.0,69.0
01001021100,10.0,24.0,31.0,61.0,69.0
01003010100,11.0,28.0,32.0,47.0,67.0
01003010200,11.0,28.0,32.0,47.0,67.0
01003010300,11.0,28.0,32.0,47.0,67.0
01003010400,11.0,28.0,32.0,47.0,67.0
01003010500,11.0,28.0,32.0,47.0,67.0
01003010600,11.0,28.0,32.0,47.0,67.0
01003010704,11.0,28.0,32.0,47.0,67.0
01003010706,11.0,28.0,32.0,47.0,67.0
01003010707,11.0,28.0,32.0,47.0,67.0
01003010708,11.0,28.0,32.0,47.0,67.0
01003010709,11.0,28.0,32.0,47.0,67.0
01003010710,11.0,28.0,32.0,47.0,67.0
01003010711,11.0,28.0,32.0,47.0,67.0
01003010800,11.0,28.0,32.0,47.0,67.0
01003010903,11.0,28.0,32.0,47.0,67.0
01003010904,11.0,28.0,32.0,47.0,67.0
01003010906,11.0,28.0,32.0,47.0,67.0
01003010907,11.0,28.0,32.0,47.0,67.0
01003010908,11.0,28.0,32.0,47.0,67.0
01003011000,11.0,28.0,32.0,47.0,67.0
01003011102,11.0,28.0,32.0,47.0,67.0
01003011103,11.0,28.0,32.0,47.0,67.0
01003011104,11.0,28.0,32.0,47.0,67.0
01003011201,11.0,28.0,32.0,47.0,67.0
01003011202,11.0,28.0,32.0,47.0,67.0
01003011300,11.0,28.0,32.0,47.0,67.0
01003011409,11.0,28.0,32.0,47.0,67.0
01003011410,11.0,28.0,32.0,47.0,67.0
01003011411,11.0,28.0,32.0,47.0,67.0
01003011412,11.0,28.0,32.0,47.0,67.0
01003011413,11.0,28.0,32.0,47.0,67.0
01003011414,11.0,28.0,32.0,47.0,67.0
01003011415,11.0,28.0,32.0,47.0,67.0
01003011416,11.0,28.0,32.0,47.0,67.0
01003011417,11.0,28.0,32.0,47.0,67.0
01003011418,11.0,28.0,32.0,47.0,67.0
01003011419,11.0,28.0,32.0,47.0,67.0
01003011501,11.0,28.0,32.0,47.0,67.0
01003011503,11.0,28.0,32.0,47.0,67.0
01003011504,11.0,28.0,32.0,47.0,67.0
01003011601,11.0,28.0,32.0,47.0,67.0
01003011603,11.0,28.0,32.0,47.0,67.0
01003011604,11.0,28.0,32.0,47.0,67.0
01005950100,0.0,23.0,34.0,46.0,71.0
01005950200,0.0,23.0,34.0,46.0,71.0
01005950300,0.0,23.0,34.0,46.0,71.0
01005950400,0.0,23.0,34.0,46.0,71.0
01005950500,0.0,23.0,34.0,46.0,71.0
01005950600,0.0,23.0,34.0,46.0,71.0
01005950700,0.0,23.0,34.0,46.0,71.0
01005950800,0.0,23.0,34.0,46.0,71.0
01005950900,0.0,23.0,34.0,46.0,71.0
01007010001,10.0,27.0,31.0,61.0,70.0
01007010005,10.0,27.0,31.0,61.0,70.0
01007010006,10.0,27.0,31.0,61.0,70.0
01007010007,10.0,27.0,31.0,61.0,69.0
01007010008,10.0,27.0,31.0,61.0,69.0
01007010009,10.0,27.0,31.0,61.0,69.0
01007010010,10.0,27.0,31.0,61.0,69.0
01007010011,10.0,27.0,31.0,61.0,69.0
01009050103,4.0,18.0,40.0,45.0,85.0
01009050104,4.0,18.0,40.0,45.0,85.0
01009050105,4.0,18.0,40.0,45.0,85.0
01009050106,4.0,18.0,40.0,45.0,85.0
01009050107,4.0,18.0,40.0,45.0,85.0
01009050200,4.0,18.0,40.0,45.0,85.0
01009050301,4.0,18.0,40.0,45.0,85.0
01009050302,4.0,18.0,40.0,45.0,85.0
01009050400,4.0,18.0,40.0,45.0,85.0
01009050501,4.0,18.0,40.0,45.0,85.0
01009050502,4.0,18.0,40.0,66.0,85.0
01009050601,4.0,17.0,39.0,66.0,85.0
01009050603,4.0,17.0,39.0,66.0,85.0
01009050604,4.0,18.0,39.0,66.0,85.0
01009050701,4.0,18.0,40.0,66.0,85.0
01009050702,4.0,18.0,40.0,66.0,85.0
01011952100,0.0,23.0,34.0,46.0,71.0
01011952201,0.0,23.0,34.0,46.0,71.0
01011952202,0.0,23.0,34.0,46.0,71.0
01011952500,0.0,23.0,34.0,46.0,71.0
01013952700,11.0,27.0,31.0,46.0,69.0
01013952800,11.0,27.0,31.0,46.0,69.0
01013952900,11.0,27.0,31.0,46.0,69.0
01013953000,11.0,27.0,31.0,46.0,69.0
01013953100,11.0,27.0,31.0,46.0,69.0
01013953200,11.0,27.0,31.0,46.0,69.0
01013953300,11.0,27.0,31.0,46.0,69.0
01013953400,11.0,27.0,31.0,46.0,69.0
01013953500,11.0,27.0,31.0,46.0,69.0
01015000200,3.0,23.0,36.0,62.0,85.0
01015000300,3.0,24.0,36.0,62.0,85.0
01015000400,3.0,24.0,36.0,62.0,85.0
01015000500,3.0,24.0,36.0,62.0,85.0
01015000600,3.0,24.0,36.0,62.0,85.0
01015000700,3.0,23.0,36.0,62.0,85.0
01015000800,3.0,24.0,36.0,62.0,85.0
01015000900,3.0,23.0,36.0,62.0,85.0
01015001000,3.0,24.0,36.0,62.0,85.0
01015001101,3.0,23.0,36.0,62.0,85.0
01015001102,3.0,24.0,36.0,62.0,85.0
01015001103,3.0,24.0,36.0,62.0,85.0
01015001201,3.0,24.0,36.0,62.0,85.0
01015001202,3.0,24.0,36.0,62.0,85.0
01015001300,3.0,24.0,36.0,62.0,85.0
01015001400,3.0,24.0,36.0,62.0,85.0
01015001501,3.0,24.0,36.0,62.0,85.0
01015001502,3.0,24.0,36.0,62.0,85.0
01015001600,3.0,24.0,36.0,62.0,85.0
01015001700,3.0,24.0,36.0,62.0,85.0
01015001801,3.0,23.0,36.0,62.0,85.0
01015001802,3.0,24.0,36.0,62.0,85.0
01015002001,3.0,23.0,36.0,62.0,85.0
01015002002,3.0,23.0,36.0,62.0,85.0
01015002101,3.0,23.0,36.0,62.0,85.0
01015002102,3.0,23.0,36.0,62.0,85.0
01015002104,3.0,23.0,36.0,62.0,85.0
01015002105,3.0,23.0,36.0,62.0,85.0
01015002200,3.0,23.0,36.0,62.0,85.0
01015002300,3.0,16.0,36.0,62.0,85.0
01015002400,3.0,16.0,36.0,62.0,85.0
01015002502,3.0,16.0,36.0,62.0,85.0
01015002503,3.0,16.0,36.0,62.0,85.0
01015002504,3.0,24.0,36.0,62.0,85.0
01015002600,3.0,16.0,36.0,62.0,85.0
01015981901,3.0,24.0,36.0,62.0,85.0
01015981902,3.0,24.0,36.0,62.0,85.0
01015981903,3.0,23.0,36.0,62.0,85.0
01017953800,0.0,23.0,34.0,61.0,69.0
01017953900,0.0,23.0,34.0,61.0,69.0
01017954001,0.0,23.0,34.0,61.0,69.0
01017954002,0.0,23.0,34.0,61.0,69.0
01017954200,0.0,23.0,34.0,61.0,69.0
01017954300,0.0,23.0,34.0,61.0,69.0
01017954600,0.0,23.0,34.0,61.0,69.0
01017954700,0.0,23.0,34.0,61.0,69.0
01017954800,0.0,23.0,34.0,61.0,69.0
01019955701,3.0,16.0,36.0,45.0,85.0
01019955702,3.0,16.0,36.0,45.0,85.0
01019955801,3.0,16.0,36.0,45.0,85.0
01019955802,3.0,16.0,36.0,45.0,85.0
01019955900,3.0,16.0,36.0,45.0,85.0
01019956000,3.0,16.0,36.0,45.0,85.0
01019956101,3.0,16.0,36.0,45.0,85.0
01019956102,3.0,16.0,36.0,45.0,85.0
