GEOID,District0,District1,District2,District3,District4
1001020100,1.0,28.0,41.0,55.0,80.0
1001020200,1.0,28.0,41.0,55.0,80.0
1001020300,1.0,28.0,41.0,55.0,80.0
1001020400,1.0,28.0,41.0,55.0,80.0
1001020501,1.0,28.0,41.0,55.0,80.0
1001020502,1.0,27.0,41.0,55.0,80.0
1001020503,1.0,27.0,41.0,55.0,80.0
1001020600,0.0,28.0,41.0,55.0,80.0
1001020700,0.0,28.0,41.0,55.0,80.0
1001020801,0.0,28.0,41.0,55.0,80.0
1001020803,1.0,28.0,41.0,55.0,80.0
1001020804,1.0,28.0,41.0,55.0,80.0
1001020805,1.0,28.0,41.0,55.0,80.0
1001020901,1.0,28.0,41.0,55.0,80.0
1001020902,1.0,28.0,41.0,55.0,80.0
1001021000,14.0,28.0,41.0,53.0,80.0
1001021100,14.0,28.0,41.0,53.0,80.0
1003010100,14.0,16.0,47.0,56.0,75.0
1003010200,14.0,16.0,47.0,56.0,75.0
1003010300,14.0,16.0,47.0,56.0,75.0
1003010400,14.0,16.0,47.0,56.0,75.0
1003010500,14.0,16.0,47.0,56.0,75.0
1003010600,14.0,16.0,47.0,56.0,75.0
1003010704,14.0,16.0,47.0,56.0,75.0
1003010706,14.0,16.0,47.0,56.0,75.0
1003010707,14.0,16.0,47.0,56.0,75.0
1003010708,14.0,16.0,47.0,56.0,75.0
1003010709,14.0,16.0,47.0,56.0,75.0
1003010710,14.0,16.0,47.0,56.0,75.0
1003010711,14.0,16.0,47.0,56.0,75.0
1003010800,14.0,16.0,47.0,56.0,75.0
1003010903,14.0,16.0,47.0,56.0,75.0
1003010904,14.0,16.0,47.0,56.0,75.0
1003010906,14.0,16.0,47.0,56.0,75.0
1003010907,14.0,16.0,47.0,56.0,75.0
1003010908,14.0,16.0,47.0,56.0,75.0
1003011000,14.0,16.0,47.0,56.0,75.0
1003011102,14.0,16.0,47.0,56.0,75.0
1003011103,14.0,16.0,47.0,56.0,75.0
1003011104,14.0,16.0,47.0,56.0,75.0
1003011201,14.0,16.0,47.0,56.0,75.0
1003011202,14.0,16.0,47.0,56.0,75.0
1003011300,14.0,16.0,47.0,56.0,75.0
1003011409,14.0,16.0,47.0,56.0,75.0
1003011410,14.0,16.0,47.0,56.0,75.0
1003011411,14.0,16.0,47.0,56.0,75.0
1003011412,14.0,16.0,47.0,56.0,75.0
1003011413,14.0,16.0,47.0,56.0,75.0
1003011414,14.0,16.0,47.0,56.0,75.0
1003011415,14.0,16.0,47.0,56.0,75.0
1003011416,14.0,16.0,47.0,56.0,75.0
1003011417,14.0,16.0,47.0,56.0,75.0
1003011418,14.0,16.0,47.0,56.0,75.0
1003011419,14.0,16.0,47.0,56.0,75.0
1003011501,14.0,16.0,47.0,56.0,75.0
1003011503,14.0,16.0,47.0,56.0,75.0
1003011504,14.0,16.0,47.0,56.0,75.0
1003011601,14.0,16.0,47.0,56.0,75.0
1003011603,14.0,16.0,47.0,56.0,75.0
1003011604,14.0,16.0,47.0,56.0,75.0
1005950100,0.0,27.0,41.0,56.0,77.0
1005950200,0.0,27.0,41.0,56.0,77.0
1005950300,0.0,27.0,41.0,56.0,77.0
1005950400,0.0,27.0,41.0,56.0,77.0
1005950500,0.0,27.0,41.0,56.0,77.0
1005950600,0.0,27.0,41.0,56.0,77.0
1005950700,0.0,27.0,41.0,56.0,77.0
1005950800,0.0,27.0,41.0,56.0,77.0
1005950900,0.0,27.0,41.0,56.0,77.0
1007010001,15.0,24.0,42.0,54.0,81.0
1007010005,15.0,24.0,42.0,54.0,81.0
1007010006,15.0,24.0,42.0,54.0,81.0
1007010007,14.0,28.0,41.0,54.0,81.0
1007010008,14.0,24.0,42.0,54.0,81.0
1007010009,15.0,28.0,48.0,54.0,81.0
1007010010,15.0,28.0,48.0,54.0,81.0
1007010011,15.0,28.0,48.0,54.0,81.0
1009050103,9.0,20.0,34.0,68.0,89.0
1009050104,9.0,20.0,34.0,67.0,89.0
1009050105,9.0,20.0,34.0,67.0,89.0
1009050106,9.0,20.0,34.0,67.0,89.0
1009050107,9.0,20.0,34.0,67.0,89.0
1009050200,9.0,20.0,34.0,67.0,89.0
1009050301,9.0,20.0,34.0,67.0,89.0
1009050302,9.0,20.0,34.0,67.0,89.0
1009050400,9.0,20.0,34.0,67.0,88.0
1009050501,9.0,20.0,34.0,67.0,88.0
1009050502,9.0,22.0,35.0,67.0,89.0
1009050601,9.0,22.0,35.0,67.0,88.0
1009050603,9.0,22.0,35.0,67.0,89.0
1009050604,9.0,22.0,35.0,67.0,89.0
1009050701,9.0,20.0,35.0,68.0,89.0
1009050702,9.0,22.0,35.0,67.0,89.0
1011952100,0.0,27.0,41.0,56.0,77.0
1011952201,0.0,27.0,41.0,55.0,77.0
1011952202,0.0,27.0,41.0,56.0,77.0
1011952500,0.0,27.0,41.0,56.0,77.0
1013952700,0.0,28.0,48.0,55.0,80.0
1013952800,14.0,28.0,48.0,55.0,80.0
1013952900,14.0,28.0,48.0,55.0,80.0
1013953000,14.0,28.0,48.0,55.0,80.0
1013953100,14.0,28.0,48.0,55.0,80.0
1013953200,0.0,28.0,48.0,55.0,80.0
1013953300,14.0,28.0,48.0,55.0,80.0
1013953400,14.0,28.0,48.0,55.0,80.0
1013953500,14.0,28.0,48.0,56.0,80.0
1015000200,1.0,20.0,34.0,53.0,80.0
1015000300,1.0,21.0,34.0,53.0,80.0
1015000400,1.0,20.0,34.0,53.0,80.0
1015000500,1.0,20.0,34.0,53.0,80.0
1015000600,1.0,20.0,34.0,53.0,80.0
1015000700,1.0,21.0,34.0,53.0,77.0
1015000800,1.0,20.0,34.0,53.0,80.0
1015000900,1.0,20.0,34.0,53.0,80.0
1015001000,1.0,20.0,34.0,53.0,80.0
1015001101,1.0,20.0,34.0,53.0,80.0
1015001102,1.0,20.0,34.0,53.0,80.0
1015001103,1.0,20.0,34.0,53.0,80.0
