GEOID,District0
01001020100,3.0
01001020200,3.0
01001020300,3.0
01001020400,3.0
01001020501,3.0
01001020502,3.0
01001020503,0.0
01001020600,3.0
01001020700,3.0
01001020801,3.0
01001020803,0.0
01001020804,0.0
01001020805,0.0
01001020901,0.0
01001020902,0.0
01001021000,0.0
01001021100,0.0
01003010100,4.0
01003010200,4.0
01003010300,4.0
01003010400,4.0
01003010500,4.0
01003010600,4.0
01003010704,4.0
01003010706,4.0
01003010707,4.0
01003010708,4.0
01003010709,4.0
01003010710,4.0
01003010711,4.0
01003010800,4.0
01003010903,4.0
01003010904,4.0
01003010906,4.0
01003010907,4.0
01003010908,4.0
01003011000,4.0
01003011102,4.0
01003011103,4.0
01003011104,4.0
01003011201,4.0
01003011202,4.0
01003011300,4.0
01003011409,4.0
01003011410,4.0
01003011411,4.0
01003011412,4.0
01003011413,4.0
01003011414,4.0
01003011415,4.0
01003011416,4.0
01003011417,4.0
01003011418,4.0
01003011419,4.0
01003011501,4.0
01003011503,4.0
01003011504,4.0
01003011601,4.0
01003011603,4.0
01003011604,4.0
01005950100,3.0
01005950200,3.0
01005950300,3.0
01005950400,3.0
01005950500,3.0
01005950600,3.0
01005950700,3.0
01005950800,3.0
01005950900,3.0
01007010001,0.0
01007010005,0.0
01007010006,0.0
01007010007,0.0
01007010008,0.0
01007010009,0.0
01007010010,0.0
01007010011,0.0
01009050103,11.0
01009050104,11.0
01009050105,11.0
01009050106,11.0
01009050107,11.0
01009050200,11.0
01009050301,11.0
01009050302,11.0
01009050400,11.0
01009050501,11.0
01009050502,11.0
01009050601,11.0
01009050603,11.0
01009050604,11.0
01009050701,11.0
01009050702,11.0
01011952100,3.0
01011952201,3.0
01011952202,3.0
01011952500,3.0
01013952700,3.0
01013952800,3.0
01013952900,3.0
01013953000,3.0
01013953100,3.0
01013953200,3.0
01013953300,3.0
01013953400,3.0
01013953500,3.0
01015000200,6.0
01015000300,6.0
01015000400,6.0
01015000500,6.0
01015000600,6.0
01015000700,6.0
01015000800,6.0
01015000900,6.0
01015001000,6.0
01015001101,6.0
01015001102,6.0
01015001103,6.0
01015001201,6.0
01015001202,6.0
01015001300,6.0
01015001400,6.0
01015001501,6.0
01015001502,6.0
01015001600,6.0
01015001700,6.0
01015001801,6.0
01015001802,6.0
01015002001,6.0
01015002002,6.0
01015002101,6.0
01015002102,6.0
01015002104,6.0
01015002105,6.0
01015002200,6.0
01015002300,6.0
01015002400,6.0
01015002502,6.0
01015002503,6.0
01015002504,6.0
01015002600,6.0
01015981901,6.0
01015981902,6.0
01015981903,6.0
01017953800,0.0
01017953900,0.0
01017954001,0.0
01017954002,0.0
01017954200,0.0
01017954300,0.0
01017954600,0.0
01017954700,0.0
01017954800,0.0
01019955701,11.0
01019955702,11.0
01019955801,11.0
01019955802,11.0
01019955900,11.0
01019956000,11.0
01019956101,11.0
01019956102,11.0
01021060101,0.0
01021060103,0.0
01021060104,0.0
01021060200,0.0
01021060300,0.0
01021060401,0.0
01021060403,0.0
01021060404,0.0
01021060500,0.0
01021060600,0.0
01021060701,0.0
01021060702,0.0
01023956700,0.0
01023956800,0.0
01023956900,0.0
01023957000,4.0
01025957500,3.0
01025957601,4.0
01025957603,3.0
01025957604,3.0
01025957700,4.0
01025957800,4.0
01025957901,4.0
01025957902,4.0
01025958003,4.0
01027958900,0.0
01027959000,0.0
01027959100,0.0
01027959200,0.0
01029959500,0.0
01029959600,0.0
01029959700,0.0
01029959800,0.0
01031010100,3.0
01031010200,3.0
01031010300,3.0
01031010400,3.0
01031010500,3.0
01031010600,3.0
01031010700,3.0
01031010800,3.0
01031010900,3.0
01031011000,3.0
01031011100,3.0
01031011203,3.0
01031011204,3.0
01031011205,3.0
01031011206,3.0
01031011300,3.0
01033020100,12.0
01033020200,12.0
01033020300,12.0
01033020400,12.0
01033020500,12.0
01033020600,12.0
01033020703,12.0
01033020704,12.0
01033020705,12.0
01033020706,12.0
01033020801,12.0
01033020802,12.0
01033020901,12.0
01033020902,12.0
01033021000,11.0
01035960200,3.0
01035960300,3.0
01035960400,3.0
01035960500,3.0
01035960600,3.0
01037961000,0.0
01037961100,0.0
01037961200,0.0
