GEOID,District0,District1,District2,District3,District4
1001020100,0.0,17.0,31.0,50.0,68.0
1001020200,0.0,17.0,31.0,50.0,68.0
1001020300,0.0,17.0,31.0,50.0,68.0
1001020400,0.0,17.0,31.0,50.0,68.0
1001020501,0.0,17.0,31.0,50.0,68.0
1001020502,0.0,17.0,31.0,50.0,68.0
1001020503,0.0,17.0,31.0,50.0,68.0
1001020600,0.0,17.0,31.0,50.0,68.0
1001020700,0.0,17.0,31.0,50.0,68.0
1001020801,0.0,17.0,31.0,50.0,68.0
1001020803,0.0,17.0,31.0,50.0,68.0
1001020804,0.0,17.0,31.0,50.0,68.0
1001020805,0.0,17.0,31.0,50.0,68.0
1001020901,0.0,17.0,31.0,50.0,68.0
1001020902,0.0,17.0,31.0,50.0,68.0
1001021000,3.0,17.0,31.0,50.0,68.0
1001021100,0.0,17.0,31.0,59.0,68.0
1003010100,1.0,18.0,23.0,60.0,62.0
1003010200,1.0,18.0,23.0,60.0,61.0
1003010300,1.0,18.0,23.0,60.0,62.0
1003010400,1.0,18.0,23.0,60.0,61.0
1003010500,1.0,18.0,23.0,60.0,61.0
1003010600,1.0,18.0,23.0,60.0,61.0
1003010704,1.0,18.0,23.0,60.0,62.0
1003010706,1.0,18.0,23.0,60.0,62.0
1003010707,1.0,18.0,23.0,60.0,62.0
1003010708,1.0,18.0,23.0,60.0,62.0
1003010709,1.0,18.0,23.0,60.0,62.0
1003010710,1.0,18.0,23.0,60.0,61.0
1003010711,1.0,18.0,23.0,60.0,62.0
1003010800,1.0,18.0,23.0,60.0,61.0
1003010903,1.0,18.0,23.0,60.0,62.0
1003010904,1.0,18.0,23.0,60.0,61.0
1003010906,1.0,18.0,23.0,60.0,62.0
1003010907,1.0,18.0,23.0,60.0,62.0
1003010908,1.0,18.0,23.0,60.0,62.0
1003011000,1.0,18.0,23.0,60.0,62.0
1003011102,1.0,18.0,23.0,60.0,61.0
1003011103,1.0,18.0,23.0,60.0,61.0
1003011104,1.0,18.0,23.0,60.0,61.0
1003011201,1.0,18.0,23.0,60.0,61.0
1003011202,1.0,18.0,23.0,60.0,61.0
1003011300,1.0,18.0,23.0,60.0,61.0
1003011409,1.0,18.0,23.0,60.0,61.0
1003011410,1.0,18.0,23.0,60.0,61.0
1003011411,1.0,18.0,23.0,60.0,61.0
1003011412,1.0,18.0,23.0,60.0,61.0
1003011413,1.0,18.0,23.0,60.0,61.0
1003011414,1.0,18.0,23.0,60.0,61.0
1003011415,1.0,18.0,23.0,60.0,61.0
1003011416,1.0,18.0,23.0,60.0,61.0
1003011417,1.0,18.0,23.0,60.0,61.0
1003011418,1.0,18.0,23.0,60.0,61.0
1003011419,1.0,18.0,23.0,60.0,61.0
1003011501,1.0,18.0,23.0,60.0,61.0
1003011503,1.0,18.0,23.0,60.0,61.0
1003011504,1.0,18.0,23.0,60.0,61.0
1003011601,1.0,18.0,23.0,60.0,61.0
1003011603,1.0,18.0,23.0,60.0,61.0
1003011604,1.0,18.0,23.0,60.0,61.0
1005950100,1.0,12.0,35.0,54.0,62.0
1005950200,1.0,12.0,35.0,54.0,62.0
1005950300,1.0,12.0,35.0,50.0,62.0
1005950400,1.0,12.0,35.0,50.0,62.0
