GEOID,District0,District1,District2,District3,District4
01001020100,20.0,29.0,41.0,56.0,86.0
01001020200,20.0,29.0,41.0,58.0,86.0
01001020300,20.0,29.0,41.0,58.0,86.0
01001020400,20.0,29.0,41.0,58.0,86.0
01001020501,20.0,27.0,41.0,58.0,86.0
01001020502,20.0,29.0,41.0,58.0,86.0
01001020503,20.0,29.0,41.0,58.0,86.0
01001020600,20.0,27.0,41.0,58.0,86.0
01001020700,20.0,27.0,41.0,58.0,86.0
01001020801,20.0,27.0,41.0,58.0,86.0
01001020803,20.0,29.0,41.0,56.0,86.0
01001020804,20.0,29.0,41.0,58.0,86.0
01001020805,20.0,29.0,41.0,56.0,86.0
01001020901,21.0,29.0,41.0,56.0,86.0
01001020902,20.0,29.0,41.0,56.0,86.0
01001021000,20.0,29.0,41.0,56.0,86.0
01001021100,20.0,27.0,41.0,56.0,86.0
01003010100,22.0,28.0,38.0,58.0,67.0
01003010200,20.0,28.0,38.0,57.0,67.0
01003010300,22.0,28.0,38.0,58.0,67.0
01003010400,20.0,28.0,38.0,57.0,67.0
01003010500,22.0,28.0,38.0,58.0,67.0
01003010600,22.0,28.0,38.0,58.0,67.0
01003010704,22.0,28.0,38.0,58.0,67.0
01003010706,22.0,28.0,38.0,58.0,67.0
01003010707,22.0,28.0,38.0,58.0,67.0
01003010708,22.0,28.0,38.0,58.0,67.0
01003010709,22.0,28.0,38.0,58.0,67.0
01003010710,22.0,28.0,38.0,58.0,67.0
01003010711,22.0,28.0,38.0,58.0,67.0
01003010800,22.0,28.0,38.0,58.0,67.0
01003010903,22.0,28.0,38.0,58.0,67.0
01003010904,20.0,28.0,38.0,57.0,67.0
01003010906,22.0,28.0,38.0,57.0,67.0
01003010907,22.0,28.0,38.0,58.0,67.0
01003010908,22.0,28.0,38.0,58.0,67.0
01003011000,20.0,28.0,38.0,57.0,67.0
01003011102,22.0,28.0,38.0,57.0,67.0
01003011103,22.0,28.0,38.0,58.0,67.0
01003011104,22.0,28.0,38.0,58.0,67.0
01003011201,22.0,28.0,38.0,58.0,67.0
01003011202,22.0,28.0,38.0,58.0,67.0
01003011300,22.0,28.0,38.0,57.0,67.0
01003011409,20.0,28.0,38.0,57.0,67.0
01003011410,20.0,28.0,38.0,57.0,67.0
01003011411,20.0,28.0,38.0,57.0,67.0
01003011412,20.0,28.0,38.0,57.0,67.0
01003011413,20.0,28.0,38.0,57.0,67.0
01003011414,20.0,28.0,38.0,57.0,67.0
01003011415,20.0,28.0,38.0,57.0,67.0
01003011416,20.0,28.0,38.0,57.0,67.0
01003011417,20.0,28.0,38.0,57.0,67.0
01003011418,20.0,28.0,38.0,57.0,67.0
01003011419,20.0,28.0,38.0,57.0,67.0
