GEOID,District0
01001020100,11.0
01001020200,11.0
01001020300,11.0
01001020400,11.0
01001020501,11.0
01001020502,11.0
01001020503,11.0
01001020600,11.0
01001020700,11.0
01001020801,11.0
01001020803,6.0
01001020804,6.0
01001020805,11.0
01001020901,11.0
01001020902,6.0
01001021000,6.0
01001021100,7.0
01003010100,7.0
01003010200,7.0
01003010300,7.0
01003010400,7.0
01003010500,7.0
01003010600,7.0
01003010704,7.0
01003010706,7.0
01003010707,7.0
01003010708,7.0
01003010709,7.0
01003010710,7.0
01003010711,7.0
01003010800,7.0
01003010903,7.0
01003010904,7.0
01003010906,7.0
01003010907,7.0
01003010908,7.0
01003011000,7.0
01003011102,7.0
01003011103,7.0
01003011104,7.0
01003011201,7.0
01003011202,7.0
01003011300,7.0
01003011409,7.0
01003011410,7.0
01003011411,7.0
01003011412,7.0
01003011413,7.0
01003011414,7.0
01003011415,7.0
01003011416,7.0
01003011417,7.0
01003011418,7.0
01003011419,7.0
01003011501,7.0
01003011503,7.0
01003011504,7.0
01003011601,7.0
01003011603,7.0
01003011604,7.0
01005950100,10.0
01005950200,11.0
01005950300,11.0
01005950400,11.0
01005950500,11.0
01005950600,11.0
01005950700,10.0
01005950800,10.0
01005950900,10.0
01007010001,6.0
01007010005,6.0
01007010006,6.0
01007010007,6.0
01007010008,6.0
01007010009,6.0
01007010010,6.0
01007010011,7.0
01009050103,4.0
01009050104,3.0
01009050105,5.0
01009050106,4.0
01009050107,4.0
01009050200,3.0
01009050301,5.0
01009050302,3.0
01009050400,5.0
01009050501,3.0
01009050502,3.0
01009050601,3.0
01009050603,3.0
01009050604,3.0
01009050701,3.0
01009050702,3.0
01011952100,11.0
01011952201,11.0
01011952202,11.0
01011952500,11.0
01013952700,7.0
01013952800,7.0
01013952900,7.0
01013953000,7.0
01013953100,7.0
01013953200,7.0
01013953300,7.0
01013953400,7.0
01013953500,7.0
01015000200,10.0
01015000300,10.0
01015000400,10.0
01015000500,10.0
01015000600,10.0
01015000700,10.0
01015000800,10.0
01015000900,10.0
01015001000,10.0
01015001101,10.0
01015001102,10.0
01015001103,10.0
01015001201,10.0
01015001202,10.0
01015001300,10.0
01015001400,10.0
01015001501,10.0
01015001502,10.0
01015001600,10.0
01015001700,10.0
01015001801,10.0
01015001802,10.0
01015002001,10.0
01015002002,10.0
01015002101,10.0
01015002102,10.0
01015002104,10.0
01015002105,10.0
01015002200,10.0
01015002300,10.0
01015002400,10.0
01015002502,10.0
01015002503,10.0
01015002504,10.0
01015002600,10.0
01015981901,10.0
01015981902,10.0
01015981903,10.0
01017953800,10.0
01017953900,10.0
01017954001,10.0
01017954002,10.0
01017954200,10.0
01017954300,10.0
01017954600,10.0
01017954700,10.0
01017954800,10.0
01019955701,10.0
01019955702,10.0
01019955801,5.0
01019955802,10.0
01019955900,10.0
01019956000,10.0
01019956101,10.0
01019956102,10.0
01021060101,6.0
01021060103,6.0
01021060104,6.0
01021060200,11.0
01021060300,6.0
01021060401,6.0
01021060403,6.0
01021060404,6.0
01021060500,6.0
01021060600,6.0
01021060701,11.0
01021060702,11.0
01023956700,6.0
01023956800,6.0
01023956900,6.0
01023957000,6.0
01025957500,7.0
01025957601,7.0
01025957603,7.0
01025957604,7.0
01025957700,6.0
01025957800,7.0
01025957901,7.0
01025957902,7.0
01025958003,7.0
01027958900,10.0
01027959000,10.0
01027959100,10.0
01027959200,10.0
01029959500,10.0
01029959600,10.0
01029959700,10.0
01029959800,10.0
01031010100,11.0
01031010200,11.0
01031010300,11.0
01031010400,11.0
01031010500,11.0
01031010600,11.0
01031010700,11.0
01031010800,11.0
