GEOID,District0,District1,District2,District3,District4
01001020100,3.0,27.0,36.0,67.0,81.0
01001020200,3.0,27.0,36.0,67.0,81.0
01001020300,3.0,27.0,36.0,67.0,81.0
01001020400,3.0,27.0,36.0,67.0,81.0
01001020501,3.0,27.0,36.0,67.0,81.0
01001020502,3.0,27.0,36.0,67.0,81.0
01001020503,3.0,27.0,36.0,67.0,81.0
01001020600,3.0,27.0,36.0,67.0,81.0
01001020700,3.0,27.0,36.0,67.0,81.0
01001020801,3.0,27.0,36.0,67.0,81.0
01001020803,3.0,27.0,36.0,67.0,81.0
01001020804,3.0,27.0,36.0,67.0,81.0
01001020805,3.0,27.0,36.0,67.0,81.0
01001020901,3.0,27.0,36.0,67.0,82.0
01001020902,3.0,27.0,36.0,67.0,81.0
01001021000,3.0,27.0,36.0,67.0,81.0
01001021100,3.0,27.0,36.0,67.0,81.0
01003010100,6.0,26.0,41.0,66.0,74.0
01003010200,5.0,26.0,41.0,66.0,74.0
01003010300,6.0,26.0,41.0,66.0,74.0
01003010400,6.0,26.0,41.0,66.0,74.0
01003010500,5.0,26.0,41.0,66.0,74.0
01003010600,6.0,26.0,41.0,66.0,74.0
01003010704,6.0,26.0,41.0,66.0,74.0
01003010706,6.0,26.0,41.0,66.0,74.0
01003010707,6.0,26.0,41.0,66.0,74.0
01003010708,6.0,26.0,41.0,66.0,74.0
01003010709,6.0,26.0,41.0,66.0,74.0
01003010710,6.0,26.0,41.0,66.0,74.0
01003010711,6.0,26.0,41.0,66.0,74.0
01003010800,6.0,26.0,41.0,66.0,74.0
01003010903,6.0,26.0,41.0,66.0,74.0
01003010904,6.0,26.0,41.0,66.0,74.0
01003010906,6.0,26.0,41.0,66.0,74.0
01003010907,6.0,26.0,41.0,66.0,74.0
01003010908,6.0,26.0,41.0,66.0,74.0
01003011000,6.0,26.0,41.0,66.0,74.0
01003011102,6.0,26.0,41.0,66.0,74.0
01003011103,6.0,26.0,41.0,66.0,74.0
01003011104,6.0,26.0,41.0,66.0,74.0
01003011201,6.0,26.0,41.0,66.0,74.0
