GEOID20,District0,District1,District2,District3,District4,District5,District6,District7,District8,District9,District10,District11,District12,District13,District14
360290017002019,0.0,33.0,81.0,98.0,119.0,148.0,186.0,203.0,231.0,236.0,269.0,277.0,301.0,320.0,352.0
360290017002020,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,231.0,236.0,268.0,277.0,301.0,320.0,352.0
360290017002021,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,231.0,236.0,269.0,277.0,301.0,320.0,352.0
360290019001000,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001001,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001002,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001003,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001004,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001005,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001006,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001007,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019001008,19.0,32.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,246.0,273.0,280.0,301.0,321.0,335.0
360290019002000,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,245.0,268.0,277.0,301.0,320.0,335.0
360290019002001,19.0,32.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,245.0,268.0,280.0,301.0,320.0,353.0
360290019002002,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,245.0,273.0,280.0,301.0,320.0,353.0
360290019002003,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019002004,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019002005,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019002006,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019002007,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,321.0,353.0
360290019002008,19.0,34.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,246.0,273.0,277.0,301.0,321.0,335.0
360290019002009,19.0,32.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,245.0,273.0,280.0,301.0,321.0,335.0
360290019002010,19.0,32.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,245.0,273.0,280.0,301.0,321.0,335.0
360290019002011,19.0,32.0,82.0,99.0,119.0,166.0,185.0,207.0,233.0,245.0,273.0,280.0,301.0,321.0,335.0
360290019003000,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019003001,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019003002,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019003003,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290019003004,19.0,34.0,82.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,273.0,277.0,301.0,320.0,353.0
360290023001000,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001001,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001002,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001003,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290023001004,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001005,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001006,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001007,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001008,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001009,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023001010,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023002000,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023002001,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023002002,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023002003,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023002004,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023002005,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023003000,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023003001,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023003002,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023003003,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023003004,19.0,34.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023003005,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023004000,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023004001,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023004002,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023004003,19.0,34.0,81.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023004004,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290023004005,19.0,55.0,81.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024001000,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024001001,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024001002,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024001003,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024001004,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024001005,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024001006,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024002000,19.0,55.0,89.0,98.0,119.0,166.0,180.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024002001,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024002002,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024002003,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024002004,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024002005,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024002006,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024003000,19.0,55.0,89.0,98.0,119.0,166.0,180.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024003001,0.0,55.0,89.0,98.0,119.0,148.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024003002,0.0,55.0,89.0,98.0,119.0,148.0,180.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024003003,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024003004,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024003005,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024003006,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,320.0,353.0
360290024003007,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024003008,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,320.0,353.0
360290024003009,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,320.0,353.0
360290024003010,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024003011,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024003012,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024003013,19.0,34.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024004000,19.0,55.0,89.0,98.0,122.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024004001,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024004002,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024004003,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024004004,19.0,55.0,89.0,98.0,122.0,166.0,180.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024004005,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024004006,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,281.0,301.0,332.0,353.0
360290024004007,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024004008,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024004009,19.0,55.0,89.0,98.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024004010,19.0,55.0,89.0,99.0,119.0,166.0,185.0,206.0,233.0,246.0,268.0,277.0,301.0,332.0,353.0
360290024005000,0.0,55.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,332.0,353.0
360290024005001,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005002,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005003,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005004,0.0,55.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005005,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024005006,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024005007,0.0,34.0,89.0,98.0,122.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005008,0.0,34.0,89.0,98.0,122.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,320.0,353.0
360290024005009,0.0,34.0,89.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,268.0,277.0,299.0,320.0,353.0
360290024005010,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005011,0.0,55.0,89.0,98.0,122.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,320.0,353.0
360290024005012,0.0,55.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,320.0,353.0
360290024005013,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,299.0,320.0,353.0
360290024005014,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024005015,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024005016,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,301.0,320.0,353.0
360290024005017,0.0,34.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,277.0,301.0,320.0,353.0
360290025021000,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025021001,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025021002,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025021003,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025021004,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025021005,17.0,33.0,65.0,97.0,129.0,155.0,168.0,212.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021006,17.0,33.0,65.0,97.0,129.0,155.0,168.0,212.0,229.0,251.0,269.0,279.0,304.0,322.0,358.0
360290025021007,17.0,33.0,65.0,97.0,129.0,155.0,168.0,212.0,229.0,251.0,269.0,279.0,304.0,322.0,358.0
360290025021008,17.0,33.0,65.0,97.0,129.0,155.0,168.0,212.0,229.0,251.0,269.0,279.0,304.0,322.0,358.0
360290025021009,17.0,33.0,65.0,97.0,129.0,155.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,358.0
360290025021010,17.0,33.0,65.0,97.0,129.0,155.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021011,17.0,33.0,65.0,97.0,129.0,155.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021012,17.0,33.0,65.0,97.0,129.0,155.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021013,17.0,33.0,65.0,97.0,129.0,155.0,167.0,213.0,229.0,251.0,273.0,279.0,304.0,322.0,358.0
360290025021014,17.0,33.0,65.0,97.0,129.0,156.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021015,17.0,33.0,65.0,97.0,129.0,156.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021016,17.0,33.0,65.0,97.0,129.0,155.0,168.0,213.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021017,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025021018,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022000,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,299.0,322.0,352.0
360290025022001,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,299.0,322.0,352.0
360290025022002,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025022003,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025022004,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025022005,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025022006,0.0,33.0,81.0,97.0,129.0,148.0,167.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022007,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022008,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022009,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022010,17.0,33.0,65.0,97.0,129.0,156.0,167.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022011,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025022012,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023000,0.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,236.0,269.0,279.0,299.0,322.0,352.0
360290025023001,17.0,33.0,65.0,100.0,129.0,156.0,168.0,212.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023002,17.0,33.0,65.0,100.0,129.0,156.0,168.0,212.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023003,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025023004,17.0,33.0,66.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025023005,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025023006,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,252.0,269.0,279.0,304.0,322.0,352.0
360290025023007,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,299.0,322.0,352.0
360290025023008,0.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,236.0,269.0,279.0,301.0,322.0,352.0
360290025023009,0.0,33.0,66.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,299.0,322.0,352.0
360290025023010,17.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023011,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023012,0.0,33.0,65.0,97.0,129.0,156.0,168.0,212.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023013,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023014,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,299.0,322.0,352.0
360290025023015,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023016,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023017,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023018,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023019,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025023020,0.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025023021,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290025023022,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,236.0,269.0,279.0,304.0,322.0,352.0
360290025023023,17.0,33.0,65.0,97.0,129.0,156.0,168.0,203.0,229.0,251.0,269.0,279.0,304.0,322.0,352.0
360290027031000,0.0,34.0,89.0,98.0,119.0,156.0,168.0,212.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031001,0.0,34.0,89.0,98.0,122.0,156.0,168.0,212.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031002,0.0,34.0,66.0,100.0,122.0,156.0,168.0,212.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031003,0.0,34.0,66.0,100.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031004,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031005,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031006,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031007,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031008,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027031009,0.0,34.0,81.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031010,0.0,34.0,81.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031011,0.0,34.0,81.0,98.0,119.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031012,0.0,34.0,81.0,98.0,119.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031013,0.0,34.0,81.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031014,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,277.0,301.0,320.0,352.0
360290027031015,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027031016,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027041000,0.0,34.0,66.0,100.0,122.0,156.0,180.0,203.0,232.0,236.0,269.0,281.0,299.0,320.0,353.0
360290027041001,0.0,34.0,89.0,100.0,122.0,156.0,180.0,203.0,232.0,236.0,269.0,281.0,299.0,320.0,353.0
360290027041002,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,281.0,299.0,320.0,353.0
360290027041003,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,281.0,299.0,320.0,352.0
360290027041004,0.0,34.0,89.0,98.0,119.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027041005,0.0,34.0,89.0,98.0,119.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027042000,0.0,34.0,89.0,98.0,122.0,148.0,180.0,203.0,232.0,236.0,268.0,281.0,299.0,320.0,353.0
360290027042001,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,281.0,299.0,320.0,353.0
360290027042002,0.0,34.0,89.0,98.0,122.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,353.0
360290027042003,0.0,34.0,89.0,98.0,122.0,148.0,168.0,203.0,232.0,236.0,269.0,279.0,299.0,320.0,352.0
360290027042004,0.0,34.0,89.0,98.0,119.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027042005,0.0,34.0,81.0,98.0,119.0,156.0,168.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027043000,0.0,34.0,89.0,98.0,122.0,148.0,186.0,203.0,232.0,236.0,269.0,277.0,299.0,320.0,353.0
360290027043001,0.0,34.0,89.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,353.0
360290027043002,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027043003,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,277.0,301.0,320.0,352.0
360290027043004,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290027043005,0.0,34.0,81.0,98.0,119.0,148.0,186.0,203.0,232.0,236.0,269.0,279.0,301.0,320.0,352.0
360290028011000,0.0,55.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,332.0,353.0
360290028011001,0.0,55.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,332.0,353.0
360290028011002,0.0,55.0,89.0,98.0,119.0,148.0,186.0,206.0,232.0,246.0,268.0,281.0,299.0,320.0,353.0
360290028011003,0.0,55.0,89.0,98.0,122.0,148.0,186.0,203.0,232.0,236.0,268.0,281.0,299.0,320.0,353.0
360290028011004,0.0,34.0,89.0,98.0,122.0,148.0,186.0,203.0,232.0,236.0,268.0,281.0,299.0,320.0,353.0
