GEOID20,District0,District1,District2,District3,District4,District5,District6,District7,District8,District9,District10,District11,District12,District13,District14
360290047022000,4.0,64.0,90.0,111.0,121.0,157.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047022001,4.0,63.0,90.0,111.0,121.0,157.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047022002,4.0,63.0,90.0,111.0,121.0,157.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047022003,5.0,63.0,80.0,111.0,121.0,157.0,179.0,197.0,222.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047022004,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,240.0,270.0,278.0,315.0,316.0,354.0
360290047022005,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,240.0,270.0,278.0,315.0,316.0,354.0
360290047022006,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,240.0,270.0,278.0,315.0,316.0,354.0
360290047022007,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,240.0,270.0,278.0,315.0,316.0,354.0
360290047022008,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,240.0,270.0,278.0,315.0,316.0,354.0
360290047022009,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,239.0,270.0,278.0,315.0,316.0,355.0
360290047022010,4.0,64.0,90.0,111.0,120.0,157.0,179.0,195.0,217.0,239.0,270.0,278.0,315.0,316.0,355.0
360290047023000,5.0,63.0,80.0,111.0,121.0,156.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047023001,5.0,63.0,80.0,111.0,121.0,156.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047023002,5.0,63.0,80.0,111.0,121.0,156.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047023003,5.0,63.0,80.0,111.0,121.0,156.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290047023004,4.0,64.0,90.0,111.0,121.0,157.0,179.0,197.0,217.0,240.0,263.0,288.0,315.0,316.0,354.0
360290048001000,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048001001,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048001002,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048001003,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048001004,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048001005,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048001006,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048001007,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048002000,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048002001,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048002002,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048002003,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048002004,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,316.0,370.0
360290048002005,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048002006,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,331.0,370.0
360290048002007,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,331.0,370.0
360290048002008,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,331.0,370.0
360290048002009,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048002010,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,331.0,370.0
360290048002011,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,331.0,370.0
360290048002012,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290048002013,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290048002014,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290048003000,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,288.0,310.0,325.0,370.0
360290048003001,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290048003002,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290048003003,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290048003004,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290048003005,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290048003006,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290048003007,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048003008,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048003009,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290048003010,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048003011,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048003012,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290048003013,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,310.0,325.0,370.0
360290049011000,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049011001,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049011002,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049011003,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049011004,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,263.0,288.0,310.0,325.0,370.0
360290049011005,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,243.0,263.0,288.0,310.0,325.0,370.0
360290049012000,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049012001,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049012002,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049012003,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049012004,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049021000,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290049021001,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290049021002,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049021003,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049021004,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049021005,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049021006,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049022000,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290049022001,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,289.0,310.0,325.0,370.0
360290049022002,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049022003,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049022004,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049022005,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049022006,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,370.0
360290049023000,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049023001,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290049023002,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049023003,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049023004,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290049023005,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,288.0,310.0,325.0,370.0
360290050001000,6.0,25.0,80.0,107.0,128.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050001001,6.0,25.0,80.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050001002,6.0,25.0,80.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050001003,6.0,25.0,79.0,107.0,128.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050001004,6.0,25.0,80.0,107.0,128.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050001005,6.0,25.0,80.0,107.0,128.0,152.0,169.0,197.0,222.0,243.0,260.0,289.0,310.0,325.0,371.0
360290050002000,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050002001,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050002002,6.0,25.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050002003,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050002004,6.0,25.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050002005,6.0,25.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050003000,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050003001,6.0,63.0,79.0,107.0,128.0,153.0,169.0,187.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050003002,6.0,63.0,79.0,107.0,128.0,153.0,169.0,187.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050003003,6.0,63.0,79.0,107.0,128.0,153.0,169.0,187.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050003004,6.0,63.0,79.0,107.0,128.0,153.0,169.0,187.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290050003005,6.0,25.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051001000,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,288.0,310.0,325.0,370.0
360290051001001,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,288.0,310.0,325.0,370.0
360290051001002,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051001003,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051001004,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051001005,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051001006,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051001007,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051001008,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290051001009,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290051001010,6.0,63.0,79.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290051001011,6.0,63.0,79.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290051001012,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290051001013,6.0,63.0,80.0,112.0,121.0,153.0,169.0,197.0,222.0,243.0,263.0,289.0,310.0,325.0,370.0
360290051002000,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051002001,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051002002,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051002003,6.0,63.0,80.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051003000,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051003001,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051003002,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051003003,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051003004,6.0,63.0,79.0,107.0,128.0,153.0,169.0,187.0,223.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051003005,6.0,63.0,79.0,112.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051004000,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051004001,6.0,63.0,79.0,107.0,128.0,153.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051004002,6.0,63.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,371.0
360290051004003,6.0,63.0,79.0,112.0,128.0,152.0,169.0,197.0,222.0,243.0,259.0,289.0,310.0,325.0,370.0
360290052011000,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011001,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011002,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011003,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011004,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011005,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011006,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011007,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052011008,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052012000,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052012001,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052012002,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052012003,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052012004,5.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,354.0
360290052012005,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,354.0
360290052013000,5.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052013001,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,332.0,354.0
360290052013002,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,332.0,354.0
360290052013003,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,354.0
360290052013004,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,354.0
360290052013005,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,263.0,288.0,314.0,332.0,354.0
360290052013006,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,354.0
360290052013007,6.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,355.0
360290052013008,6.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,355.0
360290052013009,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052014000,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052014001,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290052014002,6.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290052014003,5.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,263.0,288.0,314.0,332.0,370.0
360290052014004,5.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,263.0,288.0,314.0,332.0,370.0
360290052014005,5.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,263.0,288.0,314.0,332.0,370.0
360290052014006,5.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,370.0
360290052021000,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052021001,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052021002,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052021003,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052021004,5.0,24.0,66.0,112.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052021005,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052021006,18.0,24.0,66.0,112.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,279.0,314.0,332.0,370.0
360290052021007,18.0,24.0,66.0,112.0,128.0,155.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052021008,18.0,24.0,66.0,108.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,279.0,314.0,332.0,370.0
360290052021009,5.0,24.0,66.0,112.0,128.0,155.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052021010,18.0,24.0,66.0,112.0,128.0,155.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052022000,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052022001,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052022002,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052022003,5.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052022004,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052022005,5.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052022006,5.0,24.0,66.0,112.0,121.0,156.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052022007,18.0,24.0,66.0,112.0,121.0,156.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052022008,5.0,24.0,66.0,112.0,121.0,155.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290052022009,5.0,24.0,66.0,112.0,121.0,156.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290052022010,18.0,24.0,66.0,112.0,121.0,155.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,355.0
360290053001000,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290053001001,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,331.0,370.0
360290053001002,6.0,63.0,80.0,112.0,121.0,152.0,169.0,197.0,222.0,240.0,263.0,288.0,314.0,332.0,370.0
360290053001003,6.0,25.0,80.0,112.0,128.0,152.0,169.0,197.0,222.0,240.0,264.0,288.0,314.0,323.0,370.0
360290053001004,6.0,63.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053001005,6.0,25.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053001006,6.0,25.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053001007,6.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053001008,5.0,63.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053001009,5.0,64.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,354.0
360290053001010,5.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,354.0
360290053001011,5.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,354.0
360290053001012,6.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,355.0
360290053001013,6.0,24.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,355.0
360290053001014,6.0,25.0,80.0,108.0,128.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,323.0,370.0
360290053001015,5.0,25.0,80.0,108.0,128.0,152.0,177.0,187.0,222.0,243.0,260.0,288.0,314.0,323.0,370.0
360290053002000,6.0,25.0,80.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053002001,6.0,25.0,66.0,112.0,121.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,332.0,370.0
360290053002002,5.0,25.0,66.0,108.0,128.0,152.0,169.0,196.0,222.0,240.0,264.0,288.0,314.0,323.0,370.0
360290053002003,5.0,25.0,66.0,108.0,128.0,152.0,177.0,196.0,216.0,243.0,264.0,288.0,314.0,323.0,372.0
360290053002004,5.0,24.0,66.0,108.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,279.0,314.0,324.0,370.0
360290053002005,5.0,24.0,66.0,108.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,279.0,314.0,324.0,370.0
360290053002006,5.0,24.0,66.0,112.0,121.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290053002007,5.0,24.0,66.0,112.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290053002008,6.0,25.0,66.0,112.0,121.0,152.0,169.0,196.0,216.0,240.0,264.0,288.0,314.0,332.0,355.0
360290053002009,5.0,24.0,66.0,112.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,281.0,314.0,332.0,370.0
360290053002010,5.0,24.0,66.0,108.0,128.0,152.0,177.0,196.0,216.0,240.0,264.0,279.0,314.0,324.0,370.0
