GEOID20,District0,District1,District2,District3,District4
360290001101000,2.0,30.0,41.0,65.0,90.0
360290001101001,2.0,30.0,41.0,65.0,90.0
360290001101002,2.0,30.0,41.0,65.0,90.0
360290001101003,2.0,30.0,41.0,65.0,90.0
360290001101004,2.0,30.0,41.0,65.0,90.0
360290001101005,2.0,30.0,41.0,65.0,90.0
360290001101006,2.0,30.0,41.0,65.0,90.0
360290001102000,2.0,30.0,41.0,65.0,90.0
360290001102001,2.0,30.0,41.0,65.0,90.0
360290001102002,2.0,30.0,41.0,65.0,90.0
360290001102003,2.0,30.0,41.0,65.0,90.0
360290001102004,2.0,30.0,41.0,65.0,90.0
360290001102005,2.0,30.0,41.0,65.0,90.0
360290001103000,2.0,30.0,41.0,65.0,90.0
360290001103001,2.0,30.0,41.0,65.0,90.0
360290001103002,2.0,30.0,41.0,65.0,90.0
360290001103003,2.0,30.0,41.0,65.0,90.0
360290001103004,2.0,30.0,41.0,65.0,90.0
360290001103005,2.0,30.0,41.0,65.0,90.0
360290001103006,2.0,30.0,41.0,65.0,90.0
360290001103007,2.0,30.0,41.0,65.0,90.0
360290001103008,11.0,29.0,41.0,65.0,90.0
360290001103009,11.0,30.0,41.0,65.0,90.0
360290001103010,11.0,30.0,41.0,65.0,90.0
360290001103011,2.0,30.0,41.0,65.0,90.0
360290001103012,2.0,30.0,41.0,65.0,90.0
360290001103013,2.0,30.0,41.0,65.0,90.0
360290001103017,2.0,30.0,41.0,65.0,90.0
360290001103019,2.0,30.0,41.0,65.0,90.0
360290001103020,2.0,30.0,41.0,65.0,90.0
360290001103021,2.0,30.0,41.0,65.0,90.0
360290001103022,2.0,30.0,41.0,65.0,90.0
360290001103023,2.0,30.0,41.0,65.0,90.0
360290001103024,2.0,30.0,41.0,65.0,90.0
360290001103025,2.0,30.0,41.0,65.0,90.0
360290001103026,2.0,30.0,41.0,65.0,90.0
360290001103027,2.0,30.0,41.0,65.0,90.0
360290001103028,2.0,30.0,41.0,65.0,90.0
360290001103029,2.0,30.0,41.0,65.0,90.0
360290001103030,2.0,30.0,41.0,65.0,90.0
360290001103031,2.0,30.0,41.0,65.0,90.0
360290001103032,2.0,30.0,41.0,65.0,90.0
360290001103033,2.0,30.0,41.0,65.0,90.0
360290001103034,2.0,30.0,41.0,65.0,90.0
360290001103035,2.0,30.0,41.0,65.0,90.0
360290001103036,2.0,30.0,41.0,65.0,90.0
360290001103037,2.0,30.0,41.0,65.0,90.0
360290001103038,2.0,30.0,41.0,65.0,90.0
360290001103039,2.0,30.0,41.0,65.0,90.0
360290001103040,2.0,30.0,41.0,65.0,90.0
360290001103041,2.0,30.0,41.0,65.0,90.0
360290001103042,2.0,30.0,41.0,65.0,90.0
360290001103043,2.0,30.0,41.0,65.0,90.0
360290001103044,2.0,30.0,41.0,65.0,90.0
