GEOID,District0
01001020100,39.0
01001020200,39.0
01001020300,39.0
01001020400,39.0
01001020501,39.0
01001020502,39.0
01001020503,39.0
01001020600,39.0
01001020700,39.0
01001020801,39.0
01001020803,39.0
01001020804,39.0
01001020805,39.0
01001020901,39.0
01001020902,39.0
01001021000,39.0
01001021100,39.0
01003010100,0.0
01003010200,0.0
01003010300,0.0
01003010400,0.0
01003010500,0.0
01003010600,0.0
01003010704,0.0
01003010706,0.0
01003010707,0.0
01003010708,0.0
01003010709,0.0
01003010710,0.0
01003010711,0.0
01003010800,0.0
01003010903,0.0
01003010904,0.0
01003010906,0.0
01003010907,0.0
01003010908,0.0
01003011000,0.0
01003011102,0.0
01003011103,0.0
01003011104,0.0
01003011201,0.0
01003011202,0.0
01003011300,0.0
01003011409,0.0
01003011410,0.0
01003011411,0.0
01003011412,0.0
01003011413,0.0
01003011414,0.0
01003011415,0.0
01003011416,0.0
01003011417,0.0
01003011418,0.0
01003011419,0.0
01003011501,0.0
01003011503,0.0
01003011504,0.0
01003011601,0.0
01003011603,0.0
01003011604,0.0
01005950100,1.0
01005950200,1.0
01005950300,1.0
01005950400,1.0
01005950500,1.0
01005950600,1.0
01005950700,1.0
01005950800,1.0
01005950900,1.0
01007010001,128.0
01007010005,128.0
01007010006,128.0
01007010007,39.0
01007010008,128.0
01007010009,39.0
01007010010,39.0
01007010011,39.0
01009050103,460.0
01009050104,460.0
01009050105,460.0
01009050106,460.0
01009050107,460.0
01009050200,460.0
01009050301,460.0
01009050302,460.0
01009050400,460.0
01009050501,460.0
01009050502,460.0
01009050601,460.0
01009050603,460.0
01009050604,460.0
01009050701,460.0
01009050702,460.0
01011952100,1.0
01011952201,1.0
01011952202,1.0
01011952500,1.0
01013952700,39.0
01013952800,39.0
01013952900,39.0
01013953000,39.0
01013953100,39.0
01013953200,39.0
01013953300,39.0
01013953400,39.0
01013953500,39.0
01015000200,128.0
01015000300,128.0
01015000400,128.0
01015000500,128.0
01015000600,128.0
01015000700,128.0
01015000800,128.0
01015000900,128.0
01015001000,128.0
01015001101,128.0
01015001102,128.0
01015001103,128.0
01015001201,128.0
01015001202,128.0
01015001300,128.0
01015001400,128.0
01015001501,128.0
01015001502,128.0
01015001600,128.0
01015001700,128.0
01015001801,128.0
01015001802,460.0
01015002001,460.0
01015002002,128.0
01015002101,460.0
01015002102,460.0
01015002104,460.0
01015002105,128.0
