GEOID,District0,District1
01097003207,2440.0,5982.0
01097003301,1871.0,5982.0
01097003302,1871.0,5982.0
01097003402,1871.0,5982.0
01097003404,1871.0,5982.0
01097003405,1871.0,5982.0
01097003406,1871.0,5982.0
01097003408,1871.0,5982.0
01097003409,1871.0,5982.0
01097003410,1871.0,5982.0
01097003501,1871.0,5982.0
01097003502,1871.0,5982.0
01097003602,1871.0,5982.0
01097003606,1871.0,5982.0
01097003607,1871.0,5982.0
01097003608,1871.0,5982.0
01097003703,1871.0,5982.0
01097003704,1871.0,5982.0
01097003705,1871.0,5982.0
01097003706,2440.0,5982.0
01097003707,2440.0,5982.0
01097003708,1871.0,5982.0
01097003710,2440.0,5982.0
01097003711,2440.0,5982.0
01097003712,2440.0,5982.0
01097003800,2440.0,5982.0
01097003901,1871.0,5982.0
01097003902,2440.0,5982.0
01097004000,2440.0,5982.0
01097004100,2440.0,5982.0
01097004800,2440.0,5982.0
01097004900,1871.0,5982.0
01097005000,2440.0,5982.0
01097005100,2440.0,5982.0
01097005200,2440.0,5982.0
01097005300,2440.0,5982.0
01097005400,2440.0,5982.0
01097005500,2440.0,5982.0
01097005601,2440.0,5982.0
01097005602,2440.0,5982.0
01097005701,2440.0,5982.0
01097005702,2440.0,5982.0
01097005800,1871.0,5982.0
01097005900,1871.0,5982.0
01097006000,1871.0,5982.0
01097006102,1871.0,5982.0
01097006103,1871.0,5982.0
01097006104,1871.0,5982.0
01097006106,2440.0,5982.0
01097006107,1871.0,5982.0
01097006201,1871.0,5982.0
01097006202,1871.0,5982.0
01097006303,1871.0,5982.0
01097006304,1871.0,5982.0
01097006305,1871.0,5982.0
01097006306,1871.0,5982.0
01097006307,1871.0,5982.0
01097006402,1871.0,5982.0
01097006403,1871.0,5982.0
01097006407,1871.0,5982.0
01097006408,1871.0,5982.0
01097006409,1871.0,5982.0
01097006410,1871.0,5982.0
01097006411,1871.0,5982.0
01097006412,1871.0,5982.0
01097006413,1871.0,5982.0
01097006501,1871.0,5982.0
01097006503,1871.0,5982.0
01097006504,1871.0,5982.0
01097006505,1871.0,5982.0
01097006600,1871.0,5982.0
01097006702,1871.0,5982.0
01097006703,1871.0,5982.0
01097006704,1871.0,5982.0
01097006802,2440.0,5982.0
01097006803,1871.0,5982.0
01097006804,1871.0,5982.0
01097006902,1871.0,5982.0
01097006903,1871.0,5982.0
01097006904,1871.0,5982.0
01097007000,2440.0,5982.0
01097007101,2440.0,5982.0
01097007102,2440.0,5982.0
01097007103,2440.0,5982.0
01097007201,1871.0,5982.0
01097007203,1871.0,5982.0
01097007204,1871.0,5982.0
01097007300,1871.0,5982.0
01097007400,2440.0,5982.0
01097007500,2440.0,5982.0
01097007600,2440.0,5982.0
01097007700,2440.0,5982.0
01097980000,1871.0,5982.0
01099075600,1871.0,6019.0
01099075700,1871.0,6019.0
01099075800,1871.0,6019.0
01099075901,1871.0,6019.0
01099075902,1871.0,6019.0
01099076000,1871.0,6019.0
01099076101,1871.0,5982.0
01099076102,1871.0,5982.0
01099076200,1871.0,5982.0
01101000100,2440.0,6020.0
01101000200,2440.0,6020.0
01101000300,2440.0,6020.0
01101000400,2440.0,6020.0
01101000500,2440.0,6020.0
01101000600,2440.0,6020.0
01101000700,2440.0,6020.0
01101000900,2440.0,6020.0
01101001000,2440.0,6020.0
01101001100,2440.0,6020.0
01101001200,2440.0,6020.0
01101001300,2440.0,6020.0
01101001400,2440.0,6020.0
01101001500,2440.0,6020.0
01101001600,2440.0,6020.0
01101001700,2440.0,6020.0
01101001800,2440.0,6020.0
01101001900,2440.0,6020.0
01101002000,2440.0,6020.0
01101002100,2440.0,6020.0
01101002201,2440.0,6020.0
01101002202,2440.0,6020.0
01101002300,2440.0,6020.0
01101002400,2440.0,6020.0
01101002500,2440.0,6020.0
01101002600,2440.0,6020.0
01101002700,2440.0,6020.0
01101002800,2440.0,6020.0
01101002901,2440.0,6020.0
01101002902,2440.0,6020.0
01101003000,2440.0,6020.0
01101003100,2440.0,6020.0
01101003200,2440.0,6020.0
01101003301,2440.0,6020.0
01101003303,2440.0,6020.0
01101003304,2440.0,6020.0
01101005101,2440.0,6020.0
01101005102,2440.0,6020.0
01101005301,2440.0,6020.0
01101005302,2440.0,6020.0
01101005402,2440.0,6020.0
01101005403,2440.0,6020.0
01101005407,2440.0,6020.0
01101005409,2440.0,6020.0
01101005410,2440.0,6020.0
01101005411,2440.0,6020.0
01101005412,2440.0,6020.0
01101005413,2440.0,6020.0
01101005414,2440.0,6020.0
01101005501,2440.0,6020.0
01101005502,2440.0,6020.0
01101005503,2440.0,6020.0
01101005504,2440.0,6020.0
01101005604,2440.0,6020.0
01101005605,2440.0,6020.0
01101005606,2440.0,6020.0
01101005607,2440.0,6020.0
01101005608,2440.0,6020.0
01101005609,2440.0,6020.0
01101005610,2440.0,6020.0
01101005611,2440.0,6020.0
01101005612,2440.0,6020.0
01101005613,2440.0,6020.0
01101005614,2440.0,6020.0
01101005700,2440.0,6020.0
01101005800,2440.0,6020.0
01101005902,2440.0,6020.0
01101005903,2440.0,6020.0
01101005904,2440.0,6020.0
01101006000,2440.0,6020.0
01101006100,2440.0,6020.0
01103000100,541.0,2986.0
01103000200,541.0,2986.0
01103000300,541.0,2986.0
01103000400,541.0,2986.0
01103000600,541.0,2986.0
01103000700,541.0,2986.0
01103000800,541.0,2986.0
01103000900,541.0,2986.0
01103001000,541.0,2986.0
01103005101,541.0,2986.0
01103005103,541.0,2986.0
01103005105,541.0,2986.0
01103005106,541.0,2986.0
01103005107,541.0,2986.0
01103005108,541.0,2986.0
01103005109,541.0,2986.0
01103005201,541.0,2986.0
01103005202,541.0,2986.0
01103005302,541.0,2986.0
01103005303,541.0,2986.0
01103005304,541.0,2986.0
01103005305,541.0,2986.0
01103005306,541.0,2986.0
01103005404,541.0,2986.0
01103005405,541.0,2986.0
01103005500,541.0,2986.0
01103005601,541.0,2986.0
01103005602,541.0,2986.0
01103005701,541.0,2986.0
01103005703,541.0,2986.0
01103005704,541.0,2986.0
01105686800,1871.0,6019.0
01105687001,1871.0,6019.0
01105687002,1871.0,6019.0
01105687100,1871.0,6019.0
01107050000,1871.0,6019.0
01107050100,1871.0,6019.0
01107050200,1871.0,6019.0
01107050300,1871.0,6019.0
01107050401,1871.0,6019.0
01107050402,1871.0,6019.0
01109188600,2439.0,6020.0
01109188700,2439.0,6020.0
01109188800,2439.0,6020.0
01109188900,2439.0,6020.0
01109189001,2439.0,6020.0
01109189002,2439.0,6020.0
01109189003,2439.0,6020.0
01109189101,2439.0,6020.0
01109189102,2439.0,6020.0
01109189200,2439.0,6020.0
01109189300,2439.0,6020.0
01111000100,541.0,2470.0
01111000200,541.0,2470.0
01111000300,541.0,2470.0
01111000400,541.0,2470.0
01111000500,541.0,2470.0
01111000600,541.0,2470.0
01113030200,2439.0,6020.0
01113030300,2439.0,6019.0
01113030402,2439.0,6019.0
01113030403,2439.0,6019.0
01113030404,2439.0,6019.0
01113030500,2439.0,6019.0
01113030601,2439.0,6020.0
01113030602,2439.0,6020.0
01113030700,2439.0,6020.0
01113030800,2439.0,6020.0
01113030903,2439.0,6020.0
01113030904,2439.0,6020.0
01113030905,2439.0,6020.0
01113030906,2439.0,6020.0
01113030907,2439.0,6020.0
01113031000,2439.0,6020.0
01113031100,2439.0,6020.0
01113031200,2439.0,6020.0
01115040104,541.0,2986.0
01115040105,541.0,2986.0
01115040107,541.0,2986.0
01115040108,541.0,2986.0
01115040109,541.0,2986.0
01115040110,541.0,2986.0
01115040206,541.0,2986.0
01115040207,541.0,2986.0
01115040208,541.0,2986.0
01115040209,541.0,2986.0
01115040210,541.0,2986.0
01115040211,541.0,2986.0
01115040212,541.0,2986.0
01115040213,541.0,2986.0
01115040301,541.0,2986.0
01115040302,541.0,2986.0
01115040401,541.0,2986.0
01115040402,541.0,2986.0
01115040503,541.0,2986.0
01115040504,541.0,2986.0
01115040505,541.0,2986.0
01115040506,541.0,2986.0
01115040507,541.0,2986.0
01115040508,541.0,2986.0
01117030102,542.0,2985.0
01117030103,542.0,2985.0
01117030211,542.0,2985.0
01117030212,542.0,2985.0
01117030215,542.0,2985.0
01117030216,542.0,2985.0
01117030218,542.0,2648.0
01117030219,542.0,2648.0
01117030220,542.0,2985.0
01117030221,542.0,2985.0
01117030304,542.0,2648.0
01117030305,542.0,2648.0
01117030306,95.0,2648.0
01117030314,95.0,2648.0
01117030315,95.0,2648.0
01117030316,95.0,2648.0
01117030317,95.0,2648.0
01117030319,95.0,2648.0
01117030320,95.0,2648.0
01117030330,542.0,2648.0
01117030331,542.0,2648.0
01117030336,95.0,2648.0
01117030337,95.0,2648.0
01117030340,95.0,2648.0
01117030341,95.0,2648.0
01117030345,95.0,2648.0
01117030346,542.0,2648.0
01117030347,542.0,2648.0
01117030348,542.0,2648.0
01117030349,542.0,2648.0
01117030350,95.0,2648.0
01117030351,95.0,2648.0
01117030352,95.0,2648.0
01117030405,95.0,2648.0
01117030406,95.0,2648.0
01117030407,95.0,2648.0
01117030408,95.0,2648.0
01117030502,542.0,2648.0
01117030503,95.0,2648.0
01117030504,95.0,2648.0
01117030607,95.0,2648.0
01117030610,95.0,2648.0
01117030611,95.0,2648.0
01117030612,95.0,2648.0
01117030613,95.0,2648.0
01117030614,95.0,2648.0
01117030615,542.0,2648.0
01117030616,95.0,2648.0
01117030701,542.0,2648.0
01117030703,542.0,2648.0
01117030704,542.0,2648.0
01117030800,542.0,2648.0
01117030900,542.0,2985.0
01117980000,95.0,2648.0
01117980100,542.0,2985.0
01119011301,1871.0,6019.0
01119011302,1871.0,6019.0
01119011400,1871.0,6019.0
01119011500,1871.0,6019.0
01119011600,1871.0,6019.0
01121010101,541.0,2986.0
01121010102,541.0,2986.0
01121010201,541.0,2986.0
01121010202,541.0,2986.0
01121010301,541.0,2985.0
01121010302,541.0,2986.0
01121010400,541.0,2985.0
01121010500,541.0,2985.0
01121010600,541.0,2985.0
01121010700,541.0,2985.0
01121010900,541.0,2985.0
01121011000,541.0,2985.0
01121011100,541.0,2985.0
01121011200,541.0,2985.0
01121011301,541.0,2985.0
01121011302,541.0,2985.0
01121011400,541.0,2985.0
01121011501,541.0,2985.0
01121011502,541.0,2985.0
01121011600,541.0,2985.0
01121011700,541.0,2985.0
01121011800,541.0,2985.0
01121011900,541.0,2985.0
01121012000,541.0,2985.0
01123961900,541.0,2985.0
01123962000,541.0,2985.0
01123962100,541.0,2985.0
01123962200,541.0,2985.0
01123962301,2440.0,2985.0
01123962302,2440.0,2985.0
01123962400,541.0,2985.0
01123962501,541.0,2985.0
01123962502,2440.0,2985.0
01123962600,541.0,2985.0
01123962701,2440.0,2985.0
01123962702,2440.0,2985.0
01125010101,95.0,6019.0
01125010102,95.0,2648.0
01125010104,1871.0,6019.0
01125010105,1871.0,6019.0
01125010201,1871.0,6019.0
01125010203,95.0,6019.0
01125010204,95.0,6019.0
01125010205,95.0,6019.0
01125010206,95.0,6019.0
01125010302,1871.0,6019.0
01125010303,1871.0,6019.0
01125010304,1871.0,6019.0
01125010305,1871.0,6019.0
01125010403,1871.0,6019.0
01125010404,1871.0,6019.0
01125010405,95.0,6019.0
01125010406,95.0,6019.0
01125010407,1871.0,6019.0
01125010500,95.0,6019.0
01125010601,95.0,2648.0
01125010603,95.0,2648.0
01125010604,95.0,2648.0
01125010703,1871.0,2648.0
01125010704,1871.0,6019.0
01125010705,1871.0,6019.0
01125010706,1871.0,6019.0
01125010707,1871.0,6019.0
01125010802,95.0,6019.0
01125010803,95.0,6019.0
01125010804,95.0,6019.0
01125011200,95.0,6019.0
01125011401,1871.0,6019.0
01125011402,1871.0,6019.0
01125011600,1871.0,6019.0
01125011701,1871.0,6019.0
01125011703,1871.0,6019.0
01125011800,1871.0,6019.0
01125011901,1871.0,6019.0
01125011902,1871.0,6019.0
01125012001,1871.0,6019.0
01125012002,1871.0,6019.0
01125012101,95.0,6019.0
01125012102,1871.0,6019.0
01125012304,1871.0,6019.0
01125012305,1871.0,6019.0
01125012306,95.0,6019.0
01125012307,1871.0,6019.0
01125012403,1871.0,6019.0
01125012404,1871.0,6019.0
01125012406,1871.0,6019.0
01125012407,1871.0,6019.0
01125012408,1871.0,6019.0
01125012501,1871.0,6019.0
01125012503,1871.0,6019.0
01125012504,1871.0,6019.0
01125012505,1871.0,6019.0
01125012600,95.0,6019.0
01125012700,95.0,6019.0
01125012800,95.0,6019.0
01127020100,95.0,2648.0
01127020200,95.0,2648.0
01127020301,95.0,2985.0
01127020302,95.0,2985.0
01127020400,95.0,2648.0
01127020600,95.0,2985.0
01127020700,95.0,2985.0
01127020801,95.0,2985.0
01127020802,95.0,2985.0
01127020900,95.0,2985.0
01127021000,95.0,2648.0
01127021100,95.0,2648.0
01127021200,95.0,2648.0
01127021300,95.0,2648.0
01127021400,95.0,2648.0
01127021500,95.0,2648.0
01127021600,95.0,2648.0
01127021700,95.0,2985.0
01127021800,95.0,2985.0
01127021900,95.0,2985.0
01129043900,1871.0,5982.0
01129044000,1871.0,5982.0
01129044100,1871.0,5982.0
01129044200,1871.0,5982.0
01129044300,1871.0,5982.0
01131034700,1871.0,6019.0
01131034801,1871.0,6019.0
01131034802,1871.0,6019.0
01131035100,1871.0,6019.0
01131035200,1871.0,6019.0
01133965501,542.0,2985.0
01133965502,95.0,2985.0
01133965503,542.0,2985.0
01133965601,95.0,2985.0
01133965602,95.0,2985.0
01133965700,95.0,2985.0
01133965800,95.0,2985.0
01133965900,95.0,2985.0
