GEOID,District0,District1
01097003100,18.0,6671.0
01097003202,18.0,6671.0
01097003203,17.0,6671.0
01097003205,18.0,6671.0
01097003206,18.0,6671.0
01097003207,18.0,6671.0
01097003301,17.0,6671.0
01097003302,17.0,6671.0
01097003402,17.0,6671.0
01097003404,17.0,6671.0
01097003405,17.0,6671.0
01097003406,17.0,6671.0
01097003408,17.0,6671.0
01097003409,17.0,6671.0
01097003410,17.0,6671.0
01097003501,17.0,6671.0
01097003502,17.0,6671.0
01097003602,17.0,6671.0
01097003606,17.0,6671.0
01097003607,17.0,6671.0
01097003608,17.0,6671.0
01097003703,17.0,6671.0
01097003704,17.0,6671.0
01097003705,17.0,6671.0
01097003706,18.0,6671.0
01097003707,18.0,6671.0
01097003708,17.0,6671.0
01097003710,18.0,6671.0
01097003711,18.0,6671.0
01097003712,18.0,6671.0
01097003800,18.0,6671.0
01097003901,17.0,6671.0
01097003902,18.0,6671.0
01097004000,18.0,6671.0
01097004100,18.0,6671.0
01097004800,18.0,6671.0
01097004900,17.0,6671.0
01097005000,18.0,6671.0
01097005100,18.0,6671.0
01097005200,18.0,6671.0
01097005300,18.0,6671.0
01097005400,18.0,6671.0
01097005500,18.0,6671.0
01097005601,18.0,6671.0
01097005602,18.0,6671.0
01097005701,18.0,6671.0
01097005702,18.0,6671.0
01097005800,18.0,6671.0
01097005900,17.0,6671.0
01097006000,17.0,6671.0
01097006102,17.0,6671.0
01097006103,17.0,6671.0
01097006104,17.0,6671.0
01097006106,18.0,6671.0
01097006107,17.0,6671.0
01097006201,17.0,6671.0
01097006202,17.0,6671.0
01097006303,17.0,6671.0
01097006304,17.0,6671.0
01097006305,17.0,6671.0
01097006306,17.0,6671.0
01097006307,17.0,6671.0
01097006402,17.0,6671.0
01097006403,17.0,6671.0
01097006407,17.0,6671.0
01097006408,17.0,6671.0
01097006409,17.0,6671.0
01097006410,17.0,6671.0
01097006411,17.0,6671.0
01097006412,17.0,6671.0
01097006413,17.0,6671.0
01097006501,17.0,6671.0
01097006503,17.0,6671.0
01097006504,17.0,6671.0
01097006505,17.0,6671.0
01097006600,17.0,6671.0
01097006702,17.0,6671.0
01097006703,17.0,6671.0
01097006704,17.0,6671.0
01097006802,18.0,6671.0
01097006803,17.0,6671.0
01097006804,17.0,6671.0
01097006902,17.0,6671.0
01097006903,17.0,6671.0
01097006904,17.0,6671.0
01097007000,18.0,6671.0
01097007101,18.0,6671.0
01097007102,18.0,6671.0
01097007103,18.0,6671.0
01097007201,17.0,6671.0
01097007203,17.0,6671.0
01097007204,17.0,6671.0
01097007300,17.0,6671.0
01097007400,18.0,6671.0
01097007500,18.0,6671.0
01097007600,18.0,6671.0
01097007700,18.0,6671.0
01097980000,17.0,6671.0
01099075600,18.0,6671.0
01099075700,18.0,6671.0
01099075800,18.0,6671.0
01099075901,18.0,6671.0
01099075902,18.0,6671.0
01099076000,18.0,6671.0
01099076101,18.0,6671.0
01099076102,18.0,6671.0
01099076200,18.0,6671.0
01101000100,813.0,6670.0
01101000200,813.0,6670.0
01101000300,813.0,6670.0
01101000400,813.0,6670.0
01101000500,813.0,6670.0
01101000600,813.0,6670.0
01101000700,813.0,6670.0
01101000900,813.0,6670.0
01101001000,813.0,6670.0
01101001100,813.0,6670.0
01101001200,813.0,6670.0
01101001300,813.0,6670.0
01101001400,813.0,6670.0
01101001500,813.0,6670.0
01101001600,813.0,6670.0
01101001700,813.0,6670.0
01101001800,813.0,6670.0
01101001900,813.0,6670.0
01101002000,813.0,6670.0
01101002100,813.0,6670.0
01101002201,813.0,6670.0
01101002202,813.0,6670.0
01101002300,813.0,6670.0
01101002400,813.0,6670.0
01101002500,813.0,6670.0
01101002600,813.0,6670.0
01101002700,813.0,6670.0
01101002800,813.0,6670.0
01101002901,813.0,6670.0
01101002902,813.0,6670.0
01101003000,813.0,6670.0
01101003100,813.0,6670.0
01101003200,813.0,6670.0
01101003301,813.0,6670.0
01101003303,813.0,6670.0
01101003304,813.0,6670.0
01101005101,813.0,6670.0
01101005102,813.0,6670.0
01101005301,813.0,6670.0
01101005302,813.0,6670.0
01101005402,813.0,6670.0
01101005403,813.0,6670.0
01101005407,813.0,6670.0
01101005409,813.0,6670.0
01101005410,813.0,6670.0
01101005411,813.0,6670.0
01101005412,813.0,6670.0
01101005413,813.0,6670.0
01101005414,813.0,6670.0
01101005501,812.0,6670.0
01101005502,813.0,6670.0
01101005503,813.0,6670.0
01101005504,813.0,6670.0
01101005604,813.0,6671.0
01101005605,813.0,6670.0
01101005606,813.0,6670.0
01101005607,813.0,6670.0
01101005608,813.0,6670.0
01101005609,813.0,6670.0
01101005610,813.0,6670.0
01101005611,813.0,6670.0
01101005612,813.0,6670.0
01101005613,813.0,6670.0
01101005614,813.0,6670.0
01101005700,813.0,6671.0
01101005800,813.0,6671.0
01101005902,813.0,6670.0
01101005903,813.0,6671.0
01101005904,813.0,6670.0
01101006000,813.0,6670.0
01101006100,813.0,6670.0
01103000100,2965.0,3044.0
01103000200,2965.0,3044.0
01103000300,2965.0,3044.0
01103000400,2965.0,3044.0
01103000600,2965.0,3044.0
01103000700,2965.0,3044.0
01103000800,2965.0,3044.0
01103000900,2965.0,3044.0
01103001000,2965.0,3043.0
01103005101,2965.0,3044.0
01103005103,2965.0,3043.0
01103005105,2965.0,3043.0
01103005106,2965.0,3043.0
01103005107,2965.0,3043.0
01103005108,2965.0,3043.0
01103005109,2965.0,3044.0
01103005201,2965.0,3043.0
01103005202,2965.0,3043.0
01103005302,2965.0,3043.0
01103005303,2965.0,3043.0
01103005304,2965.0,3043.0
01103005305,2965.0,3043.0
01103005306,2965.0,3043.0
01103005404,2965.0,3043.0
01103005405,2965.0,3043.0
01103005500,2965.0,3043.0
01103005601,2965.0,3043.0
01103005602,2965.0,3043.0
01103005701,2965.0,3044.0
01103005703,2965.0,3044.0
01103005704,2965.0,3044.0
01105686800,18.0,6670.0
01105687001,18.0,6670.0
01105687002,18.0,6670.0
01105687100,18.0,6670.0
01107050000,2431.0,6670.0
01107050100,2431.0,6670.0
01107050200,2431.0,6670.0
01107050300,2431.0,6670.0
01107050401,2431.0,6670.0
01107050402,2431.0,6670.0
01109188600,813.0,6669.0
01109188700,813.0,6669.0
01109188800,813.0,6669.0
01109188900,813.0,6669.0
01109189001,813.0,6669.0
01109189002,813.0,6669.0
01109189003,813.0,6669.0
01109189101,813.0,6669.0
01109189102,813.0,6669.0
01109189200,813.0,6669.0
01109189300,813.0,6669.0
01111000100,2965.0,3043.0
01111000200,2965.0,3043.0
01111000300,2965.0,3043.0
01111000400,2965.0,3043.0
01111000500,2965.0,3043.0
01111000600,2965.0,3043.0
01113030200,2431.0,6669.0
01113030300,2431.0,6669.0
01113030402,2431.0,6669.0
01113030403,2431.0,6669.0
01113030404,2431.0,6669.0
01113030500,2431.0,6669.0
01113030601,2431.0,6669.0
01113030602,2431.0,6669.0
01113030700,2431.0,6669.0
01113030800,2431.0,6669.0
01113030903,2431.0,6669.0
01113030904,812.0,6669.0
01113030905,812.0,6669.0
01113030906,2431.0,6669.0
01113030907,2431.0,6669.0
01113031000,2431.0,6669.0
01113031100,812.0,6669.0
01113031200,812.0,6669.0
01115040104,2431.0,3043.0
01115040105,2431.0,3043.0
01115040107,2431.0,3043.0
01115040108,2431.0,3043.0
01115040109,2431.0,3043.0
01115040110,2431.0,3043.0
01115040206,2431.0,3043.0
01115040207,2431.0,3043.0
01115040208,2431.0,3043.0
01115040209,2431.0,3043.0
01115040210,2431.0,3043.0
01115040211,2431.0,3043.0
01115040212,2431.0,3043.0
01115040213,2431.0,3043.0
01115040301,2431.0,3043.0
01115040302,2431.0,3043.0
01115040401,2431.0,3043.0
01115040402,2431.0,3043.0
01115040503,2431.0,3043.0
01115040504,2431.0,3043.0
01115040505,2431.0,3043.0
01115040506,2431.0,3043.0
01115040507,2431.0,3043.0
01115040508,2431.0,3043.0
01117030102,812.0,3769.0
01117030103,812.0,3768.0
01117030211,812.0,3768.0
01117030212,812.0,3768.0
01117030215,812.0,3769.0
01117030216,812.0,3768.0
01117030218,812.0,3768.0
01117030219,812.0,3768.0
01117030220,812.0,3768.0
01117030221,812.0,3768.0
01117030304,812.0,3768.0
01117030305,812.0,3768.0
01117030306,812.0,3768.0
01117030314,812.0,3768.0
01117030315,812.0,3768.0
01117030316,812.0,3768.0
01117030317,812.0,3768.0
01117030319,812.0,3768.0
01117030320,813.0,3768.0
01117030330,812.0,3768.0
01117030331,812.0,3768.0
01117030336,813.0,3768.0
01117030337,813.0,3768.0
01117030340,812.0,3768.0
01117030341,812.0,3768.0
01117030345,812.0,3768.0
01117030346,812.0,3768.0
01117030347,812.0,3768.0
01117030348,812.0,3768.0
01117030349,812.0,3768.0
01117030350,813.0,3768.0
01117030351,813.0,3768.0
01117030352,813.0,3768.0
01117030405,813.0,3768.0
01117030406,812.0,3768.0
01117030407,813.0,3768.0
01117030408,813.0,3768.0
01117030502,812.0,3768.0
01117030503,812.0,3768.0
01117030504,812.0,3768.0
01117030607,813.0,3768.0
01117030610,813.0,3768.0
01117030611,813.0,3768.0
01117030612,812.0,3768.0
01117030613,812.0,3768.0
01117030614,812.0,3768.0
01117030615,812.0,3768.0
01117030616,812.0,3768.0
01117030701,812.0,3768.0
01117030703,812.0,3768.0
01117030704,812.0,3768.0
01117030800,812.0,3768.0
01117030900,812.0,3769.0
01117980000,812.0,3768.0
01117980100,812.0,3769.0
01119011301,17.0,6670.0
01119011302,17.0,6670.0
01119011400,17.0,6670.0
01119011500,17.0,6671.0
01119011600,17.0,6671.0
01121010101,2431.0,3043.0
01121010102,2431.0,3043.0
01121010201,2431.0,3043.0
01121010202,2431.0,3043.0
01121010301,812.0,3043.0
01121010302,2431.0,3043.0
01121010400,2431.0,3043.0
01121010500,812.0,3043.0
01121010600,812.0,3043.0
01121010700,812.0,3043.0
01121010900,2431.0,3043.0
01121011000,812.0,3043.0
01121011100,812.0,3768.0
01121011200,812.0,3769.0
01121011301,812.0,3769.0
01121011302,812.0,3768.0
01121011400,812.0,3768.0
01121011501,812.0,3768.0
01121011502,812.0,3768.0
01121011600,812.0,3768.0
01121011700,812.0,3768.0
01121011800,812.0,3768.0
01121011900,812.0,3768.0
01121012000,812.0,3768.0
01123961900,2431.0,3043.0
01123962000,2431.0,3043.0
01123962100,812.0,3043.0
01123962200,2431.0,3043.0
01123962301,812.0,3043.0
01123962302,812.0,3043.0
01123962400,2431.0,3043.0
01123962501,2431.0,3043.0
01123962502,812.0,6670.0
01123962600,2431.0,3043.0
01123962701,812.0,6670.0
01123962702,812.0,6670.0
01125010101,17.0,3768.0
01125010102,17.0,3768.0
01125010104,17.0,3768.0
01125010105,17.0,6670.0
01125010201,17.0,6670.0
01125010203,17.0,3768.0
01125010204,17.0,6670.0
01125010205,17.0,3768.0
01125010206,17.0,6670.0
01125010302,17.0,6670.0
01125010303,17.0,6670.0
01125010304,17.0,6670.0
01125010305,17.0,6670.0
01125010403,17.0,6670.0
01125010404,17.0,6670.0
01125010405,17.0,3768.0
01125010406,17.0,6670.0
01125010407,17.0,6670.0
01125010500,17.0,3768.0
01125010601,17.0,3768.0
01125010603,17.0,3768.0
01125010604,17.0,3768.0
01125010703,17.0,3768.0
01125010704,18.0,6670.0
01125010705,17.0,6670.0
01125010706,17.0,3768.0
01125010707,17.0,6670.0
01125010802,17.0,6670.0
01125010803,17.0,6670.0
01125010804,17.0,6670.0
01125011200,17.0,6670.0
01125011401,17.0,6670.0
01125011402,17.0,6670.0
01125011600,17.0,6670.0
01125011701,17.0,6670.0
01125011703,17.0,6670.0
01125011800,17.0,6670.0
01125011901,17.0,6670.0
01125011902,17.0,6670.0
01125012001,17.0,6670.0
01125012002,17.0,6670.0
01125012101,17.0,6670.0
01125012102,17.0,6670.0
01125012304,17.0,6670.0
01125012305,17.0,6670.0
01125012306,17.0,6670.0
01125012307,17.0,6670.0
01125012403,17.0,6670.0
01125012404,17.0,6670.0
01125012406,17.0,6670.0
01125012407,17.0,6670.0
01125012408,17.0,6670.0
01125012501,17.0,6670.0
01125012503,17.0,6670.0
01125012504,17.0,6670.0
01125012505,17.0,6670.0
01125012600,17.0,6670.0
01125012700,17.0,6670.0
01125012800,17.0,6670.0
01127020100,2431.0,3768.0
01127020200,2431.0,3769.0
01127020301,2431.0,3769.0
01127020302,2431.0,3769.0
01127020400,2431.0,3769.0
01127020600,2431.0,3769.0
01127020700,2431.0,3769.0
01127020801,2431.0,3769.0
01127020802,2431.0,3769.0
01127020900,2431.0,3769.0
01127021000,2431.0,3768.0
01127021100,2431.0,3768.0
01127021200,2431.0,3768.0
01127021300,2431.0,3768.0
01127021400,2431.0,3768.0
01127021500,2431.0,3768.0
01127021600,2431.0,3768.0
01127021700,2431.0,3769.0
01127021800,2431.0,3769.0
01127021900,2431.0,3769.0
01129043900,17.0,6671.0
01129044000,17.0,6671.0
01129044100,17.0,6671.0
01129044200,17.0,6671.0
01129044300,17.0,6671.0
01131034700,17.0,6671.0
01131034801,18.0,6671.0
01131034802,18.0,6671.0
01131035100,17.0,6671.0
01131035200,18.0,6671.0
01133965501,2965.0,3769.0
01133965502,2965.0,3769.0
01133965503,2965.0,3769.0
01133965601,2431.0,3769.0
01133965602,2965.0,3769.0
01133965700,2965.0,3769.0
01133965800,2431.0,3769.0
01133965900,2431.0,3769.0
