GEOID,x,y,area,population,p_public_transportation_commute,p_walk_commute,mean_commute_time,p_bachelors_degree_or_higher,unemployment_rate,p_GRAPI<15%,p_GRAPI>35%,p_without_health_insurance,p_vacant_housing_units,p_renter_occupied,median_household_income,p_SNAP_benefits,p_below_poverty_line,p_white,p_age_students,median_age,p_mobile_homes,p_without_person_vehicle,p_veterans
37009000015,921606.6229255653,-447723.23589509324,97.77371837818689,,,,,,,,,,,,,,,,,,,,
37009000016,907359.752562486,-460967.2170656956,93.3279504557195,,,,,,,,,,,,,,,,,,,,
37009000017,903075.3884738612,-436898.20519884565,44.15739214877752,,,,,,,,,,,,,,,,,,,,
37009000018,888907.6842641388,-435325.8560707238,43.26728723337535,,,,,,,,,,,,,,,,,,,,
37009000020,904290.3245432276,-449199.5268968021,70.02955807737294,,,,,,,,,,,,,,,,,,,,
37011000001,867448.350593421,-495864.1991225734,42.063887263213545,,,,,,,,,,,,,,,,,,,,
37011000002,872274.3976769102,-477807.03856058465,71.88960038539786,,,,,,,,,,,,,,,,,,,,
37011000003,867192.3983210603,-469774.46948139195,35.3529190914996,,,,,,,,,,,,,,,,,,,,
37011000004,879039.7615686057,-491564.879006302,113.53432312460018,,,,,,,,,,,,,,,,,,,,
37011000005,864978.2520724705,-481028.96001879405,23.61296678550736,,,,,,,,,,,,,,,,,,,,
37011000006,863097.2801634332,-476998.92884711764,23.87704736200128,,,,,,,,,,,,,,,,,,,,
37011000007,861105.5820115989,-487980.1494945471,7.969697739562635,,,,,,,,,,,,,,,,,,,,
37011000008,866812.5984353048,-477411.4382401225,14.206280755425292,,,,,,,,,,,,,,,,,,,,
37011000009,864680.8038095887,-489557.60092042445,11.315340672654758,,,,,,,,,,,,,,,,,,,,
37011000010,862127.3263781149,-500548.25431590993,56.53943085445395,,,,,,,,,,,,,,,,,,,,
37011000011,874988.1820380241,-485703.05622732174,42.46591235290739,,,,,,,,,,,,,,,,,,,,
37011000012,861233.0437390845,-484139.57956481015,22.12312561144328,,,,,,,,,,,,,,,,,,,,
37011000013,870818.0271445431,-485753.6270327952,17.511912735460456,,,,,,,,,,,,,,,,,,,,
37011000014,867156.2627108413,-483840.65660117683,21.982264022284525,,,,,,,,,,,,,,,,,,,,
37011000015,866505.4741202812,-487500.3589204895,19.63126880026933,,,,,,,,,,,,,,,,,,,,
37011000016,871847.667086053,-493015.81597059185,29.018583337217066,,,,,,,,,,,,,,,,,,,,
37011000017,860246.5387175201,-493565.1889236904,36.48935600563367,,,,,,,,,,,,,,,,,,,,
37011000018,864766.8477639701,-493757.6393603804,14.425314709998872,,,,,,,,,,,,,,,,,,,,
37011000019,857554.8805648931,-487152.29291167535,36.581465715225164,,,,,,,,,,,,,,,,,,,,
370130000HB,1336386.057837952,-511393.4510443027,147.57091397185278,,,,,,,,,,,,,,,,,,,,
3701300BLCK,1321834.4396937527,-532358.0462618065,150.68373417404808,,,,,,,,,,,,,,,,,,,,
3701300NCRK,1349773.820325795,-522898.0654250727,233.96694797422438,,,,,,,,,,,,,,,,,,,,
3701300OLDF,1312593.5850244262,-504681.8820403705,108.16041748951658,,,,,,,,,,,,,,,,,,,,
3701300RVRD,1318562.7271179908,-518759.5895860589,18.30170740858344,,,,,,,,,,,,,,,,,,,,
3701300TCRK,1303815.9107666316,-502255.2254969779,116.46718052129427,,,,,,,,,,,,,,,,,,,,
3701300WDPD,1324162.4889122343,-517849.45499932487,73.54709316315251,,,,,,,,,,,,,,,,,,,,
370130AUROR,1343099.1846120867,-537620.681820672,381.3725582641932,,,,,,,,,,,,,,,,,,,,
370130BEADM,1319407.447394397,-511929.49693070236,47.61673141802995,,,,,,,,,,,,,,,,,,,,
370130BELHV,1354678.506074806,-508354.40948748484,148.60071635910705,,,,,,,,,,,,,,,,,,,,
370130CHOCO,1308292.1817734332,-524769.4489428838,225.89593046824592,,,,,,,,,,,,,,,,,,,,
370130EDWAR,1330167.2217510343,-535469.2913996291,158.73595106355552,,,,,,,,,,,,,,,,,,,,
370130GILEA,1316052.658341379,-523515.24169542175,74.68322556184097,,,,,,,,,,,,,,,,,,,,
370130PANTE,1342864.4001101425,-501454.02164537966,219.14578377515062,,,,,,,,,,,,,,,,,,,,
370130PINET,1326848.1966598372,-502347.8732819445,217.110098322659,,,,,,,,,,,,,,,,,,,,
370130PSJW3,1311587.0234537343,-511682.072350829,8.158899264094803,,,,,,,,,,,,,,,,,,,,
370130SURBA,1334862.9694588424,-520795.77119745116,138.59369603292723,,,,,,,,,,,,,,,,,,,,
370130WASH1,1312974.4721779195,-514840.09275400086,3.2007928914268446,,,,,,,,,,,,,,,,,,,,
370130WASH2,1309888.0050361406,-512842.32673758146,8.791155637528892,,,,,,,,,,,,,,,,,,,,
370130WASH4,1313872.0326558896,-512620.10082597204,8.616937863661924,,,,,,,,,,,,,,,,,,,,
370130WASHP,1315412.5231854024,-515797.1402585499,10.644745972002465,,,,,,,,,,,,,,,,,,,,
370150000C1,1328139.0064048786,-440554.4204665438,123.45320167912908,,,,,,,,,,,,,,,,,,,,
370150000C2,1318625.50377328,-441765.3316452538,107.47709839659282,,,,,,,,,,,,,,,,,,,,
370150000IW,1306698.0833208303,-466925.4988186504,99.77515084520776,,,,,,,,,,,,,,,,,,,,
370150000M1,1310280.9458294285,-444146.86495239136,122.66948077453718,,,,,,,,,,,,,,,,,,,,
370150000M2,1302160.7002684723,-441885.98245814105,49.99054134753991,,,,,,,,,,,,,,,,,,,,
370150000MH,1334034.6672412734,-465783.552825068,233.23155520808447,,,,,,,,,,,,,,,,,,,,
370150000RX,1291665.126508105,-444827.8168545079,152.99484291609093,,,,,,,,,,,,,,,,,,,,
370150000SN,1305522.4721339704,-454046.1818716896,177.30590126299106,,,,,,,,,,,,,,,,,,,,
370150000W1,1319332.3738820846,-468454.47387936653,340.49152288499573,,,,,,,,,,,,,,,,,,,,
370150000W2,1317330.470512933,-453397.87012462376,59.24387155586022,,,,,,,,,,,,,,,,,,,,
370150000WD,1294317.1396690905,-460273.5679362532,267.49742697096156,,,,,,,,,,,,,,,,,,,,
370150000WH,1330199.4215341706,-452878.7602324568,190.82943330711078,,,,,,,,,,,,,,,,,,,,
37017000P10,1170438.4289482732,-642103.1292668849,72.84559277325461,,,,,,,,,,,,,,,,,,,,
37017000P15,1166462.4989615462,-626358.590520301,112.8515788081958,,,,,,,,,,,,,,,,,,,,
37017000P25,1178624.5382089026,-641756.1338815276,81.97575295453355,,,,,,,,,,,,,,,,,,,,
37017000P30,1199677.3232858076,-648970.0379907921,192.6154812547178,,,,,,,,,,,,,,,,,,,,
37017000P35,1177779.1655800522,-622412.3263427999,87.33127652881133,,,,,,,,,,,,,,,,,,,,
37017000P40,1189528.273080586,-624038.0571521542,251.4146010053712,,,,,,,,,,,,,,,,,,,,
37017000P45,1191169.5141850223,-611943.9870252272,116.84367269107535,,,,,,,,,,,,,,,,,,,,
37017000P55,1207703.5813938323,-642634.3237893498,205.1691257044262,,,,,,,,,,,,,,,,,,,,
37017000P60,1158570.9030858604,-614871.1953000609,119.86889343456359,,,,,,,,,,,,,,,,,,,,
37017000P65,1203400.0498604872,-628697.1797200146,202.4348419420214,,,,,,,,,,,,,,,,,,,,
37017000P70,1179857.4290722492,-609678.6830365197,126.7791244317238,,,,,,,,,,,,,,,,,,,,
37017000P75,1187851.9579224163,-642651.8955974113,187.21261575834973,,,,,,,,,,,,,,,,,,,,
37017000P80,1167595.864612658,-611394.376847683,214.02677807493188,,,,,,,,,,,,,,,,,,,,
3701700P201,1161715.4646958408,-643245.601777165,80.43900688615591,,,,,,,,,,,,,,,,,,,,
3701700P202,1164495.747308908,-635223.6895985059,87.75612262355617,,,,,,,,,,,,,,,,,,,,
3701700P501,1174524.590216717,-631225.8643331832,87.36296157972527,,,,,,,,,,,,,,,,,,,,
3701700P502,1182706.4275051777,-632771.443835845,72.54239813257722,,,,,,,,,,,,,,,,,,,,
37019000001,1224286.3295043395,-661122.3650667847,108.58403706186655,,,,,,,,,,,,,,,,,,,,
37019000002,1232979.6547174482,-661455.363477522,87.09601577623707,,,,,,,,,,,,,,,,,,,,
37019000003,1239176.8008172654,-665828.5148657451,14.7518198464197,,,,,,,,,,,,,,,,,,,,
37019000005,1226051.6970565277,-674586.1402833483,279.3102872037076,,,,,,,,,,,,,,,,,,,,
37019000006,1227509.6267124899,-686510.4088100047,90.34487197969526,,,,,,,,,,,,,,,,,,,,
37019000007,1242454.6319757032,-696863.478766834,219.5079314757146,,,,,,,,,,,,,,,,,,,,
37019000008,1236005.3526655005,-700742.2132735801,25.099713887409123,,,,,,,,,,,,,,,,,,,,
37019000009,1237923.1518528454,-703850.2019283985,19.368570259685015,,,,,,,,,,,,,,,,,,,,
37019000011,1214606.5470041847,-686642.113577071,265.37658680701946,,,,,,,,,,,,,,,,,,,,
37019000012,1217440.6596919824,-701733.5799434563,28.690675656609944,,,,,,,,,,,,,,,,,,,,
37019000013,1207179.2363592822,-694937.5626387007,113.5176081915888,,,,,,,,,,,,,,,,,,,,
37019000014,1205547.9537575555,-703540.1614982216,28.443030260442303,,,,,,,,,,,,,,,,,,,,
37019000015,1201741.159904744,-707976.8061724431,122.16043901662023,,,,,,,,,,,,,,,,,,,,
37019000016,1194535.5539228132,-710299.3891558072,81.85697826271979,,,,,,,,,,,,,,,,,,,,
37019000017,1191830.7650988062,-700885.5677531688,146.3521312333851,,,,,,,,,,,,,,,,,,,,
37019000018,1197871.5606319935,-686229.0743692741,331.51527894848726,,,,,,,,,,,,,,,,,,,,
37019000019,1189499.6732093524,-707885.9214496926,14.488707227101672,,,,,,,,,,,,,,,,,,,,
37019000020,1213579.6991758314,-707234.3905299241,102.15903589924164,,,,,,,,,,,,,,,,,,,,
37019000021,1234350.4176150477,-688692.1603357745,86.14222741578398,,,,,,,,,,,,,,,,,,,,
37019000022,1238468.3444908191,-710254.1181637878,240.57864320763642,,,,,,,,,,,,,,,,,,,,
37019000023,1224831.6687365465,-703543.7432739844,11.871324792170958,,,,,,,,,,,,,,,,,,,,
3701900004A,1240471.4750693238,-676939.7920723199,140.9898051248265,,,,,,,,,,,,,,,,,,,,
3701900010A,1223324.851304813,-697141.654699396,100.76212148823959,,,,,,,,,,,,,,,,,,,,
3701900010B,1230636.2708029468,-698076.8164257008,41.48662825901539,,,,,,,,,,,,,,,,,,,,
370190004B2,1235252.768800232,-668656.6652092177,18.261545444810178,,,,,,,,,,,,,,,,,,,,
370210001.1,814691.8201155468,-543515.2510627575,2.489454815951436,,,,,,,,,,,,,,,,,,,,
370210002.1,812741.3240014814,-542421.9049445342,3.4255830351917824,,,,,,,,,,,,,,,,,,,,
370210003.1,813878.0516446477,-541830.7080866243,1.736690521353855,,,,,,,,,,,,,,,,,,,,
370210004.1,814298.7810753396,-539883.2004763103,1.331921647702446,,,,,,,,,,,,,,,,,,,,
370210005.1,813198.9891606047,-538610.0596539462,5.50742129537205,,,,,,,,,,,,,,,,,,,,
370210006.1,818436.5437288248,-544463.3864418401,2.8564878805071587,,,,,,,,,,,,,,,,,,,,
370210007.1,815916.030966831,-544985.046745906,3.1997359099399594,,,,,,,,,,,,,,,,,,,,
370210008.2,817216.5563327671,-549576.7331676959,4.908429539344679,,,,,,,,,,,,,,,,,,,,
370210008.3,817558.493866154,-547759.2998064238,7.475119446144781,,,,,,,,,,,,,,,,,,,,
370210009.1,817923.6669149015,-545986.2953915725,6.94892860066655,,,,,,,,,,,,,,,,,,,,
370210010.1,813884.2710712041,-545526.4468536605,3.784340958124642,,,,,,,,,,,,,,,,,,,,
370210011.1,813457.4264663651,-543903.1202459019,1.7274057706362447,,,,,,,,,,,,,,,,,,,,
370210012.1,812464.6845853615,-545278.7271425863,2.339776370052023,,,,,,,,,,,,,,,,,,,,
370210013.1,811227.5385940697,-546157.7208011933,2.496744835341619,,,,,,,,,,,,,,,,,,,,
370210014.2,811419.2444636481,-543408.8624149644,4.499395154695641,,,,,,,,,,,,,,,,,,,,
370210014.3,808891.0340219113,-543151.175174614,2.068159972468655,,,,,,,,,,,,,,,,,,,,
370210015.1,810007.191226658,-545883.0610969139,1.7128618445722574,,,,,,,,,,,,,,,,,,,,
370210016.2,809148.2587735375,-544471.2607526509,3.8970285847771984,,,,,,,,,,,,,,,,,,,,
370210017.1,815288.1686594236,-541297.8958376566,2.567132106493372,,,,,,,,,,,,,,,,,,,,
370210018.2,816049.427112512,-554586.4294817728,6.491246619271132,,,,,,,,,,,,,,,,,,,,
370210019.1,817282.254473043,-553356.5978746891,1.8560855400656024,,,,,,,,,,,,,,,,,,,,
370210020.1,815844.7867173052,-543195.5098422174,2.179465946996844,,,,,,,,,,,,,,,,,,,,
370210021.1,817746.4712896231,-542809.4904782221,4.489938880253369,,,,,,,,,,,,,,,,,,,,
370210022.2,815528.2916013671,-538092.4003474126,5.878042338575705,,,,,,,,,,,,,,,,,,,,
370210023.2,817146.4137244164,-541100.7228851344,6.8578287470444685,,,,,,,,,,,,,,,,,,,,
370210023.3,819229.0961493083,-541062.8241239047,3.6049911109552677,,,,,,,,,,,,,,,,,,,,
370210024.1,807348.1650843023,-547918.519537598,9.679316952689403,,,,,,,,,,,,,,,,,,,,
370210025.1,820216.75260338,-543939.5935942708,4.763259422872603,,,,,,,,,,,,,,,,,,,,
370210026.1,808592.803443647,-545869.3994916991,2.43102549868167,,,,,,,,,,,,,,,,,,,,
370210027.2,817568.6010875144,-537470.5865049921,12.368786833398318,,,,,,,,,,,,,,,,,,,,
370210028.1,813974.1313879845,-540741.6369593603,2.3674163107373367,,,,,,,,,,,,,,,,,,,,
370210029.2,818038.3146677201,-554158.058972815,3.787909323292413,,,,,,,,,,,,,,,,,,,,
370210030.2,810206.6850765017,-557761.5005786646,22.282414204093104,,,,,,,,,,,,,,,,,,,,
370210030.3,813008.2843826562,-558909.7329587037,15.062535815348017,,,,,,,,,,,,,,,,,,,,
370210031.1,815481.6692778717,-549845.1236402214,8.469522025989836,,,,,,,,,,,,,,,,,,,,
370210032.1,831903.599165995,-536544.3043566191,65.14375577917033,,,,,,,,,,,,,,,,,,,,
370210033.2,835123.73981777,-540906.5780523758,6.0227609257597035,,,,,,,,,,,,,,,,,,,,
370210033.3,835449.3883320929,-538617.1636032267,3.5008323434026285,,,,,,,,,,,,,,,,,,,,
370210034.1,834470.0862016138,-539522.4625209417,1.65126326643916,,,,,,,,,,,,,,,,,,,,
370210035.1,832780.2104627787,-540206.0928590324,5.145598189042602,,,,,,,,,,,,,,,,,,,,
370210036.1,836093.598087103,-533920.7808763351,65.38432408401991,,,,,,,,,,,,,,,,,,,,
370210037.1,839745.098238012,-549535.9069857394,111.21203007144688,,,,,,,,,,,,,,,,,,,,
370210038.2,828052.9367419227,-554795.3382916441,30.26958113064988,,,,,,,,,,,,,,,,,,,,
370210038.3,824425.7719279106,-552343.5460262416,27.174489281272294,,,,,,,,,,,,,,,,,,,,
370210039.2,832155.7965671525,-550913.9088803573,29.290360330268093,,,,,,,,,,,,,,,,,,,,
370210039.3,828836.31369685,-547396.4312187777,37.76838037962044,,,,,,,,,,,,,,,,,,,,
370210040.2,811809.8488002772,-525584.109077647,30.146465102697157,,,,,,,,,,,,,,,,,,,,
370210041.1,806429.6864643641,-530236.9654800887,49.82801442819689,,,,,,,,,,,,,,,,,,,,
370210042.1,810032.4998485758,-541800.7772825623,8.309948254579325,,,,,,,,,,,,,,,,,,,,
370210043.2,806702.7835067366,-543633.2795315392,6.618292572826332,,,,,,,,,,,,,,,,,,,,
370210044.1,807518.722183504,-550770.5988293233,37.12962970574487,,,,,,,,,,,,,,,,,,,,
370210045.1,804726.1545000301,-546065.7718149917,17.896388225638052,,,,,,,,,,,,,,,,,,,,
370210046.1,808381.8095158974,-554799.6953925935,38.882768950783266,,,,,,,,,,,,,,,,,,,,
370210047.1,798484.1801345971,-556504.9232573704,98.40292868599357,,,,,,,,,,,,,,,,,,,,
370210048.1,801610.9735719181,-547513.2734007539,21.710839407794086,,,,,,,,,,,,,,,,,,,,
370210049.1,797547.6991698311,-548682.9161799651,38.36467574457709,,,,,,,,,,,,,,,,,,,,
370210050.1,826906.4241836474,-523962.101703422,129.6870414689558,,,,,,,,,,,,,,,,,,,,
370210051.2,817416.5613837269,-524558.4895204996,52.78535881940291,,,,,,,,,,,,,,,,,,,,
370210052.1,800976.3690107382,-533526.2420949665,58.318784592313925,,,,,,,,,,,,,,,,,,,,
370210053.1,796048.7722477166,-539395.0002727497,80.76460728382898,,,,,,,,,,,,,,,,,,,,
370210054.2,814824.1721409132,-554304.3237900619,41.709607931216006,,,,,,,,,,,,,,,,,,,,
370210055.1,820159.8754212571,-557741.5527622992,8.315502642767902,,,,,,,,,,,,,,,,,,,,
370210056.2,818750.1057064612,-555478.4197588764,4.332630408255476,,,,,,,,,,,,,,,,,,,,
370210057.1,820980.3995556537,-553845.1252492636,28.20816886501963,,,,,,,,,,,,,,,,,,,,
370210058.1,813045.3879038092,-530031.5412368287,20.130169397757104,,,,,,,,,,,,,,,,,,,,
370210059.1,820006.0182720224,-531942.7489284935,68.82869827730316,,,,,,,,,,,,,,,,,,,,
370210060.2,821648.8360686699,-546450.5329541956,8.633518539745763,,,,,,,,,,,,,,,,,,,,
370210060.4,820625.0501277298,-548926.8612401753,10.625155721271042,,,,,,,,,,,,,,,,,,,,
370210061.1,822205.4623320114,-537312.1812895731,34.40214818987091,,,,,,,,,,,,,,,,,,,,
370210062.1,821777.5439640344,-541887.9469787165,9.607889666222345,,,,,,,,,,,,,,,,,,,,
370210063.1,789124.0543786087,-536604.9228224161,63.11074631013541,,,,,,,,,,,,,,,,,,,,
370210064.1,826241.3554838205,-544305.2447254199,25.42495167332672,,,,,,,,,,,,,,,,,,,,
370210065.1,827317.4368083095,-536942.1807793467,45.57728500539589,,,,,,,,,,,,,,,,,,,,
370210066.1,824847.9334439865,-541911.0152726726,9.012406601180015,,,,,,,,,,,,,,,,,,,,
370210067.1,813581.3188329334,-531776.9940033415,6.490993793334142,,,,,,,,,,,,,,,,,,,,
370210068.1,802456.613660744,-541807.8205080699,42.79432819965441,,,,,,,,,,,,,,,,,,,,
370210069.1,807381.9580017875,-538092.3191949119,16.97334363796595,,,,,,,,,,,,,,,,,,,,
370210070.1,811052.6493167796,-538642.6253692309,9.971122178577096,,,,,,,,,,,,,,,,,,,,
370210071.1,811206.9897141396,-535055.5864211958,25.463158781280896,,,,,,,,,,,,,,,,,,,,
37023000001,899704.2181919776,-520351.6236429531,20.97199935315398,,,,,,,,,,,,,,,,,,,,
37023000003,898966.8370493131,-524037.8705130477,10.057669977555562,,,,,,,,,,,,,,,,,,,,
37023000011,912533.0386674991,-520281.546245853,32.44230341842603,,,,,,,,,,,,,,,,,,,,
37023000012,908208.6290451789,-529855.9240047106,50.621346572318174,,,,,,,,,,,,,,,,,,,,
37023000013,914245.643483743,-526452.4223297129,25.797276444150153,,,,,,,,,,,,,,,,,,,,
37023000014,909855.3043497471,-525230.9690432115,26.73183769262454,,,,,,,,,,,,,,,,,,,,
37023000015,917492.8404354862,-522114.41224737663,13.106245123393938,,,,,,,,,,,,,,,,,,,,
37023000018,872601.0647202159,-500860.258186313,62.97928029031819,,,,,,,,,,,,,,,,,,,,
37023000019,871842.9937150019,-520215.8900075402,80.95203329025873,,,,,,,,,,,,,,,,,,,,
37023000020,876689.589343356,-519455.7870278026,40.3085301393203,,,,,,,,,,,,,,,,,,,,
37023000021,901562.963233248,-523651.9661395323,9.087177583257382,,,,,,,,,,,,,,,,,,,,
37023000022,906866.400332139,-521534.3624424466,26.257527183247056,,,,,,,,,,,,,,,,,,,,
37023000024,904038.2230784621,-523849.5826095033,23.41593634383756,,,,,,,,,,,,,,,,,,,,
