GEOID20,District0,District1,District2,District3,District4
360290001101000,0.0,39.0,51.0,78.0,84.0
360290001101001,0.0,39.0,51.0,78.0,84.0
360290001101002,0.0,39.0,51.0,78.0,84.0
360290001101003,0.0,39.0,51.0,78.0,84.0
360290001101004,0.0,39.0,51.0,78.0,84.0
360290001101005,0.0,39.0,51.0,78.0,84.0
360290001101006,0.0,39.0,51.0,78.0,84.0
360290001102000,0.0,39.0,51.0,78.0,84.0
360290001102001,0.0,39.0,51.0,78.0,84.0
360290001102002,0.0,39.0,51.0,78.0,84.0
360290001102003,0.0,39.0,51.0,78.0,84.0
360290001102004,0.0,39.0,51.0,78.0,84.0
360290001102005,0.0,39.0,51.0,78.0,84.0
360290001103000,0.0,40.0,52.0,82.0,84.0
360290001103001,0.0,40.0,51.0,82.0,84.0
360290001103002,0.0,40.0,52.0,82.0,84.0
360290001103003,0.0,40.0,52.0,82.0,84.0
360290001103004,0.0,40.0,51.0,82.0,84.0
360290001103005,0.0,40.0,52.0,82.0,84.0
360290001103006,0.0,40.0,52.0,82.0,84.0
360290001103007,0.0,39.0,51.0,78.0,84.0
360290001103008,0.0,39.0,51.0,78.0,84.0
360290001103009,0.0,39.0,51.0,78.0,84.0
360290001103010,0.0,39.0,51.0,78.0,84.0
360290001103011,0.0,39.0,51.0,78.0,84.0
360290001103012,0.0,39.0,51.0,78.0,84.0
360290001103013,0.0,39.0,51.0,78.0,84.0
360290001103017,0.0,39.0,51.0,78.0,84.0
360290001103019,0.0,39.0,51.0,78.0,84.0
360290001103020,0.0,39.0,51.0,78.0,84.0
360290001103021,0.0,39.0,51.0,78.0,84.0
360290001103022,0.0,39.0,51.0,78.0,84.0
360290001103023,0.0,39.0,51.0,78.0,84.0
360290001103024,0.0,39.0,51.0,78.0,84.0
360290001103025,0.0,39.0,51.0,78.0,84.0
360290001103026,0.0,39.0,51.0,78.0,84.0
360290001103027,0.0,39.0,51.0,78.0,84.0
360290001103028,0.0,39.0,51.0,78.0,84.0
360290001103029,0.0,40.0,51.0,82.0,84.0
360290001103030,0.0,40.0,51.0,82.0,84.0
360290001103031,0.0,40.0,52.0,82.0,84.0
360290001103032,0.0,40.0,51.0,82.0,84.0
360290001103033,0.0,40.0,52.0,82.0,84.0
360290001103034,0.0,40.0,52.0,82.0,84.0
360290001103035,0.0,40.0,52.0,82.0,84.0
360290001103036,0.0,40.0,51.0,82.0,84.0
360290001103037,0.0,39.0,51.0,78.0,84.0
360290001103038,0.0,39.0,51.0,78.0,84.0
360290001103039,0.0,39.0,51.0,78.0,84.0
360290001103040,0.0,39.0,51.0,78.0,84.0
360290001103041,0.0,39.0,51.0,78.0,84.0
360290001103042,0.0,39.0,51.0,78.0,84.0
360290001103043,0.0,39.0,51.0,78.0,84.0
360290001103044,0.0,39.0,51.0,78.0,84.0
360290001103045,0.0,39.0,51.0,78.0,84.0
360290001103046,0.0,39.0,51.0,78.0,84.0
360290001103047,0.0,39.0,51.0,78.0,84.0
360290001103048,0.0,39.0,51.0,78.0,84.0
360290001103049,0.0,39.0,51.0,78.0,84.0
360290001103050,0.0,39.0,51.0,78.0,84.0
360290001103051,0.0,39.0,51.0,78.0,84.0
360290001103052,0.0,39.0,51.0,78.0,84.0
360290001103053,0.0,39.0,51.0,78.0,84.0
360290001103054,0.0,39.0,51.0,78.0,84.0
360290001103055,0.0,39.0,51.0,78.0,84.0
360290001103056,0.0,39.0,51.0,78.0,84.0
360290001103057,0.0,40.0,52.0,82.0,84.0
360290002001000,0.0,40.0,52.0,82.0,84.0
360290002001001,0.0,40.0,52.0,82.0,84.0
360290002001002,0.0,40.0,52.0,82.0,84.0
360290002001003,0.0,40.0,52.0,82.0,84.0
360290002001004,0.0,40.0,52.0,82.0,84.0
360290002001005,0.0,40.0,52.0,82.0,84.0
