GEOID,District0,District1,District2
01007010011,10702.0,11230.0,15638.0
01009050103,10527.0,10857.0,12508.0
01009050104,10527.0,10857.0,12508.0
01009050105,10527.0,10857.0,12508.0
01009050106,10527.0,10857.0,12508.0
01009050107,10527.0,10857.0,12508.0
01009050200,10527.0,10857.0,12508.0
01009050301,10526.0,10857.0,12508.0
01009050302,10527.0,10857.0,12508.0
01009050400,10526.0,10857.0,12508.0
01009050501,10527.0,10857.0,12508.0
01009050502,10527.0,10857.0,12508.0
01009050601,10527.0,10857.0,12508.0
01009050603,10527.0,10857.0,12508.0
01009050604,10527.0,10857.0,12508.0
01009050701,10527.0,10857.0,12508.0
01009050702,10527.0,10857.0,12508.0
01011952100,10812.0,10836.0,11580.0
01011952201,10812.0,10836.0,11580.0
01011952202,10812.0,10836.0,11580.0
01011952500,10812.0,10836.0,11580.0
01013952700,10812.0,11231.0,15637.0
01013952800,10812.0,11231.0,15637.0
01013952900,10812.0,11231.0,15637.0
01013953000,10812.0,11231.0,15638.0
01013953100,10812.0,11231.0,15637.0
01013953200,10812.0,11231.0,15637.0
01013953300,10812.0,11231.0,15637.0
01013953400,10812.0,11231.0,15637.0
01013953500,10812.0,11231.0,15637.0
01015000200,10526.0,10856.0,11579.0
01015000300,10526.0,10856.0,11579.0
01015000400,10526.0,10856.0,11580.0
01015000500,10526.0,10856.0,11580.0
01015000600,10526.0,10857.0,11580.0
01015000700,10526.0,10856.0,11579.0
01015000800,10526.0,10856.0,11579.0
01015000900,10526.0,10856.0,11579.0
01015001000,10526.0,10856.0,11579.0
01015001101,10526.0,10856.0,11579.0
01015001102,10526.0,10856.0,11579.0
01015001103,10526.0,10856.0,11580.0
01015001201,10526.0,10856.0,11580.0
01015001202,10526.0,10857.0,11580.0
01015001300,10526.0,10857.0,11580.0
01015001400,10526.0,10857.0,11580.0
01015001501,10526.0,10857.0,11580.0
01015001502,10526.0,10857.0,11580.0
01015001600,10526.0,10856.0,11580.0
01015001700,10526.0,10856.0,11579.0
01015001801,10526.0,10856.0,11579.0
01015001802,10526.0,10856.0,11579.0
01015002001,10526.0,10856.0,11579.0
01015002002,10526.0,10856.0,11579.0
01015002101,10526.0,10856.0,11579.0
01015002102,10526.0,10856.0,11579.0
01015002104,10526.0,10856.0,11579.0
01015002105,10526.0,10856.0,11579.0
01015002200,10526.0,10856.0,11579.0
01015002300,10180.0,10856.0,11579.0
01015002400,10526.0,10856.0,11579.0
01015002502,10526.0,10857.0,11580.0
01015002503,10526.0,10856.0,11579.0
01015002504,10526.0,10856.0,11580.0
01015002600,10526.0,10857.0,11580.0
01015981901,10526.0,10857.0,11580.0
01015981902,10526.0,10857.0,11580.0
01015981903,10526.0,10856.0,11579.0
01017953800,10526.0,10836.0,11579.0
01017953900,10526.0,10836.0,11579.0
01017954001,10526.0,10836.0,11579.0
01017954002,10526.0,10836.0,11579.0
01017954200,10526.0,10836.0,11579.0
01017954300,10526.0,10836.0,11579.0
01017954600,10526.0,10836.0,11579.0
01017954700,10526.0,10836.0,11579.0
01017954800,10526.0,10836.0,11579.0
01019955701,10180.0,10856.0,11579.0
01019955702,10180.0,10856.0,11579.0
01019955801,10180.0,10856.0,11579.0
01019955802,10180.0,10856.0,11579.0
01019955900,10180.0,10856.0,11579.0
01019956000,10180.0,10856.0,11579.0
01019956101,10180.0,10856.0,11579.0
01019956102,10180.0,10856.0,11579.0
01021060101,10702.0,11230.0,11580.0
01021060103,10702.0,11230.0,11580.0
01021060104,10702.0,11230.0,11580.0
01021060200,10702.0,11230.0,11580.0
01021060300,10702.0,11230.0,11580.0
01021060401,10702.0,11230.0,11580.0
01021060403,10702.0,11230.0,11580.0
01021060404,10702.0,11230.0,11580.0
01021060500,10702.0,11230.0,11580.0
01021060600,10702.0,11230.0,11580.0
01021060701,10702.0,11230.0,11580.0
01021060702,10702.0,11230.0,11580.0
01023956700,10702.0,11229.0,15637.0
01023956800,10702.0,11229.0,15637.0
01023956900,10702.0,11229.0,15637.0
01023957000,10812.0,11229.0,15637.0
01025957500,10812.0,11231.0,15637.0
01025957601,10812.0,11231.0,15637.0
01025957603,10812.0,11231.0,15637.0
01025957604,10812.0,11231.0,15637.0
01025957700,10812.0,11229.0,15637.0
01025957800,10812.0,11231.0,15167.0
01025957901,10812.0,11231.0,15637.0
01025957902,10812.0,11231.0,15167.0
01025958003,10812.0,11231.0,15167.0
01027958900,10526.0,10856.0,11580.0
01027959000,10526.0,10856.0,11580.0
01027959100,10526.0,10856.0,11580.0
01027959200,10526.0,10856.0,11580.0
01029959500,10180.0,10856.0,11579.0
01029959600,10180.0,10856.0,11579.0
01029959700,10180.0,10856.0,11579.0
01029959800,10180.0,10856.0,11579.0
01031010100,10812.0,10836.0,15638.0
01031010200,10812.0,10836.0,15638.0
01031010300,10812.0,10836.0,15638.0
01031010400,10812.0,10836.0,15638.0
01031010500,10812.0,10836.0,15638.0
01031010600,10812.0,10836.0,15638.0
01031010700,10812.0,10836.0,15638.0
01031010800,10813.0,10836.0,15638.0
01031010900,10812.0,10836.0,15638.0
01031011000,10812.0,10836.0,15638.0
01031011100,10812.0,10836.0,15638.0
01031011203,10812.0,10836.0,15638.0
01031011204,10812.0,10836.0,15638.0
01031011205,10812.0,10836.0,15638.0
01031011206,10812.0,10836.0,15638.0
01031011300,10813.0,10836.0,15638.0
01033020100,10527.0,11230.0,15637.0
01033020200,10527.0,11230.0,15637.0
01033020300,10527.0,11230.0,15637.0
01033020400,10527.0,11230.0,15637.0
01033020500,10527.0,11230.0,15637.0
01033020600,10527.0,11230.0,15637.0
01033020703,10527.0,11230.0,15637.0
01033020704,10527.0,11230.0,15637.0
01033020705,10527.0,11230.0,15637.0
01033020706,10527.0,11230.0,15637.0
01033020801,10527.0,11230.0,15637.0
01033020802,10527.0,11230.0,15637.0
01033020901,10527.0,11230.0,15637.0
01033020902,10527.0,11230.0,15637.0
01033021000,10527.0,11230.0,15637.0
01035960200,10812.0,11231.0,15637.0
01035960300,10812.0,11231.0,15637.0
01035960400,10812.0,11231.0,15637.0
01035960500,10812.0,11231.0,15637.0
01035960600,10812.0,11231.0,15637.0
01037961000,10702.0,10836.0,11580.0
01037961100,10702.0,10836.0,11580.0
01037961200,10702.0,10836.0,11580.0
01039961600,10812.0,11231.0,15637.0
01039961700,10812.0,11231.0,15637.0
01039961800,10812.0,11231.0,15637.0
01039961900,10812.0,11231.0,15637.0
01039962000,10812.0,11231.0,15637.0
01039962100,10812.0,11231.0,15637.0
01039962300,10812.0,11231.0,15637.0
01039962400,10812.0,11231.0,15637.0
01039962500,10812.0,11231.0,15637.0
01039962600,10813.0,11231.0,15637.0
01039962700,10813.0,11231.0,15637.0
01039962800,10813.0,11231.0,15637.0
01039962900,10813.0,11231.0,15637.0
01039963000,10813.0,11231.0,15637.0
01041963400,10812.0,11231.0,15638.0
01041963500,10812.0,11231.0,15638.0
01041963600,10812.0,11231.0,15638.0
01041963700,10812.0,11231.0,15638.0
01041963800,10812.0,11231.0,15638.0
01041963900,10812.0,11231.0,15638.0
01043964100,10526.0,10857.0,12508.0
01043964201,10527.0,10857.0,12508.0
01043964202,10527.0,10857.0,12508.0
01043964300,10527.0,10857.0,12508.0
01043964400,10527.0,10857.0,12508.0
01043964500,10527.0,10857.0,12508.0
01043964600,10527.0,10857.0,12508.0
01043964700,10527.0,10857.0,12508.0
01043964800,10527.0,10857.0,12508.0
01043964901,10527.0,10857.0,12508.0
01043964902,10527.0,10857.0,12508.0
01043965001,10527.0,10857.0,12508.0
01043965002,10527.0,10857.0,12508.0
01043965100,10527.0,10857.0,12508.0
01043965200,10527.0,10857.0,12508.0
01043965300,10527.0,10857.0,12508.0
01043965401,10527.0,10857.0,12508.0
01043965402,10527.0,10857.0,12508.0
01043965501,10527.0,10857.0,12508.0
01043965502,10527.0,10857.0,12508.0
01043965600,10527.0,10857.0,12508.0
01043965700,10527.0,10857.0,12508.0
01045020000,10812.0,10836.0,15638.0
01045020100,10812.0,10836.0,15638.0
01045020200,10812.0,10836.0,15638.0
01045020300,10812.0,10836.0,15638.0
01045020400,10812.0,10836.0,15638.0
01045020500,10812.0,10836.0,15638.0
01045020700,10812.0,10836.0,15638.0
01045020801,10812.0,10836.0,15638.0
01045020802,10812.0,10836.0,15638.0
01045021101,10812.0,10836.0,15638.0
01045021102,10812.0,10836.0,15638.0
01045021200,10812.0,10836.0,15638.0
01045021300,10812.0,10836.0,15638.0
01045021400,10812.0,10836.0,15638.0
01047956101,10702.0,11231.0,15638.0
01047956102,10702.0,11231.0,15638.0
01047956201,10702.0,11231.0,15638.0
01047956202,10702.0,11231.0,15638.0
01047956300,10702.0,11231.0,15638.0
01047956400,10702.0,11231.0,15638.0
01047956500,10702.0,11231.0,15638.0
01047956600,10702.0,11231.0,15638.0
01047956701,10702.0,11231.0,15638.0
01047956702,10702.0,11231.0,15638.0
01047956800,10702.0,11231.0,15638.0
01047956900,10702.0,11231.0,15638.0
01047957000,10702.0,11231.0,15638.0
01047957100,10702.0,11231.0,15638.0
01047957200,10702.0,11231.0,15638.0
01047957301,10702.0,11231.0,15638.0
01047957302,10702.0,11231.0,15638.0
01049960101,10180.0,10856.0,11579.0
01049960102,10180.0,10856.0,11579.0
01049960200,10180.0,10856.0,11579.0
01049960301,10180.0,10856.0,11579.0
01049960302,10180.0,10856.0,11579.0
01049960303,10180.0,10856.0,11579.0
01049960401,10180.0,10856.0,11579.0
01049960402,10180.0,10856.0,11579.0
01049960500,10180.0,10856.0,11579.0
01049960601,10180.0,10856.0,11579.0
01049960602,10180.0,10856.0,11579.0
01049960701,10180.0,10856.0,11579.0
01049960702,10180.0,10856.0,11579.0
01049960703,10180.0,10856.0,11579.0
01049960800,10180.0,10856.0,11579.0
01049960900,10180.0,10856.0,11579.0
01049961000,10180.0,10856.0,11579.0
01049961100,10180.0,10856.0,11579.0
01049961200,10180.0,10856.0,11579.0
01049961300,10180.0,10856.0,11579.0
01049961400,10180.0,10856.0,11579.0
01051030101,10702.0,11230.0,11580.0
01051030102,10702.0,11230.0,11580.0
01051030103,10702.0,11230.0,11580.0
01051030200,10702.0,10836.0,11580.0
01051030300,10702.0,10836.0,11580.0
01051030401,10702.0,10836.0,11580.0
01051030402,10702.0,10836.0,11580.0
01051030500,10702.0,10836.0,11580.0
01051030600,10702.0,10836.0,11580.0
01051030701,10702.0,11231.0,11580.0
01051030702,10702.0,10836.0,11580.0
01051030801,10702.0,11230.0,11580.0
01051030802,10702.0,11230.0,11580.0
01051030901,10702.0,11230.0,11580.0
01051030902,10702.0,11230.0,11580.0
01051031001,10702.0,11230.0,11580.0
01051031002,10702.0,11230.0,11580.0
01051031100,10702.0,11230.0,11580.0
01051031200,10702.0,11230.0,11580.0
01051031300,10702.0,11230.0,11580.0
01053969801,10813.0,11231.0,15637.0
01053969802,10813.0,11231.0,15167.0
01053969900,10813.0,11231.0,15167.0
01053970100,10813.0,11231.0,15167.0
01053970200,10813.0,11231.0,15167.0
01053970300,10813.0,11231.0,15167.0
01053970400,10813.0,11231.0,15167.0
01053970500,10813.0,11231.0,15167.0
01053970600,10813.0,11231.0,15167.0
01053970700,10813.0,11231.0,15167.0
01055000200,10526.0,10857.0,11580.0
01055000300,10526.0,10857.0,11580.0
01055000400,10526.0,10857.0,12507.0
01055000500,10526.0,10857.0,11580.0
01055000600,10526.0,10857.0,11580.0
01055000700,10526.0,10857.0,11580.0
01055000800,10526.0,10857.0,11580.0
01055000900,10526.0,10857.0,11580.0
01055001000,10526.0,10857.0,11580.0
01055001100,10526.0,10857.0,11580.0
01055001200,10526.0,10857.0,11580.0
01055001300,10526.0,10857.0,11580.0
01055001600,10526.0,10857.0,11580.0
01055001700,10526.0,10857.0,11580.0
01055010100,10526.0,10857.0,12507.0
01055010201,10526.0,10857.0,11580.0
01055010202,10526.0,10857.0,11580.0
01055010300,10526.0,10857.0,12507.0
01055010401,10526.0,10857.0,11580.0
01055010402,10526.0,10857.0,11580.0
01055010503,10526.0,10857.0,11580.0
01055010504,10526.0,10857.0,11580.0
01055010505,10526.0,10857.0,11580.0
01055010506,10526.0,10857.0,11580.0
01055010601,10180.0,10857.0,11580.0
01055010602,10180.0,10857.0,11580.0
01055010700,10180.0,10857.0,11580.0
01055010800,10180.0,10857.0,11580.0
01055010900,10526.0,10857.0,12507.0
01055011001,10526.0,10857.0,12507.0
01055011002,10526.0,10857.0,12507.0
01055011100,10526.0,10857.0,12507.0
01055011200,10526.0,10857.0,11580.0
01057020000,10703.0,11230.0,15637.0
01057020100,10703.0,11230.0,15637.0
01057020200,10703.0,11230.0,15637.0
01057020300,10703.0,11230.0,15637.0
01057020400,10703.0,11230.0,15637.0
01059972900,10527.0,11230.0,15637.0
01059973000,10527.0,11230.0,15637.0
01059973100,10527.0,11230.0,15637.0
01059973200,10527.0,11230.0,15637.0
01059973300,10527.0,11230.0,15637.0
01059973400,10527.0,11230.0,15637.0
01059973500,10527.0,11230.0,15637.0
01059973600,10527.0,11230.0,15637.0
01059973701,10527.0,11230.0,15637.0
01059973702,10527.0,11230.0,15637.0
01059973703,10527.0,11230.0,15637.0
01061050100,10813.0,10836.0,15637.0
01061050200,10813.0,10836.0,15637.0
01061050300,10813.0,10836.0,15637.0
01061050400,10813.0,10836.0,15637.0
01061050500,10812.0,10836.0,15637.0
01061050600,10812.0,10836.0,15637.0
01063060000,10703.0,11229.0,15637.0
01063060101,10703.0,11229.0,15637.0
01063060102,10703.0,11229.0,15637.0
01063060200,10703.0,11229.0,15637.0
01065040000,10703.0,11231.0,15638.0
01065040100,10702.0,11231.0,15638.0
01065040200,10702.0,11231.0,15638.0
01065040300,10702.0,11231.0,15638.0
01065040401,10702.0,11231.0,15638.0
01065040402,10702.0,11231.0,15638.0
01065040500,10702.0,11231.0,15638.0
01067030100,10812.0,10836.0,11579.0
01067030200,10812.0,10836.0,11579.0
01067030300,10812.0,10836.0,11579.0
01067030400,10812.0,10836.0,11579.0
01067030500,10812.0,10836.0,11579.0
01067030600,10812.0,10836.0,11579.0
01069040100,10812.0,10836.0,15637.0
01069040203,10812.0,10836.0,15638.0
01069040204,10812.0,10836.0,15638.0
01069040205,10812.0,10836.0,15637.0
01069040206,10812.0,10836.0,15637.0
01069040301,10812.0,10836.0,15637.0
01069040302,10812.0,10836.0,15637.0
01069040400,10812.0,10836.0,15638.0
01069040500,10812.0,10836.0,15637.0
01069040600,10812.0,10836.0,15637.0
01069040700,10812.0,10836.0,15637.0
01069040801,10812.0,10836.0,15637.0
01069040802,10812.0,10836.0,15637.0
01069040900,10812.0,10836.0,15637.0
01069041000,10812.0,10836.0,15637.0
01069041100,10812.0,10836.0,15637.0
01069041200,10812.0,10836.0,15637.0
01069041400,10812.0,10836.0,15637.0
01069041500,10812.0,10836.0,15637.0
01069041600,10812.0,10836.0,15637.0
01069041700,10812.0,10836.0,15637.0
01069041800,10812.0,10836.0,15637.0
01069041901,10812.0,10836.0,15637.0
01069041902,10812.0,10836.0,15637.0
01069042000,10812.0,10836.0,15637.0
01069042100,10812.0,10836.0,15637.0
01071950101,10180.0,10856.0,11579.0
01071950102,10180.0,10856.0,11579.0
01071950200,10180.0,10856.0,11579.0
01071950301,10180.0,10856.0,11579.0
01071950302,10180.0,10856.0,11579.0
01071950400,10180.0,10856.0,11579.0
01071950500,10180.0,10856.0,11579.0
01071950601,10180.0,10856.0,11579.0
01071950602,10180.0,10856.0,11579.0
01071950700,10180.0,10856.0,11579.0
01071950800,10180.0,10856.0,11579.0
01071950901,10180.0,10856.0,11579.0
01071950902,10180.0,10856.0,11579.0
01071951000,10180.0,10856.0,11579.0
01071951101,10180.0,10856.0,11579.0
01071951102,10180.0,10856.0,11579.0
01073000100,10526.0,10858.0,12508.0
01073000300,10526.0,10858.0,12508.0
01073000400,10526.0,10858.0,12508.0
01073000500,10526.0,10858.0,12508.0
01073000700,10527.0,10858.0,12508.0
01073000800,10527.0,10858.0,12508.0
01073001100,10527.0,10858.0,15638.0
01073001200,10703.0,10858.0,12508.0
01073001400,10703.0,10858.0,12508.0
01073001500,10527.0,10858.0,12508.0
01073001600,10526.0,10858.0,12508.0
01073001902,10526.0,10858.0,12508.0
01073002000,10526.0,10858.0,12508.0
01073002100,10526.0,10858.0,12508.0
01073002200,10526.0,10858.0,12508.0
01073002303,10526.0,10858.0,12508.0
01073002305,10526.0,10858.0,12508.0
01073002306,10526.0,10858.0,12508.0
01073002401,10703.0,10858.0,12508.0
01073002402,10703.0,10858.0,12508.0
01073002701,10703.0,10858.0,12508.0
01073002702,10703.0,10858.0,12508.0
01073002900,10703.0,10858.0,12508.0
01073003001,10703.0,10858.0,12508.0
01073003002,10703.0,10858.0,15638.0
01073003100,10703.0,10858.0,15638.0
01073003200,10703.0,11230.0,15638.0
01073003300,10703.0,10858.0,15638.0
01073003400,10703.0,11230.0,15638.0
01073003500,10703.0,11230.0,15638.0
01073003600,10703.0,10858.0,15638.0
01073003700,10703.0,10858.0,15638.0
01073003802,10703.0,10858.0,15638.0
01073003803,10703.0,10858.0,15638.0
01073003900,10703.0,10858.0,15638.0
01073004000,10703.0,10858.0,12508.0
01073004200,10703.0,10858.0,12508.0
01073004501,10703.0,10858.0,12508.0
01073004502,10703.0,10858.0,12508.0
01073004701,10526.0,10858.0,12508.0
01073004702,10526.0,10858.0,12508.0
01073004800,10703.0,10858.0,12508.0
01073004901,10703.0,10858.0,12508.0
01073004902,10703.0,10858.0,12508.0
01073005000,10703.0,10858.0,12508.0
01073005101,10703.0,10858.0,12508.0
01073005103,10703.0,10858.0,15638.0
01073005104,10703.0,10858.0,15638.0
01073005200,10703.0,10858.0,15638.0
01073005302,10526.0,10858.0,12508.0
01073005500,10527.0,10858.0,12508.0
01073005600,10526.0,10858.0,12508.0
01073005701,10703.0,10858.0,15638.0
01073005702,10703.0,10858.0,15638.0
01073005800,10703.0,10858.0,12508.0
01073005903,10526.0,10858.0,12508.0
01073005905,10526.0,10858.0,12508.0
01073005907,10527.0,10858.0,12508.0
01073005908,10527.0,10858.0,12508.0
01073005909,10527.0,10858.0,12508.0
01073005910,10527.0,10858.0,12508.0
01073010001,10703.0,11230.0,15638.0
01073010002,10703.0,11230.0,15638.0
01073010100,10703.0,11230.0,15638.0
01073010200,10703.0,11230.0,15638.0
01073010301,10703.0,11230.0,15638.0
01073010302,10703.0,10858.0,15638.0
01073010401,10703.0,11230.0,15638.0
01073010402,10703.0,11230.0,15638.0
01073010500,10703.0,10858.0,15638.0
01073010603,10703.0,11230.0,15638.0
01073010604,10703.0,10858.0,15638.0
01073010605,10703.0,11230.0,15638.0
01073010701,10703.0,10858.0,12508.0
01073010702,10526.0,10858.0,12508.0
01073010703,10703.0,10858.0,12508.0
01073010704,10703.0,10858.0,12508.0
01073010705,10703.0,10858.0,12508.0
01073010706,10703.0,10858.0,15638.0
01073010801,10526.0,10858.0,12508.0
01073010802,10526.0,10858.0,12508.0
01073010803,10526.0,10858.0,12508.0
01073010804,10703.0,10858.0,12508.0
01073010806,10526.0,10858.0,12508.0
01073010807,10526.0,10858.0,12508.0
01073010900,10527.0,10858.0,12508.0
01073011002,10526.0,10858.0,12507.0
01073011003,10527.0,10858.0,12507.0
01073011004,10527.0,10858.0,12507.0
01073011108,10527.0,10858.0,12508.0
01073011109,10527.0,10858.0,12508.0
01073011110,10527.0,10858.0,12508.0
01073011112,10527.0,10858.0,12508.0
01073011113,10527.0,10858.0,12508.0
01073011114,10527.0,10858.0,12508.0
01073011115,10527.0,10858.0,12508.0
01073011116,10527.0,10858.0,12508.0
01073011117,10527.0,10858.0,12508.0
01073011205,10527.0,10858.0,12508.0
01073011206,10527.0,10858.0,12508.0
01073011207,10527.0,10858.0,12508.0
01073011208,10527.0,10858.0,12508.0
01073011209,10527.0,10858.0,12508.0
01073011210,10527.0,10858.0,12508.0
01073011301,10527.0,10858.0,12508.0
01073011303,10527.0,10858.0,12508.0
01073011304,10527.0,10858.0,12508.0
01073011401,10527.0,10858.0,12508.0
01073011402,10527.0,10858.0,12508.0
01073011500,10527.0,11230.0,15638.0
01073011600,10527.0,10858.0,12508.0
01073011704,10527.0,10858.0,12508.0
01073011706,10527.0,10858.0,12508.0
01073011707,10527.0,10858.0,12508.0
01073011708,10527.0,10858.0,12508.0
01073011709,10527.0,10858.0,12508.0
01073011710,10527.0,10858.0,12508.0
01073011803,10527.0,10858.0,12508.0
01073011804,10527.0,10858.0,12508.0
01073011805,10527.0,10858.0,12508.0
01073011806,10527.0,10858.0,12508.0
01073011901,10527.0,10858.0,12508.0
01073011904,10527.0,10858.0,12508.0
01073012001,10527.0,10858.0,12508.0
01073012003,10527.0,10858.0,12508.0
01073012004,10527.0,10858.0,12508.0
01073012103,10527.0,10858.0,15638.0
01073012104,10703.0,11230.0,15638.0
01073012200,10703.0,11230.0,15638.0
01073012302,10703.0,11230.0,15638.0
01073012304,10703.0,11230.0,15638.0
01073012306,10703.0,11230.0,15638.0
01073012307,10703.0,11230.0,15638.0
01073012401,10527.0,10858.0,15638.0
01073012402,10703.0,10858.0,15638.0
01073012403,10527.0,11230.0,15638.0
01073012500,10703.0,11230.0,15638.0
01073012602,10526.0,10858.0,12508.0
01073012701,10526.0,10858.0,12508.0
01073012703,10526.0,10858.0,12507.0
01073012704,10526.0,10858.0,12507.0
01073012802,10703.0,10858.0,12508.0
01073012804,10703.0,10858.0,12508.0
01073012805,10703.0,10858.0,12507.0
01073012905,10703.0,10858.0,12508.0
01073012907,10703.0,10858.0,12507.0
01073012908,10703.0,10858.0,12507.0
01073012910,10703.0,10858.0,12507.0
01073012911,10703.0,10858.0,12507.0
01073012913,10703.0,10858.0,12507.0
01073012914,10703.0,10858.0,12508.0
01073012916,10703.0,10858.0,12508.0
01073012917,10703.0,10858.0,12507.0
01073012918,10703.0,10858.0,15638.0
01073012919,10703.0,10858.0,12507.0
01073012920,10703.0,10858.0,15638.0
01073012921,10703.0,10858.0,12508.0
01073013002,10703.0,10858.0,15638.0
01073013100,10703.0,10858.0,15638.0
01073013200,10703.0,10858.0,15638.0
01073013300,10703.0,10858.0,15638.0
01073013400,10703.0,11230.0,15638.0
01073013601,10703.0,11230.0,15638.0
01073013801,10703.0,11230.0,15638.0
01073013901,10703.0,11230.0,15638.0
01073013902,10703.0,11230.0,15638.0
01073014001,10703.0,11230.0,15638.0
01073014002,10703.0,11230.0,15638.0
01073014104,10703.0,11230.0,15638.0
01073014105,10703.0,11230.0,15638.0
01073014106,10703.0,11230.0,15638.0
01073014107,10703.0,11230.0,15638.0
01073014205,10702.0,11230.0,15638.0
01073014206,10703.0,11230.0,15638.0
01073014207,10703.0,11230.0,15638.0
01073014208,10703.0,10858.0,15638.0
01073014209,10703.0,11230.0,15638.0
01073014301,10703.0,11230.0,15638.0
01073014303,10703.0,10858.0,15638.0
01073014304,10703.0,10858.0,15638.0
01073014404,10703.0,10858.0,15638.0
01073014405,10703.0,10858.0,15638.0
01073014406,10703.0,10858.0,15638.0
01073014408,10703.0,10858.0,15638.0
01073014409,10703.0,10858.0,15638.0
01073014410,10703.0,10858.0,15638.0
01073014412,10703.0,10858.0,15638.0
01073014414,10703.0,10858.0,15638.0
01073014415,10703.0,10858.0,15638.0
01075030000,10703.0,11230.0,15637.0
01075030101,10703.0,11230.0,15637.0
01075030102,10703.0,11230.0,15637.0
01075030200,10703.0,11230.0,15637.0
01077010100,10527.0,11230.0,15637.0
01077010200,10527.0,11230.0,15637.0
01077010300,10527.0,11230.0,15637.0
01077010400,10527.0,11230.0,15637.0
01077010600,10527.0,11230.0,15637.0
01077010700,10527.0,11230.0,15637.0
01077010800,10527.0,11230.0,15637.0
01077010901,10527.0,11230.0,15637.0
01077010902,10527.0,11230.0,15637.0
01077011000,10527.0,11230.0,15637.0
01077011101,10527.0,11230.0,15637.0
01077011102,10527.0,11230.0,15637.0
01077011200,10527.0,11230.0,15637.0
01077011300,10527.0,11230.0,15637.0
01077011401,10527.0,10857.0,12508.0
01077011402,10527.0,11230.0,15637.0
01077011502,10527.0,10857.0,12508.0
01077011503,10527.0,11230.0,15637.0
01077011504,10527.0,11230.0,15637.0
01077011602,10527.0,10857.0,12508.0
01077011603,10527.0,10857.0,12508.0
01077011605,10527.0,11230.0,12508.0
01077011606,10527.0,11230.0,12508.0
01077011700,10527.0,10857.0,12508.0
01077011801,10527.0,10857.0,12508.0
01077011802,10527.0,10857.0,12508.0
01079979100,10527.0,11230.0,12508.0
01079979201,10527.0,11230.0,12508.0
01079979202,10527.0,11230.0,12508.0
01079979300,10527.0,11230.0,12508.0
01079979400,10527.0,11230.0,12508.0
01079979501,10527.0,11230.0,12508.0
01079979502,10527.0,11230.0,12508.0
01079979600,10527.0,11230.0,12508.0
