GEOID,District0,District1,District2,District3,District4
1001020100,14.0,28.0,31.0,45.0,58.0
1001020200,14.0,24.0,31.0,45.0,58.0
1001020300,14.0,24.0,31.0,45.0,58.0
1001020400,14.0,24.0,31.0,45.0,58.0
1001020501,14.0,28.0,34.0,45.0,58.0
1001020502,14.0,24.0,34.0,45.0,58.0
1001020503,14.0,24.0,31.0,45.0,58.0
1001020600,14.0,28.0,31.0,45.0,58.0
1001020700,14.0,28.0,31.0,45.0,58.0
1001020801,14.0,28.0,31.0,45.0,58.0
1001020803,14.0,24.0,31.0,45.0,58.0
1001020804,14.0,24.0,31.0,45.0,58.0
1001020805,14.0,18.0,34.0,45.0,58.0
1001020901,14.0,18.0,34.0,45.0,58.0
1001020902,14.0,24.0,31.0,45.0,58.0
1001021000,14.0,24.0,31.0,45.0,58.0
1001021100,14.0,24.0,31.0,45.0,58.0
1003010100,8.0,28.0,30.0,42.0,64.0
1003010200,8.0,27.0,30.0,42.0,64.0
1003010300,8.0,28.0,30.0,42.0,64.0
1003010400,8.0,27.0,30.0,42.0,64.0
1003010500,8.0,28.0,30.0,42.0,64.0
1003010600,8.0,28.0,30.0,42.0,64.0
1003010704,8.0,28.0,30.0,42.0,64.0
1003010706,8.0,28.0,30.0,42.0,64.0
1003010707,8.0,28.0,30.0,42.0,64.0
1003010708,8.0,28.0,30.0,42.0,64.0
1003010709,8.0,28.0,30.0,42.0,64.0
1003010710,8.0,28.0,30.0,42.0,64.0
1003010711,8.0,28.0,30.0,42.0,64.0
1003010800,8.0,28.0,30.0,42.0,64.0
1003010903,8.0,28.0,30.0,42.0,64.0
1003010904,8.0,27.0,30.0,42.0,64.0
1003010906,8.0,28.0,30.0,42.0,64.0
1003010907,8.0,28.0,30.0,42.0,64.0
1003010908,8.0,28.0,30.0,42.0,64.0
1003011000,8.0,27.0,30.0,42.0,64.0
1003011102,8.0,28.0,30.0,42.0,64.0
1003011103,8.0,28.0,30.0,42.0,64.0
1003011104,8.0,28.0,30.0,42.0,64.0
1003011201,8.0,28.0,30.0,42.0,64.0
1003011202,8.0,28.0,30.0,42.0,64.0
1003011300,8.0,28.0,30.0,42.0,64.0
1003011409,8.0,27.0,30.0,42.0,64.0
1003011410,8.0,27.0,30.0,42.0,64.0
1003011411,8.0,27.0,30.0,42.0,64.0
1003011412,8.0,27.0,30.0,42.0,64.0
1003011413,8.0,27.0,30.0,42.0,64.0
1003011414,8.0,27.0,30.0,42.0,64.0
1003011415,8.0,27.0,30.0,42.0,64.0
1003011416,8.0,27.0,30.0,42.0,64.0
1003011417,8.0,27.0,30.0,42.0,64.0
1003011418,8.0,27.0,30.0,42.0,64.0
1003011419,8.0,27.0,30.0,42.0,64.0
1003011501,8.0,27.0,30.0,42.0,64.0
1003011503,8.0,27.0,30.0,42.0,64.0
1003011504,8.0,27.0,30.0,42.0,64.0
1003011601,8.0,27.0,30.0,42.0,64.0
1003011603,8.0,27.0,30.0,42.0,64.0
1003011604,8.0,27.0,30.0,42.0,64.0
1005950100,9.0,27.0,36.0,41.0,63.0
1005950200,9.0,27.0,34.0,41.0,63.0
1005950300,9.0,27.0,34.0,41.0,63.0
1005950400,9.0,27.0,34.0,41.0,63.0
1005950500,9.0,27.0,34.0,41.0,63.0
1005950600,9.0,27.0,34.0,41.0,63.0
1005950700,9.0,27.0,36.0,41.0,63.0
1005950800,9.0,27.0,36.0,41.0,63.0
1005950900,9.0,27.0,36.0,41.0,63.0
1007010001,14.0,24.0,31.0,45.0,51.0
1007010005,14.0,24.0,31.0,45.0,51.0
1007010006,14.0,24.0,31.0,45.0,58.0
1007010007,14.0,24.0,31.0,45.0,51.0
1007010008,14.0,24.0,31.0,45.0,51.0
1007010009,14.0,24.0,31.0,40.0,51.0
1007010010,14.0,24.0,31.0,40.0,51.0
1007010011,14.0,24.0,31.0,40.0,51.0
1009050103,4.0,17.0,37.0,47.0,61.0
1009050104,4.0,17.0,37.0,47.0,61.0
1009050105,4.0,17.0,37.0,47.0,61.0
1009050106,4.0,17.0,37.0,47.0,61.0
1009050107,4.0,17.0,37.0,47.0,61.0
1009050200,4.0,17.0,37.0,47.0,61.0
1009050301,4.0,17.0,37.0,47.0,62.0
1009050302,4.0,17.0,37.0,47.0,61.0
1009050400,4.0,17.0,37.0,47.0,62.0
1009050501,4.0,17.0,37.0,47.0,61.0
1009050502,4.0,17.0,37.0,47.0,61.0
1009050601,4.0,23.0,37.0,48.0,51.0
1009050603,4.0,23.0,37.0,47.0,51.0
1009050604,4.0,23.0,37.0,47.0,51.0
1009050701,4.0,17.0,37.0,46.0,51.0
1009050702,4.0,17.0,37.0,47.0,51.0
1011952100,9.0,27.0,34.0,41.0,63.0
1011952201,9.0,27.0,34.0,41.0,63.0
1011952202,9.0,27.0,34.0,41.0,63.0
1011952500,9.0,27.0,34.0,41.0,63.0
1013952700,9.0,28.0,31.0,41.0,63.0
1013952800,9.0,27.0,31.0,41.0,63.0
1013952900,9.0,28.0,31.0,41.0,63.0
1013953000,9.0,28.0,31.0,41.0,63.0
1013953100,9.0,27.0,31.0,41.0,63.0
1013953200,9.0,27.0,31.0,41.0,63.0
1013953300,9.0,28.0,31.0,41.0,63.0
1013953400,9.0,28.0,31.0,42.0,63.0
1013953500,9.0,27.0,31.0,41.0,63.0
1015000200,5.0,18.0,36.0,46.0,61.0
1015000300,5.0,18.0,36.0,46.0,61.0
1015000400,5.0,18.0,37.0,46.0,61.0
1015000500,5.0,18.0,37.0,46.0,61.0
1015000600,5.0,18.0,37.0,46.0,61.0
1015000700,5.0,18.0,36.0,46.0,61.0
