GEOID20,District0,District1
360290033021011,33.0,59.0
360290033021012,33.0,59.0
360290033022000,33.0,59.0
360290033022001,33.0,59.0
360290033022002,33.0,59.0
360290033022003,33.0,59.0
360290033022004,33.0,59.0
360290033022005,33.0,59.0
360290033022006,33.0,59.0
360290033022007,33.0,59.0
360290033022008,33.0,59.0
360290033022009,33.0,59.0
360290033022010,33.0,59.0
360290033022011,33.0,59.0
360290033022012,33.0,59.0
360290033022013,33.0,59.0
360290033022014,33.0,59.0
360290033023000,21.0,59.0
360290033023001,21.0,59.0
360290033023002,21.0,59.0
360290033023003,21.0,59.0
360290033023004,21.0,59.0
360290033023005,27.0,59.0
360290033023006,21.0,59.0
360290033023007,33.0,59.0
360290033023008,21.0,59.0
360290033023009,21.0,59.0
360290033023010,33.0,59.0
360290033023011,21.0,59.0
360290033023012,33.0,59.0
360290033023013,33.0,59.0
360290033023014,33.0,59.0
360290033023015,33.0,59.0
360290033024000,33.0,59.0
360290033024001,33.0,59.0
360290033024002,33.0,59.0
360290033024003,33.0,59.0
360290033024004,33.0,59.0
360290033024005,33.0,59.0
360290034001000,21.0,59.0
360290034001001,21.0,59.0
360290034001002,21.0,59.0
360290034001003,33.0,59.0
360290034001004,33.0,59.0
360290034001005,33.0,59.0
360290034002000,21.0,59.0
360290034002001,21.0,59.0
360290034002002,21.0,59.0
360290034002003,21.0,59.0
360290034002004,33.0,59.0
360290034002005,33.0,59.0
360290034003000,21.0,59.0
360290034003001,21.0,59.0
360290034003002,21.0,59.0
360290034003003,21.0,59.0
360290034003004,21.0,59.0
360290034003005,21.0,59.0
360290034003006,21.0,59.0
360290034004000,21.0,59.0
360290034004001,21.0,59.0
360290034004002,21.0,59.0
360290034004003,21.0,59.0
360290034005000,21.0,59.0
360290034005001,21.0,59.0
360290034005002,21.0,59.0
360290034005003,21.0,59.0
360290034005004,21.0,59.0
360290034005005,21.0,59.0
360290034005006,21.0,59.0
360290034005007,21.0,59.0
360290034005008,21.0,59.0
360290034005009,21.0,59.0
360290034005010,21.0,59.0
360290034005011,21.0,59.0
360290034005012,21.0,59.0
360290034005013,21.0,59.0
360290034005014,21.0,59.0
360290034005015,21.0,59.0
360290034005016,21.0,59.0
360290034005017,21.0,59.0
360290035011000,33.0,59.0
360290035011001,33.0,59.0
360290035011002,33.0,59.0
360290035011003,33.0,59.0
360290035011004,33.0,59.0
360290035011005,33.0,59.0
360290035011006,33.0,59.0
360290035011007,33.0,59.0
360290035011008,33.0,59.0
360290035011009,33.0,59.0
360290035011010,33.0,59.0
360290035011011,33.0,59.0
360290035011012,33.0,59.0
360290035011013,33.0,59.0
360290035011014,33.0,59.0
360290035011015,33.0,59.0
360290035011016,33.0,59.0
360290035011017,33.0,59.0
360290035012000,33.0,59.0
360290035012001,33.0,59.0
360290035012002,33.0,59.0
360290035012003,33.0,59.0
360290035012004,33.0,59.0
360290035012005,33.0,59.0
360290035012006,33.0,59.0
360290035012007,33.0,59.0
360290035012008,33.0,59.0
360290035012009,33.0,59.0
360290035012010,33.0,59.0
360290035021000,21.0,59.0
360290035021001,21.0,59.0
360290035021002,21.0,59.0
360290035021003,21.0,59.0
360290035021004,21.0,59.0
360290035021005,33.0,59.0
360290035021006,21.0,59.0
360290035021007,21.0,59.0
360290035021008,21.0,59.0
360290035021009,21.0,59.0
360290035022000,33.0,59.0
360290035022001,33.0,59.0
360290035022002,33.0,59.0
360290035022003,33.0,59.0
360290035022004,33.0,59.0
360290035022005,33.0,59.0
360290035022006,33.0,59.0
360290035022007,33.0,59.0
360290035022008,33.0,59.0
360290035022009,33.0,59.0
360290035022010,33.0,59.0
360290035022011,33.0,59.0
360290035022012,33.0,59.0
360290035022013,33.0,59.0
360290035022014,33.0,59.0
360290035022015,33.0,59.0
360290035022016,33.0,59.0
360290035022017,33.0,59.0
360290035022018,33.0,59.0
360290035022019,33.0,59.0
360290035022020,33.0,59.0
360290035022021,33.0,59.0
360290035022022,33.0,59.0
360290036001000,21.0,70.0
360290036001001,21.0,70.0
360290036001002,32.0,70.0
360290036001003,21.0,70.0
360290036001004,32.0,70.0
360290036001005,32.0,70.0
360290036001006,32.0,70.0
360290036001007,32.0,70.0
360290036001008,32.0,70.0
360290036001009,32.0,70.0
360290036001010,32.0,70.0
360290036002000,32.0,59.0
360290036002001,33.0,59.0
360290036002002,33.0,59.0
360290036003000,32.0,70.0
360290036003001,32.0,70.0
360290036003002,32.0,70.0
360290036003003,32.0,70.0
360290036003004,32.0,59.0
360290036003005,32.0,70.0
360290036003006,32.0,70.0
360290036003007,32.0,70.0
360290036003008,32.0,70.0
360290036003009,32.0,70.0
360290036004000,21.0,70.0
360290036004001,21.0,70.0
360290036004002,21.0,70.0
360290036004003,21.0,70.0
360290036004004,21.0,70.0
360290036004005,33.0,70.0
360290036004006,33.0,70.0
360290036004007,33.0,59.0
360290036004008,33.0,70.0
360290036004009,33.0,70.0
360290036004010,32.0,70.0
360290036004011,32.0,70.0
360290036004012,33.0,70.0
360290036004013,33.0,59.0
360290036004014,33.0,59.0
360290037001000,32.0,86.0
360290037001001,32.0,86.0
360290037001002,32.0,86.0
360290037001003,32.0,70.0
360290037001004,32.0,86.0
360290037001005,32.0,86.0
360290037001006,32.0,70.0
360290037002000,32.0,86.0
360290037002001,32.0,86.0
360290037002002,32.0,86.0
360290037002003,32.0,70.0
360290037002004,32.0,86.0
360290037002005,32.0,86.0
360290037002006,32.0,86.0
360290037002007,32.0,86.0
360290037003000,32.0,86.0
360290037003001,32.0,70.0
360290037003002,21.0,70.0
360290037003003,21.0,70.0
360290037003004,32.0,70.0
360290037003005,32.0,70.0
360290037004000,32.0,70.0
360290037004001,32.0,70.0
360290037004002,32.0,70.0
360290037004003,32.0,70.0
360290037004004,32.0,70.0
360290037004005,32.0,70.0
360290037004006,32.0,70.0
360290037004007,32.0,70.0
360290037004008,32.0,70.0
360290037004009,32.0,70.0
360290037004010,32.0,70.0
360290037004011,32.0,70.0
360290038001000,32.0,86.0
360290038001001,32.0,86.0
360290038001002,32.0,86.0
360290038001003,32.0,86.0
360290038001004,32.0,86.0
360290038001005,32.0,86.0
360290038001006,32.0,86.0
360290038002000,32.0,86.0
360290038002001,32.0,86.0
360290038002002,32.0,86.0
360290038002003,32.0,86.0
360290038002004,32.0,86.0
360290038002005,32.0,86.0
360290038003000,32.0,86.0
360290038003001,32.0,86.0
360290038003002,32.0,86.0
360290038003003,32.0,86.0
360290038003004,32.0,86.0
360290039011000,21.0,71.0
360290039011001,21.0,71.0
360290039011002,21.0,71.0
360290039011003,21.0,71.0
360290039011004,21.0,71.0
360290039011005,21.0,71.0
360290039011006,21.0,71.0
360290039011007,21.0,71.0
360290039011008,21.0,71.0
360290039011009,21.0,70.0
360290039011010,21.0,70.0
360290039011011,21.0,71.0
360290039011012,21.0,71.0
360290039011013,21.0,71.0
360290039011014,21.0,71.0
360290039011015,21.0,71.0
360290039011016,21.0,71.0
360290039011017,21.0,71.0
360290039011018,21.0,71.0
360290039011019,21.0,70.0
360290040021000,21.0,71.0
360290040021001,21.0,71.0
360290040021002,21.0,59.0
360290040021003,21.0,71.0
360290040021004,21.0,71.0
360290040021005,21.0,59.0
360290040021006,21.0,59.0
360290040021007,21.0,59.0
360290040021008,21.0,59.0
360290040021009,21.0,59.0
360290040021010,21.0,59.0
360290040021011,21.0,59.0
360290040021012,21.0,59.0
360290040021013,21.0,59.0
360290040021014,21.0,59.0
360290040021015,21.0,59.0
360290040022000,21.0,71.0
360290040022001,21.0,71.0
360290040022002,21.0,71.0
360290040022003,21.0,71.0
360290040022004,21.0,71.0
360290040022005,21.0,71.0
360290040022006,21.0,71.0
360290040031000,21.0,71.0
360290040031001,21.0,71.0
360290040031002,21.0,71.0
360290040031003,21.0,71.0
360290040031004,21.0,71.0
360290040031005,21.0,71.0
360290040031006,21.0,71.0
360290040031007,21.0,71.0
360290040032000,21.0,71.0
360290040032001,21.0,71.0
360290040032002,21.0,71.0
360290040032003,21.0,71.0
360290040032004,21.0,71.0
360290040032005,21.0,71.0
360290040032006,21.0,71.0
360290040032007,21.0,71.0
360290040032008,21.0,59.0
360290040033000,21.0,71.0
360290040033001,21.0,71.0
360290040033002,21.0,71.0
360290040033003,21.0,71.0
360290040033004,21.0,71.0
360290040033005,21.0,71.0
360290040033006,21.0,71.0
360290040033007,21.0,71.0
360290040033008,21.0,71.0
360290040033009,21.0,71.0
360290040033010,21.0,71.0
360290041001000,21.0,70.0
360290041001001,21.0,70.0
360290041001002,21.0,70.0
360290041001003,21.0,70.0
360290041001004,21.0,70.0
360290041001005,21.0,70.0
360290041001006,21.0,70.0
360290041001007,21.0,70.0
360290041001008,21.0,70.0
360290041001009,21.0,70.0
360290041001010,21.0,70.0
360290041002000,21.0,86.0
360290041002001,21.0,70.0
360290041002002,21.0,86.0
360290041002003,21.0,70.0
360290041002004,21.0,86.0
360290041002005,21.0,86.0
360290041002006,21.0,86.0
360290041002007,21.0,70.0
360290041002008,21.0,70.0
360290041003000,21.0,70.0
360290041003001,21.0,70.0
360290041003002,21.0,70.0
360290041003003,21.0,70.0
360290041003004,21.0,70.0
360290041003005,21.0,70.0
360290041003006,21.0,70.0
360290041004000,20.0,86.0
360290041004001,21.0,86.0
360290041004002,21.0,86.0
360290041004003,20.0,86.0
360290041004004,21.0,86.0
360290042001000,20.0,70.0
360290042001001,20.0,70.0
360290042001002,20.0,70.0
360290042001003,20.0,70.0
360290042001004,20.0,70.0
360290042001005,20.0,70.0
360290042002000,20.0,70.0
360290042002001,20.0,70.0
360290042002002,20.0,70.0
360290042002003,20.0,70.0
360290042002004,20.0,70.0
360290042002005,20.0,70.0
360290042003000,20.0,70.0
360290042003001,20.0,70.0
360290042003002,20.0,70.0
360290042003003,20.0,70.0
360290042003004,21.0,70.0
360290042003005,21.0,70.0
360290042003006,21.0,70.0
360290042004000,20.0,70.0
360290042004001,20.0,70.0
360290042004002,20.0,70.0
360290042004003,20.0,70.0
360290042005000,20.0,70.0
360290042005001,20.0,70.0
360290042005002,20.0,70.0
360290042005003,20.0,70.0
360290042005004,20.0,70.0
360290042005005,20.0,70.0
360290042005006,20.0,70.0
360290042005007,20.0,70.0
360290043001000,20.0,70.0
360290043001001,20.0,70.0
360290043001002,20.0,70.0
360290043001003,20.0,70.0
360290043001004,20.0,70.0
360290043001005,20.0,70.0
360290043002000,20.0,70.0
360290043002001,20.0,70.0
360290043002002,20.0,70.0
360290043002003,20.0,70.0
360290043002004,20.0,70.0
360290043002005,20.0,70.0
360290043003000,20.0,70.0
360290043003001,20.0,70.0
360290043003002,20.0,70.0
360290043003003,20.0,70.0
360290043003004,20.0,70.0
360290043003005,20.0,70.0
360290043004000,20.0,70.0
360290043004001,20.0,70.0
360290043004002,20.0,70.0
360290043004003,20.0,70.0
360290043004004,20.0,70.0
360290043004005,20.0,70.0
360290043004006,20.0,70.0
360290043004007,20.0,70.0
360290043004008,20.0,70.0
360290043005000,20.0,70.0
360290043005001,20.0,70.0
360290043005002,20.0,70.0
360290043005003,20.0,70.0
360290043005004,20.0,70.0
360290043005005,20.0,70.0
360290043006000,20.0,70.0
360290043006001,20.0,70.0
360290043006002,20.0,70.0
360290043006003,20.0,70.0
360290043006004,20.0,70.0
360290043006005,20.0,70.0
360290043006006,20.0,70.0
360290043006007,20.0,70.0
360290043006008,20.0,70.0
360290043006009,20.0,70.0
360290043006010,20.0,70.0
360290043007000,20.0,70.0
360290043007001,20.0,70.0
360290043007002,20.0,70.0
360290043007003,20.0,70.0
360290043007004,20.0,70.0
360290043007005,20.0,70.0
360290044011000,20.0,70.0
360290044011001,20.0,70.0
360290044011002,20.0,70.0
360290044011003,20.0,70.0
360290044011004,20.0,70.0
360290044011005,20.0,70.0
360290044012000,20.0,70.0
360290044012001,20.0,70.0
360290044012002,20.0,70.0
360290044012003,20.0,70.0
360290044012004,20.0,70.0
360290044012005,20.0,70.0
360290044012006,20.0,70.0
360290044012007,20.0,70.0
360290044012008,20.0,70.0
360290044013000,20.0,70.0
360290044013001,20.0,70.0
360290044013002,20.0,70.0
360290044013003,20.0,70.0
360290044013004,20.0,70.0
360290044013005,20.0,70.0
360290044013006,20.0,70.0
360290044013007,20.0,70.0
360290044013008,20.0,70.0
360290044013009,20.0,70.0
360290044014000,20.0,70.0
360290044014001,20.0,70.0
360290044014002,20.0,70.0
360290044014003,20.0,70.0
360290044014004,20.0,70.0
360290044014005,20.0,70.0
360290044021000,20.0,70.0
360290044021001,20.0,70.0
360290044021002,20.0,86.0
360290044021003,20.0,86.0
360290044021004,20.0,86.0
360290044021005,20.0,86.0
360290044021006,21.0,86.0
360290044021007,20.0,86.0
360290044022000,20.0,70.0
360290044022001,20.0,70.0
360290044022002,20.0,70.0
360290044022003,20.0,70.0
360290044022004,20.0,70.0
360290044022005,21.0,70.0
360290044022006,21.0,86.0
360290044022007,21.0,86.0
360290044022008,21.0,70.0
360290044022009,21.0,70.0
360290045001000,14.0,71.0
360290045001001,14.0,71.0
360290045001002,14.0,71.0
360290045001003,14.0,71.0
360290045001004,14.0,71.0
360290045001005,14.0,71.0
360290045001006,14.0,71.0
360290045001007,20.0,71.0
360290045001008,20.0,71.0
360290045001009,20.0,71.0
360290045001010,20.0,71.0
360290045001011,20.0,71.0
360290045002000,20.0,71.0
360290045002001,20.0,71.0
360290045002002,20.0,71.0
360290045002003,20.0,71.0
360290045002004,20.0,71.0
360290045002005,20.0,71.0
360290045002006,21.0,71.0
360290045002007,21.0,71.0
360290045002008,21.0,71.0
360290045002009,20.0,71.0
360290045003000,14.0,71.0
360290045003001,14.0,71.0
360290045003002,14.0,71.0
360290045003003,14.0,71.0
360290045003004,14.0,71.0
360290045003005,14.0,71.0
360290045003006,14.0,71.0
360290045003007,14.0,71.0
360290045003008,14.0,71.0
360290045003009,20.0,71.0
360290045003010,20.0,71.0
360290045003011,14.0,71.0
360290045003012,20.0,71.0
360290045003013,14.0,71.0
360290045003014,14.0,71.0
360290045003015,14.0,71.0
360290045004000,20.0,71.0
360290045004001,21.0,71.0
360290045004002,21.0,71.0
360290045004003,21.0,71.0
360290045004004,21.0,71.0
360290045004005,21.0,71.0
360290045004006,21.0,71.0
360290045004007,21.0,71.0
360290045004008,21.0,71.0
360290045004009,20.0,71.0
360290045004010,21.0,71.0
360290045004011,21.0,71.0
360290045004012,21.0,71.0
360290045004013,21.0,71.0
360290045004014,21.0,71.0
360290045004015,21.0,71.0
360290045004016,21.0,71.0
360290045004017,21.0,71.0
360290045004018,21.0,71.0
360290045005000,20.0,71.0
360290045005001,20.0,71.0
360290045005002,20.0,71.0
360290045005003,20.0,71.0
360290045005004,20.0,71.0
360290045005005,14.0,71.0
360290045005006,20.0,71.0
360290045005007,20.0,71.0
360290045005008,14.0,71.0
360290045005009,14.0,71.0
360290045005010,20.0,71.0
360290045005011,20.0,71.0
360290045005012,20.0,71.0
360290045006000,20.0,71.0
360290045006001,20.0,71.0
360290045006002,20.0,71.0
360290045006003,20.0,71.0
360290045006004,20.0,71.0
360290045006005,20.0,71.0
360290045006006,20.0,71.0
360290045006007,20.0,71.0
360290045006008,20.0,71.0
360290046011000,14.0,71.0
360290046011001,14.0,71.0
360290046011002,14.0,71.0
360290046011003,20.0,71.0
360290046011004,20.0,71.0
360290046011005,20.0,71.0
360290046011006,20.0,71.0
360290046011007,20.0,71.0
360290046012000,20.0,71.0
360290046012001,20.0,71.0
360290046012002,20.0,71.0
360290046012003,20.0,71.0
360290046012004,20.0,71.0
360290046012005,20.0,71.0
360290046012006,20.0,71.0
360290046012007,20.0,71.0
360290046012008,20.0,71.0
360290046013000,20.0,71.0
360290046013001,20.0,71.0
360290046013002,20.0,71.0
360290046013003,20.0,71.0
360290046013004,20.0,71.0
360290046013005,20.0,71.0
360290046013006,20.0,71.0
360290046013007,20.0,71.0
360290046013008,20.0,71.0
360290046013009,20.0,71.0
360290046013010,20.0,71.0
360290046014000,20.0,70.0
360290046014001,20.0,70.0
360290046014002,20.0,71.0
360290046014003,20.0,71.0
360290046014004,20.0,71.0
360290046014005,20.0,71.0
360290046014006,20.0,71.0
360290046014007,20.0,71.0
360290046014008,20.0,71.0
360290046014009,20.0,71.0
360290046014010,20.0,71.0
360290046014011,20.0,71.0
360290046014012,20.0,71.0
360290047011000,20.0,70.0
360290047011001,20.0,70.0
360290047011002,20.0,70.0
360290047011003,20.0,70.0
360290047011004,20.0,70.0
360290047011005,20.0,70.0
360290047011006,20.0,70.0
360290047012000,20.0,70.0
360290047012001,20.0,70.0
360290047012002,20.0,70.0
360290047012003,20.0,70.0
360290047012004,20.0,70.0
360290047012005,20.0,70.0
360290047012006,20.0,70.0
360290047012007,20.0,70.0
360290047021000,20.0,70.0
360290047021001,20.0,70.0
360290047021002,20.0,70.0
360290047021003,20.0,71.0
360290047021004,20.0,70.0
360290047021005,20.0,70.0
360290047021006,20.0,70.0
360290047021007,20.0,70.0
360290047022000,20.0,71.0
360290047022001,20.0,71.0
360290047022002,20.0,71.0
360290047022003,20.0,71.0
360290047022004,20.0,71.0
360290047022005,20.0,71.0
360290047022006,20.0,71.0
360290047022007,20.0,71.0
360290047022008,20.0,70.0
360290047022009,20.0,70.0
360290047022010,20.0,70.0
360290047023000,20.0,71.0
360290047023001,20.0,71.0
360290047023002,20.0,71.0
360290047023003,20.0,71.0
360290047023004,20.0,71.0
360290048001000,14.0,71.0
360290048001001,14.0,71.0
360290048001002,14.0,71.0
360290048001003,14.0,71.0
360290048001004,14.0,71.0
360290048001005,14.0,71.0
360290048001006,14.0,71.0
360290048001007,14.0,71.0
360290048002000,14.0,71.0
360290048002001,14.0,71.0
360290048002002,14.0,71.0
360290048002003,14.0,71.0
360290048002004,14.0,71.0
360290048002005,14.0,71.0
360290048002006,14.0,71.0
360290048002007,14.0,71.0
360290048002008,14.0,71.0
360290048002009,14.0,71.0
360290048002010,21.0,71.0
360290048002011,21.0,71.0
360290048002012,21.0,71.0
360290048002013,21.0,71.0
360290048002014,21.0,71.0
360290048003000,14.0,71.0
360290048003001,14.0,71.0
360290048003002,14.0,71.0
360290048003003,14.0,71.0
360290048003004,14.0,71.0
360290048003005,14.0,71.0
360290048003006,14.0,71.0
360290048003007,14.0,71.0
360290048003008,14.0,71.0
360290048003009,14.0,71.0
360290048003010,14.0,71.0
360290048003011,14.0,71.0
360290048003012,14.0,71.0
360290048003013,14.0,71.0
360290049011000,14.0,71.0
360290049011001,14.0,71.0
360290049011002,14.0,71.0
360290049011003,14.0,60.0
360290049011004,14.0,60.0
360290049011005,14.0,71.0
360290049012000,14.0,71.0
360290049012001,14.0,60.0
360290049012002,14.0,60.0
360290049012003,14.0,60.0
360290049012004,14.0,60.0
360290049021000,14.0,71.0
360290049021001,14.0,71.0
360290049021002,14.0,71.0
360290049021003,14.0,71.0
360290049021004,14.0,71.0
360290049021005,14.0,71.0
360290049021006,14.0,71.0
360290049022000,14.0,71.0
360290049022001,14.0,71.0
360290049022002,14.0,71.0
360290049022003,14.0,71.0
360290049022004,14.0,71.0
360290049022005,14.0,71.0
360290049022006,14.0,71.0
360290049023000,14.0,71.0
360290049023001,14.0,60.0
360290049023002,14.0,60.0
360290049023003,14.0,60.0
360290049023004,14.0,60.0
360290049023005,14.0,60.0
360290050001000,14.0,60.0
360290050001001,14.0,60.0
360290050001002,14.0,60.0
360290050001003,14.0,60.0
360290050001004,14.0,60.0
360290050001005,14.0,60.0
360290050002000,14.0,60.0
360290050002001,14.0,60.0
360290050002002,14.0,60.0
360290050002003,14.0,60.0
360290050002004,14.0,60.0
360290050002005,14.0,60.0
360290050003000,14.0,71.0
360290050003001,14.0,71.0
360290050003002,14.0,60.0
360290050003003,14.0,71.0
360290050003004,14.0,60.0
360290050003005,14.0,60.0
360290051001000,14.0,71.0
360290051001001,14.0,71.0
360290051001002,14.0,71.0
360290051001003,14.0,71.0
360290051001004,14.0,71.0
360290051001005,14.0,71.0
360290051001006,14.0,71.0
360290051001007,14.0,71.0
360290051001008,14.0,71.0
360290051001009,14.0,71.0
360290051001010,14.0,71.0
360290051001011,14.0,71.0
360290051001012,14.0,71.0
360290051001013,14.0,71.0
360290051002000,14.0,71.0
360290051002001,14.0,71.0
360290051002002,14.0,71.0
360290051002003,14.0,71.0
360290051003000,14.0,71.0
360290051003001,14.0,71.0
360290051003002,14.0,71.0
360290051003003,14.0,71.0
360290051003004,14.0,71.0
360290051003005,14.0,71.0
360290051004000,14.0,71.0
360290051004001,14.0,71.0
360290051004002,14.0,60.0
360290051004003,14.0,60.0
360290052011000,21.0,71.0
360290052011001,14.0,71.0
360290052011002,14.0,71.0
360290052011003,14.0,71.0
360290052011004,14.0,71.0
360290052011005,14.0,71.0
360290052011006,14.0,59.0
360290052011007,21.0,71.0
360290052011008,14.0,71.0
360290052012000,21.0,71.0
360290052012001,14.0,71.0
360290052012002,14.0,71.0
360290052012003,14.0,59.0
360290052012004,21.0,59.0
360290052012005,21.0,59.0
360290052013000,21.0,59.0
360290052013001,21.0,59.0
360290052013002,21.0,59.0
360290052013003,21.0,59.0
360290052013004,21.0,59.0
360290052013005,21.0,59.0
360290052013006,21.0,59.0
360290052013007,21.0,59.0
360290052013008,21.0,59.0
360290052013009,21.0,59.0
360290052014000,21.0,59.0
360290052014001,21.0,59.0
360290052014002,21.0,59.0
360290052014003,21.0,59.0
360290052014004,14.0,59.0
360290052014005,21.0,59.0
360290052014006,21.0,59.0
360290052021000,21.0,59.0
360290052021001,21.0,59.0
360290052021002,21.0,59.0
360290052021003,21.0,59.0
360290052021004,21.0,59.0
360290052021005,21.0,59.0
360290052021006,21.0,60.0
360290052021007,21.0,59.0
360290052021008,21.0,59.0
360290052021009,21.0,59.0
360290052021010,21.0,59.0
360290052022000,21.0,59.0
360290052022001,21.0,59.0
360290052022002,21.0,59.0
360290052022003,21.0,59.0
360290052022004,21.0,59.0
360290052022005,21.0,59.0
360290052022006,21.0,59.0
360290052022007,21.0,59.0
360290052022008,21.0,59.0
360290052022009,21.0,59.0
360290052022010,21.0,59.0
360290053001000,21.0,71.0
360290053001001,21.0,59.0
360290053001002,21.0,60.0
360290053001003,21.0,60.0
360290053001004,21.0,59.0
360290053001005,21.0,59.0
360290053001006,21.0,59.0
360290053001007,21.0,59.0
360290053001008,21.0,59.0
360290053001009,21.0,59.0
360290053001010,21.0,59.0
360290053001011,21.0,59.0
360290053001012,21.0,59.0
360290053001013,21.0,59.0
360290053001014,21.0,60.0
360290053001015,21.0,60.0
360290053002000,21.0,60.0
360290053002001,21.0,60.0
360290053002002,21.0,60.0
360290053002003,27.0,61.0
360290053002004,27.0,60.0
360290053002005,27.0,60.0
360290053002006,21.0,59.0
360290053002007,21.0,60.0
360290053002008,21.0,60.0
360290053002009,21.0,59.0
360290053002010,27.0,60.0
360290053002011,21.0,59.0
360290054001000,14.0,61.0
360290054001001,14.0,61.0
360290054001002,14.0,60.0
360290054001003,14.0,60.0
360290054001004,14.0,60.0
360290054001005,14.0,60.0
360290054001006,14.0,60.0
360290054001007,14.0,60.0
360290054001008,14.0,60.0
360290054001009,14.0,60.0
360290054001010,14.0,60.0
360290054001011,27.0,61.0
360290054001012,27.0,61.0
360290054001013,27.0,61.0
360290054001014,27.0,61.0
360290054002000,14.0,61.0
360290054002001,14.0,61.0
360290054002002,14.0,61.0
360290054002003,14.0,60.0
360290054002004,14.0,60.0
360290054002005,14.0,60.0
360290054002006,14.0,60.0
360290054003000,14.0,60.0
360290054003001,14.0,60.0
360290054003002,14.0,60.0
360290054003003,14.0,60.0
360290054003004,27.0,61.0
360290054003005,27.0,61.0
360290054003006,27.0,61.0
360290054003007,27.0,61.0
360290054004000,14.0,71.0
360290054004001,14.0,71.0
360290054004002,14.0,60.0
360290054004003,14.0,60.0
360290054004004,14.0,71.0
360290054004005,14.0,60.0
360290055001000,26.0,61.0
360290055001001,26.0,61.0
360290055001002,26.0,61.0
360290055001003,26.0,61.0
360290055001004,14.0,61.0
360290055001005,14.0,61.0
360290055001006,14.0,61.0
360290055002000,26.0,61.0
360290055002001,26.0,61.0
360290055002002,26.0,61.0
360290055002003,26.0,61.0
360290055002004,26.0,61.0
360290055003000,26.0,61.0
360290055003001,26.0,61.0
360290055003002,26.0,61.0
360290055003003,26.0,61.0
360290055003004,26.0,61.0
360290055003005,26.0,61.0
360290055003006,26.0,61.0
360290055003007,26.0,61.0
360290055003008,26.0,61.0
360290055003009,26.0,61.0
360290055003010,26.0,61.0
360290055003011,26.0,61.0
360290055003012,26.0,61.0
360290055004000,14.0,61.0
360290055004001,14.0,61.0
360290055004002,14.0,61.0
360290055004003,26.0,61.0
360290055004004,26.0,61.0
360290056001000,14.0,60.0
360290056001001,14.0,61.0
360290056001002,14.0,61.0
360290056001003,14.0,60.0
360290056001004,14.0,60.0
360290056001005,14.0,60.0
360290056001006,14.0,60.0
360290056002000,14.0,60.0
360290056002001,14.0,61.0
360290056002002,26.0,61.0
360290056002003,26.0,61.0
360290056002004,14.0,60.0
360290056002005,14.0,60.0
360290056002006,14.0,60.0
360290056002007,14.0,60.0
360290056002008,14.0,60.0
360290056002009,14.0,61.0
360290056003000,14.0,60.0
360290056003001,14.0,60.0
360290056003002,14.0,60.0
360290056003003,14.0,60.0
360290056003004,14.0,60.0
360290056003005,14.0,60.0
360290056003006,26.0,60.0
360290056003007,14.0,60.0
360290056003008,14.0,60.0
360290056003009,26.0,61.0
360290056003010,26.0,61.0
360290056004000,14.0,60.0
360290056004001,14.0,60.0
360290056004002,14.0,60.0
360290056004003,26.0,61.0
360290056004004,26.0,61.0
360290056004005,26.0,61.0
360290056004006,26.0,61.0
360290056005000,14.0,60.0
360290056005001,14.0,60.0
360290056005002,14.0,60.0
360290056005003,14.0,60.0
360290056005004,14.0,60.0
360290056005005,14.0,60.0
360290057001000,26.0,61.0
360290057001001,26.0,61.0
360290057001002,26.0,61.0
360290057001003,26.0,61.0
360290057001004,26.0,61.0
360290057002000,26.0,61.0
360290057002001,26.0,61.0
360290057002002,26.0,61.0
360290057002003,26.0,61.0
360290057002004,26.0,61.0
360290057002005,26.0,61.0
360290057002006,26.0,61.0
360290057003000,26.0,61.0
360290057003001,26.0,61.0
360290057003002,26.0,61.0
360290057003003,26.0,61.0
360290057003004,26.0,61.0
360290057003005,26.0,61.0
360290057003006,26.0,61.0
360290057003007,26.0,61.0
360290057003008,26.0,61.0
360290057003009,26.0,61.0
360290057003010,26.0,61.0
360290058011000,14.0,61.0
360290058011001,14.0,61.0
360290058011002,14.0,61.0
360290058011003,14.0,61.0
360290058011004,26.0,61.0
360290058011005,26.0,61.0
360290058011006,26.0,61.0
360290058011007,26.0,61.0
360290058011008,26.0,61.0
360290058011009,26.0,61.0
360290058011010,14.0,61.0
360290058011011,14.0,61.0
360290058011012,14.0,61.0
360290058011013,14.0,61.0
360290058011014,26.0,61.0
360290058011015,26.0,61.0
360290058012000,14.0,61.0
360290058012001,14.0,61.0
360290058012002,14.0,61.0
360290058012003,26.0,61.0
360290058012004,26.0,61.0
360290058012005,26.0,61.0
360290058012006,26.0,61.0
360290058012007,26.0,61.0
360290058012008,26.0,61.0
360290058013000,26.0,61.0
360290058013001,26.0,61.0
360290058013002,26.0,61.0
360290058013003,26.0,61.0
360290058013004,26.0,61.0
360290058013005,26.0,61.0
360290058013006,26.0,61.0
360290058021000,26.0,61.0
360290058021001,26.0,61.0
360290058021002,26.0,61.0
360290058021003,26.0,61.0
360290058021004,26.0,61.0
360290058021005,26.0,61.0
360290058021006,26.0,61.0
360290058022000,26.0,61.0
360290058022001,26.0,61.0
360290058022002,26.0,61.0
360290058022003,26.0,61.0
360290058022004,26.0,61.0
360290058022005,26.0,61.0
360290058022007,26.0,61.0
360290058022009,26.0,61.0
360290058022010,26.0,61.0
360290058022011,26.0,61.0
