GEOID,District0
01001020100,2854.0
01001020200,2854.0
01001020300,2854.0
01001020400,2854.0
01001020501,2854.0
01001020502,2854.0
01001020503,2854.0
01001020600,2854.0
01001020700,2854.0
01001020801,2854.0
01001020803,2854.0
01001020804,2854.0
01001020805,2854.0
01001020901,2854.0
01001020902,2854.0
01001021000,2854.0
01001021100,2854.0
01003010100,2856.0
01003010200,2855.0
01003010300,2856.0
01003010400,2855.0
01003010500,2855.0
01003010600,2856.0
01003010704,2856.0
01003010706,2856.0
01003010707,2856.0
01003010708,2856.0
01003010709,2856.0
01003010710,2856.0
01003010711,2856.0
01003010800,2856.0
01003010903,2855.0
01003010904,2855.0
01003010906,2855.0
01003010907,2855.0
01003010908,2855.0
01003011000,2855.0
01003011102,2855.0
01003011103,2856.0
01003011104,2855.0
01003011201,2856.0
01003011202,2856.0
01003011300,2855.0
01003011409,2855.0
01003011410,2855.0
01003011411,2855.0
01003011412,2855.0
01003011413,2855.0
01003011414,2855.0
01003011415,2855.0
01003011416,2855.0
01003011417,2855.0
01003011418,2855.0
01003011419,2855.0
01003011501,2855.0
01003011503,2855.0
01003011504,2855.0
01003011601,2855.0
01003011603,2855.0
01003011604,2855.0
01005950100,2855.0
01005950200,2855.0
01005950300,2855.0
01005950400,2855.0
01005950500,2855.0
01005950600,2855.0
01005950700,2855.0
01005950800,2855.0
01005950900,2855.0
01007010001,1918.0
01007010005,1918.0
01007010006,1918.0
01007010007,1918.0
01007010008,1918.0
01007010009,1918.0
01007010010,1918.0
01007010011,1918.0
01009050103,1848.0
01009050104,1848.0
01009050105,1848.0
01009050106,1848.0
01009050107,1848.0
01009050200,1848.0
01009050301,1848.0
01009050302,1848.0
01009050400,1848.0
01009050501,1848.0
01009050502,1848.0
01009050601,1848.0
01009050603,1848.0
01009050604,1848.0
01009050701,1848.0
01009050702,1848.0
01011952100,2855.0
01011952201,2855.0
01011952202,2855.0
01011952500,2855.0
01013952700,2856.0
01013952800,2856.0
01013952900,2856.0
01013953000,2856.0
01013953100,2856.0
01013953200,2856.0
01013953300,2856.0
01013953400,2856.0
01013953500,2856.0
01015000200,1848.0
01015000300,1848.0
01015000400,1848.0
01015000500,2854.0
01015000600,2854.0
01015000700,1848.0
01015000800,2854.0
01015000900,2854.0
01015001000,2854.0
01015001101,2854.0
01015001102,2854.0
01015001103,2854.0
01015001201,2854.0
01015001202,2854.0
01015001300,1848.0
01015001400,1848.0
01015001501,1848.0
01015001502,1848.0
01015001600,1848.0
01015001700,1848.0
01015001801,1848.0
01015001802,1848.0
01015002001,2854.0
01015002002,2854.0
01015002101,1848.0
01015002102,1848.0
01015002104,1848.0
01015002105,1848.0
01015002200,1848.0
01015002300,1848.0
01015002400,1848.0
01015002502,1848.0
01015002503,1848.0
01015002504,1848.0
01015002600,1848.0
01015981901,1848.0
01015981902,1848.0
01015981903,2854.0
01017953800,2854.0
01017953900,2854.0
01017954001,2854.0
01017954002,2854.0
01017954200,2854.0
01017954300,2854.0
01017954600,2854.0
01017954700,2854.0
01017954800,2854.0
01019955701,1848.0
01019955702,1849.0
01019955801,1848.0
01019955802,1848.0
01019955900,1848.0
01019956000,1848.0
01019956101,1848.0
01019956102,1848.0
01021060101,2854.0
01021060103,2854.0
01021060104,2854.0
01021060200,2854.0
01021060300,2854.0
01021060401,2854.0
01021060403,2854.0
01021060404,2854.0
01021060500,2854.0
01021060600,2854.0
01021060701,2854.0
01021060702,2854.0
01023956700,2854.0
01023956800,2854.0
01023956900,2854.0
01023957000,2854.0
01025957500,2854.0
01025957601,2854.0
01025957603,2854.0
01025957604,2854.0
01025957700,2854.0
01025957800,2854.0
01025957901,2854.0
01025957902,2854.0
01025958003,2854.0
01027958900,2854.0
01027959000,2854.0
01027959100,2854.0
01027959200,2854.0
01029959500,2854.0
01029959600,2854.0
01029959700,2854.0
01029959800,2854.0
01031010100,2855.0
01031010200,2855.0
01031010300,2855.0
01031010400,2855.0
01031010500,2855.0
01031010600,2855.0
01031010700,2855.0
01031010800,2855.0
01031010900,2855.0
01031011000,2855.0
01031011100,2855.0
01031011203,2855.0
01031011204,2855.0
01031011205,2855.0
01031011206,2855.0
01031011300,2855.0
01033020100,1918.0
01033020200,1918.0
01033020300,1918.0
01033020400,1918.0
01033020500,1918.0
01033020600,1918.0
01033020703,1918.0
01033020704,1918.0
01033020705,1918.0
01033020706,1918.0
01033020801,1918.0
01033020802,1918.0
01033020901,1918.0
01033020902,1918.0
01033021000,1918.0
01035960200,2855.0
01035960300,2855.0
01035960400,2855.0
01035960500,2855.0
01035960600,2855.0
01037961000,2854.0
01037961100,2854.0
01037961200,2854.0
01039961600,2855.0
01039961700,2855.0
01039961800,2855.0
01039961900,2855.0
01039962000,2855.0
01039962100,2855.0
01039962300,2855.0
