GEOID20,District0
360290001101000,49.0
360290001101001,49.0
360290001101002,49.0
360290001101003,49.0
360290001101004,49.0
360290001101005,49.0
360290001101006,49.0
360290001102000,49.0
360290001102001,49.0
360290001102002,49.0
360290001102003,49.0
360290001102004,49.0
360290001102005,49.0
360290001103000,48.0
360290001103001,49.0
360290001103002,49.0
360290001103003,48.0
360290001103004,49.0
360290001103005,49.0
360290001103006,49.0
360290001103007,48.0
360290001103008,48.0
360290001103009,48.0
360290001103010,48.0
360290001103011,48.0
360290001103012,48.0
360290001103013,48.0
360290001103017,48.0
360290001103019,48.0
360290001103020,48.0
360290001103021,48.0
360290001103022,48.0
360290001103023,48.0
360290001103024,48.0
360290001103025,48.0
360290001103026,49.0
360290001103027,49.0
360290001103028,49.0
360290001103029,49.0
360290001103030,49.0
360290001103031,49.0
360290001103032,49.0
360290001103033,49.0
360290001103034,49.0
360290001103035,49.0
360290001103036,49.0
360290001103037,49.0
360290001103038,49.0
360290001103039,49.0
360290001103040,49.0
360290001103041,49.0
360290001103042,49.0
360290001103043,49.0
360290001103044,49.0
360290001103045,49.0
360290001103046,49.0
360290001103047,49.0
360290001103048,49.0
360290001103049,49.0
360290001103050,49.0
360290001103051,49.0
360290001103052,49.0
360290001103053,49.0
360290001103054,49.0
360290001103055,48.0
360290001103056,48.0
360290001103057,48.0
360290002001000,49.0
360290002001001,49.0
360290002001002,49.0
360290002001003,49.0
360290002001004,49.0
360290002001005,49.0
360290002001006,49.0
360290002001007,49.0
360290002001008,49.0
360290002001009,49.0
360290002001010,49.0
360290002001011,49.0
360290002001012,49.0
360290002001013,49.0
360290002002000,49.0
360290002002001,49.0
360290002002002,49.0
360290002002003,49.0
360290002002004,49.0
360290002002005,49.0
360290002003000,49.0
360290002003001,49.0
360290002003002,49.0
360290002003003,49.0
360290002003004,49.0
360290002003005,49.0
360290002004000,49.0
360290002004001,49.0
360290002004002,49.0
360290002004003,49.0
360290002004004,49.0
360290002004005,49.0
360290002004006,49.0
360290002004007,49.0
360290002004008,49.0
360290002004009,49.0
360290002004010,49.0
360290005001000,48.0
360290005001001,48.0
360290005001002,48.0
360290005001003,48.0
360290005001004,48.0
360290005001005,48.0
360290005001006,48.0
360290005001007,48.0
360290005001008,48.0
360290005001009,48.0
360290005001010,48.0
360290005001011,48.0
360290005001012,48.0
360290005001013,48.0
360290005001014,48.0
360290005001015,48.0
360290005001016,48.0
360290005001017,48.0
360290005001018,48.0
360290005001019,48.0
360290005001020,48.0
360290005001021,48.0
360290005001022,48.0
360290005001023,48.0
360290005001024,48.0
360290005001025,48.0
360290005001026,48.0
360290005001027,48.0
360290005001028,48.0
360290005001032,48.0
360290005001038,48.0
360290005001039,48.0
360290005001040,48.0
360290005001041,48.0
360290005001042,48.0
360290005001043,48.0
360290005001044,48.0
360290005001045,48.0
360290005001046,48.0
360290005001047,48.0
360290005001048,48.0
360290005001049,48.0
360290005001050,48.0
360290005001051,48.0
360290005001052,48.0
360290005001053,48.0
360290005001054,48.0
360290005001055,48.0
360290005001056,48.0
360290005001057,48.0
360290005002000,48.0
360290005002001,48.0
360290005002002,48.0
360290005002003,48.0
360290005002004,48.0
360290005002005,48.0
360290005002006,48.0
360290005002007,48.0
360290005002008,48.0
360290005002009,48.0
360290005002010,48.0
360290005002011,48.0
360290005002012,48.0
360290005002013,48.0
360290005002014,48.0
360290005002015,48.0
360290005002016,48.0
360290005002017,48.0
360290005002018,48.0
360290005002019,48.0
360290006001000,49.0
360290006001001,49.0
360290006001002,49.0
360290006001003,49.0
360290006001004,49.0
360290006001005,49.0
360290006002000,49.0
360290006002001,49.0
360290006002002,49.0
360290006002003,49.0
360290006002004,49.0
360290006002005,49.0
360290006003000,49.0
360290006003001,49.0
360290006003002,49.0
360290006003003,49.0
360290006003004,49.0
360290006003005,49.0
360290006004000,49.0
360290006004001,49.0
360290006004002,49.0
360290006004003,49.0
360290006004004,49.0
360290006004005,49.0
360290006004006,49.0
360290007001000,49.0
360290007001001,49.0
360290007001002,49.0
360290007001003,49.0
360290007001004,49.0
360290007001005,49.0
360290007002000,49.0
360290007002001,49.0
360290007002002,49.0
360290007002003,49.0
360290007002004,49.0
360290007002005,49.0
360290007003000,49.0
360290007003001,49.0
360290007003002,49.0
360290007003003,49.0
360290007003004,49.0
360290007003005,49.0
360290007003006,49.0
360290007004000,49.0
360290007004001,49.0
360290007004002,49.0
360290007004003,49.0
360290007004004,49.0
360290007004005,49.0
360290007005000,49.0
360290007005001,49.0
360290007005002,49.0
360290007005003,49.0
360290007005004,49.0
360290007005005,49.0
360290007005006,49.0
360290008001000,49.0
360290008001001,49.0
360290008001002,49.0
360290008001003,49.0
360290008001004,49.0
360290008001005,49.0
360290008001006,49.0
360290008001007,49.0
360290008002000,49.0
360290008002001,49.0
360290008002002,49.0
360290008002003,49.0
360290008002004,49.0
360290008002005,49.0
360290008002006,49.0
360290008002007,49.0
360290008002008,49.0
360290008002009,49.0
360290008002010,49.0
360290008002011,49.0
360290008003000,49.0
360290008003001,49.0
360290008003002,49.0
360290008003003,49.0
360290008003004,49.0
360290008003005,49.0
360290008003006,49.0
360290008003007,49.0
360290008003008,49.0
360290008003009,49.0
360290008003010,49.0
360290008003011,49.0
360290008004000,49.0
360290008004001,49.0
360290008004002,49.0
360290008004003,49.0
360290008004004,49.0
360290008004005,49.0
360290009001000,49.0
360290009001001,49.0
360290009001002,49.0
360290009001003,49.0
360290009001004,49.0
360290009001005,49.0
360290009001006,49.0
360290009002000,49.0
360290009002001,49.0
360290009002002,49.0
360290009002003,49.0
360290009002004,49.0
360290009002005,49.0
360290009002006,49.0
360290009002007,49.0
360290009002008,49.0
360290009002009,49.0
360290009002010,49.0
360290009002011,49.0
360290009003000,49.0
360290009003001,49.0
360290009003002,49.0
360290009003003,49.0
360290009003004,49.0
360290009003005,49.0
360290009003006,49.0
360290009003007,49.0
360290009003008,49.0
360290009003009,49.0
360290010001000,28.0
360290010001001,28.0
360290010001002,28.0
360290010001003,28.0
360290010001004,28.0
360290010001005,28.0
360290010001006,28.0
360290010001007,28.0
360290010001008,28.0
360290010001009,28.0
360290010001010,28.0
360290010001011,28.0
360290010001012,28.0
360290010001013,28.0
360290010001014,28.0
360290010002000,28.0
360290010002001,28.0
360290010002002,28.0
360290010002003,28.0
360290010002004,28.0
360290010003000,49.0
360290010003001,49.0
360290010003002,49.0
360290010003003,49.0
360290010003004,49.0
360290010003005,28.0
360290010003006,28.0
360290010003007,49.0
360290010003008,49.0
360290010003009,49.0
360290010003010,49.0
360290010004000,49.0
360290010004001,49.0
360290010004002,49.0
360290010004003,49.0
360290010004004,49.0
360290010004005,49.0
360290010004006,49.0
360290010004007,49.0
360290010004008,49.0
360290010005000,28.0
360290010005001,28.0
360290010005002,28.0
360290010005003,28.0
360290010005004,28.0
360290010005005,28.0
360290010005006,28.0
360290010005007,28.0
360290010005008,28.0
360290010005009,28.0
360290010005010,28.0
360290010005011,28.0
360290011001000,28.0
360290011001001,28.0
360290011001002,28.0
360290011001003,28.0
360290011001004,28.0
360290011001005,28.0
360290011001006,28.0
360290011001007,28.0
360290011001008,28.0
360290011001009,28.0
360290011001010,28.0
360290011002000,49.0
360290011002001,49.0
360290011002002,49.0
360290011002003,49.0
360290011002004,49.0
360290011002005,49.0
360290011003000,28.0
360290011003001,28.0
360290011003002,49.0
360290011003003,28.0
360290011003004,28.0
360290011003005,49.0
360290011003006,49.0
360290011003007,49.0
360290011003008,49.0
360290011003009,49.0
360290011003010,49.0
360290011003011,49.0
360290011003012,49.0
360290011003013,49.0
360290011003014,49.0
360290011003015,49.0
360290011003016,49.0
360290014031000,48.0
360290014031001,48.0
360290014031002,48.0
360290014031003,48.0
360290014031004,48.0
360290014031005,48.0
360290014031006,48.0
360290014031007,48.0
360290014032000,48.0
360290014032001,48.0
360290014032002,40.0
360290014032003,40.0
360290014032004,40.0
360290014032005,48.0
360290014032006,48.0
360290014032007,48.0
360290014032008,48.0
360290014032009,48.0
360290014032010,48.0
360290014032011,48.0
360290014032012,48.0
360290014041000,48.0
360290014041001,48.0
360290014041002,48.0
360290014041003,48.0
360290014042000,40.0
360290014042001,40.0
360290014042002,40.0
360290014042003,40.0
360290014042004,40.0
360290014042005,40.0
360290014042006,40.0
360290014042007,40.0
360290014042008,40.0
360290014042009,40.0
360290014042010,40.0
360290014042011,40.0
360290014042012,48.0
360290014042013,48.0
360290014042014,48.0
360290015001000,48.0
360290015001001,48.0
360290015001002,48.0
360290015001003,48.0
360290015001004,48.0
360290015001005,48.0
360290015001006,48.0
360290015001007,48.0
360290015001008,48.0
360290015001009,48.0
360290015001010,48.0
360290015001011,48.0
360290015001012,48.0
360290015001013,48.0
360290015001014,48.0
360290015001015,48.0
360290015001016,48.0
360290015001017,48.0
360290015001018,48.0
360290015001019,48.0
360290015001020,48.0
360290015001021,48.0
360290015001022,48.0
360290015001023,48.0
360290015001024,48.0
360290015001025,48.0
360290015001026,48.0
360290015001027,48.0
360290015001028,48.0
360290015001029,48.0
360290015001030,48.0
360290015001031,48.0
360290015002000,48.0
360290015002001,48.0
360290015002002,48.0
360290015002003,40.0
360290015002004,40.0
360290015002005,48.0
360290015002006,48.0
360290015002007,40.0
360290015002008,40.0
360290015002009,40.0
360290015002010,40.0
360290015002011,48.0
360290015002012,48.0
360290015002013,48.0
360290015002014,48.0
360290015002015,48.0
360290015003000,48.0
360290015003001,48.0
360290015003002,48.0
360290015003003,48.0
360290015003004,48.0
360290015003005,48.0
360290015003006,48.0
360290015003007,48.0
360290015003008,48.0
360290015003009,48.0
360290015003010,48.0
360290015003011,48.0
360290015003012,48.0
360290015003013,48.0
360290016011000,28.0
360290016011001,28.0
360290016011002,28.0
360290016011003,28.0
360290016011004,28.0
360290016011005,28.0
360290016011006,28.0
360290016011007,28.0
360290016011008,28.0
360290016011009,28.0
360290016011010,28.0
360290016011011,28.0
360290016011012,28.0
360290016011013,28.0
360290016011014,28.0
360290016011015,28.0
360290016011016,28.0
360290016011017,28.0
360290016011018,28.0
360290016011019,28.0
360290016011020,28.0
360290016011021,28.0
360290016011022,28.0
360290016021000,28.0
360290016021001,28.0
360290016021002,28.0
360290016021003,28.0
360290016021004,28.0
360290016021005,48.0
360290016021006,48.0
360290016021007,48.0
360290016021008,48.0
360290016021009,48.0
360290016021010,48.0
360290016021011,48.0
360290016021012,48.0
360290016021013,48.0
360290016021014,28.0
360290016021015,28.0
360290016021016,28.0
360290016021017,28.0
360290016021018,28.0
360290016021019,28.0
360290016021020,48.0
360290016021021,48.0
360290016021022,48.0
360290016021023,48.0
360290016021024,48.0
360290016021025,28.0
360290016021026,28.0
360290016021027,28.0
360290016021028,28.0
360290016021029,28.0
360290016021030,28.0
360290016021031,28.0
360290017001000,28.0
360290017001001,28.0
360290017001002,28.0
360290017001003,48.0
360290017001004,48.0
360290017001005,48.0
360290017001006,48.0
360290017001007,48.0
360290017001008,48.0
360290017001009,48.0
360290017001010,48.0
360290017001011,48.0
360290017001012,48.0
360290017001013,48.0
360290017001014,48.0
360290017001015,48.0
360290017001016,48.0
360290017001017,48.0
360290017001018,48.0
360290017001019,48.0
360290017001020,48.0
360290017001021,48.0
360290017001022,48.0
360290017001023,48.0
360290017002000,48.0
360290017002001,48.0
360290017002002,48.0
360290017002003,48.0
360290017002004,48.0
360290017002005,48.0
360290017002006,48.0
360290017002007,48.0
360290017002008,48.0
360290017002009,48.0
360290017002010,48.0
360290017002011,48.0
360290017002012,48.0
360290017002013,48.0
360290017002014,48.0
360290017002015,48.0
360290017002016,48.0
360290017002017,48.0
360290017002018,48.0
360290017002019,48.0
360290017002020,48.0
360290017002021,48.0
360290019001000,28.0
360290019001001,28.0
360290019001002,28.0
360290019001003,28.0
360290019001004,28.0
360290019001005,28.0
360290019001006,28.0
360290019001007,28.0
360290019001008,28.0
360290019002000,28.0
360290019002001,28.0
360290019002002,28.0
360290019002003,28.0
360290019002004,28.0
360290019002005,28.0
360290019002006,28.0
360290019002007,28.0
360290019002008,28.0
360290019002009,28.0
360290019002010,28.0
360290019002011,28.0
360290019003000,28.0
360290019003001,28.0
360290019003002,28.0
360290019003003,28.0
360290019003004,28.0
360290023001000,28.0
360290023001001,28.0
360290023001002,28.0
360290023001003,28.0
360290023001004,28.0
360290023001005,28.0
360290023001006,28.0
360290023001007,28.0
360290023001008,28.0
360290023001009,28.0
360290023001010,28.0
360290023002000,28.0
360290023002001,28.0
360290023002002,28.0
360290023002003,28.0
360290023002004,28.0
360290023002005,28.0
360290023003000,28.0
360290023003001,28.0
360290023003002,28.0
360290023003003,28.0
360290023003004,28.0
